,sr,nsecode,name,bsecode,per_chg,close,volume,ScreenerName,TimeOfDay
88,89,DELTAMAGNT,Delta Magnets Limited,504286,10.31,81.3,236498,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
127,128,FELDVR,Future Enterprises DVR,570002,4.58,6.85,21,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
118,119,MIRCELECTR,Mirc Electronics Limited,500279,3.75,15.2,314620,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
119,120,TIRUPATIFL,Tirupati Forge Ltd,535021,3.57,14.5,1046502,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
125,126,SHYAMTEL,Shyam Telecom Limited,517411,3.53,8.8,3,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
73,74,RELIGARE,Religare Enterprises Limited,532915,3.44,157.95,308391,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
109,110,DBSTOCKBRO,Db (international) Stock Brokers Limited,530393,3.04,27.15,10710,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
124,125,MSPL,Msp Steel & Power Limited,532650,2.84,9.05,226227,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
122,123,HYBRIDFIN,Hybrid Financial Services Ltd,500262,2.69,11.45,79,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
19,20,MASFIN,MAS Financial Services Ltd,540749,2.59,826.95,6276,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
129,130,NILAINFRA,Nila Infrastructures Limited,530377,2.56,6.0,128040,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
23,24,HGINFRA,H.G. Infra Engineering Ltd,541019,2.54,737.25,212356,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
64,65,IBMFNIFTY,IBMFNIFTY,,2.5,188.24,1,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
17,18,ATFL,Agro Tech Foods Limited,500215,2.42,922.2,16308,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
30,31,LINC,Linc Ltd,531241,2.25,516.1,5571,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
82,83,GAIL,Gail (india) Limited,532155,2.25,97.7,17020318,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
59,60,NITINSPIN,Nitin Spinners Limited,532698,1.92,209.25,24893,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
84,85,UGARSUGAR,The Ugar Sugar Works Limited,530363,1.84,94.15,180735,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
20,21,TATAMETALI,Tata Metaliks Limited,513434,1.81,783.9,39262,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
38,39,ITC,Itc Limited,500875,1.73,390.5,5778986,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
34,35,RML,Rane (madras) Limited,532661,1.67,461.7,6930,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
16,17,GOCOLORS,Go Fashion (India) Ltd,543401,1.61,977.45,124724,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
39,40,ACE,Action Construction Equipment Limited,532762,1.49,372.4,183133,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
55,56,NAM-INDIA,Nippon Life India Asset Management Ltd,540767,1.49,221.5,164108,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
72,73,RPPL,Rajshree Polypack Ltd,535109,1.42,164.05,2096,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
100,101,HBSL,HB Stockholdings Ltd,532216,1.3,46.65,972,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
83,84,JAIPURKURT,Nandani Creation Ltd,538375,1.28,94.75,126,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
42,43,SHANTIGEAR,Shanthi Gears Limited,522034,1.26,330.45,8737,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
103,104,SIGIND,Signet Industries Ltd,512131,1.25,36.5,1129,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
32,33,EIDPARRY,Eid Parry India Limited,500125,1.22,508.0,41542,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
41,42,GOCLCORP,Gocl Corporation Limited,506480,1.15,338.55,3603,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
130,131,PRAKASHSTL,Prakash Steelage Limited,533239,1.14,4.45,83757,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
5,6,COFORGE,Coforge (Niit Tech),532541,1.09,4390.05,187214,MACD Bearish or Bullish crossover,23/02/2023 10:56:31
