,sr,nsecode,name,bsecode,per_chg,close,volume,ScreenerName,TimeOfDay
27,28,MANAPPURAM,Manappuram Finance Limited,531213,1.91,112.15,3251421,PERFECT BEARISH,16/03/2023 12:14:21
15,16,MCDOWELL-N,United Spirits Limited,532432,1.51,773.45,583479,PERFECT BEARISH,16/03/2023 12:14:21
12,13,PVR,Pvr Limited,532689,1.49,1570.05,217879,PERFECT BEARISH,16/03/2023 12:14:21
24,25,DELTACORP,Delta Corp Limited,532848,1.25,190.1,1067659,PERFECT BEARISH,16/03/2023 12:14:21
31,32,GMRINFRA,Gmr Infrastructure Limited,532754,0.73,41.65,9268958,PERFECT BEARISH,16/03/2023 12:14:21
21,22,INDHOTEL,The Indian Hotels Company Limited,500850,0.65,317.7,1040356,PERFECT BEARISH,16/03/2023 12:14:21
30,31,IDFCFIRSTB,IDFC First Bank Ltd,539437,0.64,55.1,16310273,PERFECT BEARISH,16/03/2023 12:14:21
13,14,UBL,United Breweries Limited,532478,0.6,1451.0,131974,PERFECT BEARISH,16/03/2023 12:14:21
23,24,INDIACEM,The India Cements Limited,530005,0.47,191.55,929964,PERFECT BEARISH,16/03/2023 12:14:21
28,29,IDFC,Idfc Limited,532659,0.39,76.85,3049112,PERFECT BEARISH,16/03/2023 12:14:21
26,27,ABCAPITAL,Aditya Birla Capital Ltd,540691,0.21,146.3,1110519,PERFECT BEARISH,16/03/2023 12:14:21
17,18,RAMCOCEM,The Ramco Cements Limited,500260,0.15,716.85,81156,PERFECT BEARISH,16/03/2023 12:14:21
8,9,LALPATHLAB,Dr. Lal Path Labs Ltd.,539524,0.11,1854.95,93923,PERFECT BEARISH,16/03/2023 12:14:21
20,21,GLENMARK,Glenmark Pharmaceuticals Limited,532296,0.07,428.45,215291,PERFECT BEARISH,16/03/2023 12:14:21
1,2,ULTRACEMCO,Ultratech Cement Limited,532538,0.07,7106.05,204465,PERFECT BEARISH,16/03/2023 12:14:21
16,17,CHOLAFIN,Cholamandalam Investment And Finance Company Limited,511243,0.05,746.35,465852,PERFECT BEARISH,16/03/2023 12:14:21
2,3,INDIAMART,Indiamart Intermesh Ltd,542726,0.04,4741.5,16826,PERFECT BEARISH,16/03/2023 12:14:21
22,23,APOLLOTYRE,Apollo Tyres Limited,500877,0.02,308.2,856945,PERFECT BEARISH,16/03/2023 12:14:21
7,8,INDIGO,Interglobe Aviation Limited,539448,0.02,1867.6,176356,PERFECT BEARISH,16/03/2023 12:14:21
14,15,WHIRLPOOL,Whirlpool Of India Limited,500238,-0.03,1339.4,54346,PERFECT BEARISH,16/03/2023 12:14:21
19,20,SYNGENE,Syngene International Limited,539268,-0.19,585.0,231628,PERFECT BEARISH,16/03/2023 12:14:21
5,6,JKCEMENT,Jk Cement Limited,532644,-0.19,2799.6,19933,PERFECT BEARISH,16/03/2023 12:14:21
18,19,CONCOR,Container Corporation Of India Limited,531344,-0.24,588.5,338002,PERFECT BEARISH,16/03/2023 12:14:21
10,11,KOTAKBANK,Kotak Mahindra Bank Limited,500247,-0.35,1660.15,1263084,PERFECT BEARISH,16/03/2023 12:14:21
4,5,POLYCAB,Polycab India Ltd,542652,-0.4,2916.6,93423,PERFECT BEARISH,16/03/2023 12:14:21
25,26,IEX,Indian Energy Exchange Ltd,540750,-0.46,150.75,3606628,PERFECT BEARISH,16/03/2023 12:14:21
9,10,ADANIENT,Adani Enterprises Limited,512599,-0.68,1826.55,3918497,PERFECT BEARISH,16/03/2023 12:14:21
0,1,PAGEIND,Page Industries Limited,532827,-0.74,37166.85,4850,PERFECT BEARISH,16/03/2023 12:14:21
29,30,BHEL,Bharat Heavy Electricals Limited,500103,-0.8,74.5,5332329,PERFECT BEARISH,16/03/2023 12:14:21
6,7,LT,Larsen & Toubro Limited,500510,-0.92,2156.65,1824584,PERFECT BEARISH,16/03/2023 12:14:21
3,4,NAVINFLUOR,Navin Fluorine International Limited,532504,-1.42,4116.6,22239,PERFECT BEARISH,16/03/2023 12:14:21
11,12,CUMMINSIND,Cummins India Limited,500480,-2.87,1648.95,359030,PERFECT BEARISH,16/03/2023 12:14:21
0,1,LT,Larsen & Toubro Limited,500510,-0.92,2156.65,1824584,Bearish Engulifing-see after 3:15 PM for Next day trade,16/03/2023 12:14:34
0,1,BERGEPAINT,Berger Paints (i) Limited,509480,1.97,602.8,916253,Chanakya Bearish Scanner - Working,16/03/2023 12:15:24
1,2,PETRONET,Petronet Lng Limited,532522,0.42,237.7,2384809,Chanakya Bearish Scanner - Working,16/03/2023 12:15:24
1,2,WIPRO,Wipro Limited,507685,-1.1,371.6,2122973,My-intraday-sell-setup-ADX,16/03/2023 12:15:36
2,3,BSOFT,Birlasoft Ltd,532400,-1.15,271.5,1195750,My-intraday-sell-setup-ADX,16/03/2023 12:15:36
0,1,HAL,Hindustan Aeronautics Ltd,541154,-2.9,2702.75,883791,My-intraday-sell-setup-ADX,16/03/2023 12:15:36
3,4,SAIL,Steel Authority Of India Limited,500113,-3.25,84.8,12362688,My-intraday-sell-setup-ADX,16/03/2023 12:15:36
2,3,IGL,Indraprastha Gas Limited,532514,1.88,429.0,666540,Highly Bearish I-day,16/03/2023 12:15:59
1,2,BHARTIARTL,Bharti Airtel Limited,532454,-0.21,755.05,3968160,Highly Bearish I-day,16/03/2023 12:15:59
3,4,COALINDIA,Coal India Limited,533278,-0.25,219.35,2312489,Highly Bearish I-day,16/03/2023 12:15:59
6,7,FSL,Firstsource Solutions Limited,532809,-0.54,111.3,1188193,Highly Bearish I-day,16/03/2023 12:15:59
5,6,ONGC,Oil & Natural Gas Corporation Limited,500312,-0.98,151.05,10237285,Highly Bearish I-day,16/03/2023 12:15:59
0,1,LTTS,L&t Technology Services Limited,540115,-1.11,3496.8,124216,Highly Bearish I-day,16/03/2023 12:15:59
4,5,PFC,Power Finance Corporation Limited,532810,-2.39,157.0,5128640,Highly Bearish I-day,16/03/2023 12:15:59
7,8,MOTHERSON,Motherson Sumi Systems Limited,517334,-9.96,69.15,394560051,Highly Bearish I-day,16/03/2023 12:15:59
0,1,DIGISPICE,DigiSpice Technologies Ltd,517214,-0.97,20.35,63576,Bearish Engulfing - Moderate,16/03/2023 12:16:17
24,25,ICICINV20,ICICI Prudential NV20 ETF,539945,-0.47,99.37,35911,Stocks near support level - bearish (Parimal Wadiwala) EOD,16/03/2023 12:16:33
39,40,PILITA,Pil Italica Lifestyle Limited,500327,-0.74,6.7,206526,Stocks near support level - bearish (Parimal Wadiwala) EOD,16/03/2023 12:16:33
5,6,SOMANYCERA,Somany Ceramics Limited,531548,-0.92,529.8,46975,Stocks near support level - bearish (Parimal Wadiwala) EOD,16/03/2023 12:16:33
