,sr,nsecode,name,bsecode,per_chg,close,volume,ScreenerName,TimeOfDay
158,159,MANAKALUCO,Manaksia Aluminium Company Limited,539045,12.98,22.2,308784,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
89,90,KOPRAN,Kopran Limited,524280,10.95,163.7,569902,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
127,128,SUVEN,Suven Life Sciences Limited,530239,8.24,66.3,1103485,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
195,196,SANWARIA,Sanwaria Agro Oils Limited,519260,7.14,0.75,500926,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
131,132,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Ltd,524396,7.06,60.65,375381,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
64,65,GRANULES,Granules India Limited,532482,3.04,337.2,2279359,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
97,98,LYKALABS,Lyka Labs Limited,500259,2.71,138.15,313918,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
120,121,NITIRAJ,Nitiraj Engineers Ltd,538407,1.94,73.75,1239,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
95,96,MANGALAM,Mangalam Drugs And Organics Limited,532637,1.46,139.1,19132,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
115,116,AXISHCETF,Axis Healthcare ETF,535382,1.42,83.84,39015,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
13,14,METROPOLIS,Metropolis Healthcare Ltd,542650,1.23,1348.15,230420,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
15,16,AJANTPHARM,Ajanta Pharma Limited,532331,1.11,1241.0,165826,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
40,41,STARHEALTH,Star Health & Allied Insurance Company Ltd,543412,0.98,579.8,155534,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
0,1,NIFTYHEALTHCARE,NIFTYHEALTHCARE,,0.84,8299.4,0,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
52,53,SOLARA,Solara Active Pharma Sciences Ltd,541540,0.83,453.0,217986,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
149,150,MGEL,Mangalam Global Enterprise Ltd,535349,0.75,33.5,23503,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
114,115,DONEAR,Donear Industries Limited,512519,0.71,84.7,259984,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
39,40,APLLTD,Alembic Pharmaceuticals Limited,533573,0.68,593.0,43074,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
83,84,WFL,Wonder Fibromats Ltd,535344,0.24,208.9,991,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
18,19,LIQUIDETF,DSP BlackRock Liquid ETF,541097,0.0,1000.01,6605,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
19,20,ICICILIQ,ICICI Prudential Liquid ETF,541946,0.0,1000.0,34050,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
16,17,EBBETF0423,Bharat Bond ETF - April 2023,542908,-0.03,1206.08,1142,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
33,34,AMRUTANJAN,Amrutanjan Health Care Limited,590006,-0.47,693.9,9157,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
123,124,AXISILVER,Axis Silver ETF,535479,-0.53,69.01,2112,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
3,4,IDBIGOLD,IDBI Gold ETF,533719,-0.55,4970.45,14,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
124,125,ICICISILVE,ICICI Prudential Silver ETF,543452,-0.55,68.84,494799,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
85,86,GUJAPOLLO,Gujarat Apollo Industries Limited,522217,-0.59,195.0,3065,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
30,31,VENUSPIPES,Venus Pipes & Tubes Ltd,543528,-0.6,731.1,65796,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
125,126,SILVERBEES,Nippon India Silver ETF,535432,-0.63,66.5,270100,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
34,35,LICI,Life Insurance Corporation of India,543526,-0.65,677.2,1491874,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
165,166,RAMANEWS,Shree Rama Newsprint Limited,500356,-0.66,14.95,13445,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
27,28,HATSUN,Hatsun Agro Product Limited,531531,-0.68,894.1,6535,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
150,151,LASA,Lasa Supergenerics Ltd,540702,-0.75,33.25,70791,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
138,139,SETFGOLD,SBI Gold ETS,590098,-0.77,47.84,60834,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
132,133,KESORAMIND,Kesoram Industries Limited,502937,-0.78,57.2,629739,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
142,143,QGOLDHALF,Quantum Gold Fund ETF,590099,-0.84,46.26,4147,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
116,117,TRACXN,TRACXN,,-1.01,83.55,382579,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
140,141,AXISGOLD,Axis Gold ETF,533570,-1.04,46.46,24263,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
141,142,GOLDSHARE,UTI - Gold Exchange Traded Fund,590101,-1.07,46.4,45955,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
24,25,SUNDRMFAST,Sundram Fasteners Limited,500403,-1.09,931.6,8808,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
134,135,INDORAMA,Indo Rama Synthetics (india) Limited,500207,-1.14,56.45,19741,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
159,160,SHANTI,Shanti Overseas (India) Ltd,538443,-1.16,21.25,10535,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
80,81,MHLXMIRU,Mahalaxmi Rubtech Ltd,514450,-1.2,226.0,17793,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
90,91,GOYALALUM,Goyal Aluminiums Ltd,541152,-1.24,163.0,25809,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
9,10,RATNAMANI,Ratnamani Metals & Tubes Limited,520111,-1.26,1911.1,2981,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
130,131,ARTNIRMAN,Art Nirman Ltd,538384,-1.44,61.5,1154,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
44,45,CIGNITITEC,Cigniti Technologies Limited,534758,-1.51,529.45,11014,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
118,119,CESC,Cesc Limited,500084,-1.57,75.2,469954,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
23,24,MAITHANALL,Maithan Alloys Limited,590078,-1.65,933.9,7010,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
129,130,NFL,National Fertilizers Limited,523630,-1.7,63.75,6333403,MACD Bearish or Bullish crossover,23/12/2022 10:43:40
