,sr,nsecode,name,bsecode,per_chg,close,volume,ScreenerName,TimeOfDay
0,6,TRENT,Trent Limited,500251.0,1.03,1337.8,626503,PERFECT BEARISH,15/03/2023 09:00:36
1,3,CUMMINSIND,Cummins India Limited,500480.0,0.88,1682.85,895074,PERFECT BEARISH,15/03/2023 09:00:36
2,4,TORNTPHARM,Torrent Pharmaceuticals Limited,500420.0,0.79,1520.6,146943,PERFECT BEARISH,15/03/2023 09:00:36
3,13,NATIONALUM,National Aluminium Company Limited,532234.0,0.12,82.25,14644648,PERFECT BEARISH,15/03/2023 09:00:36
4,5,COLPAL,Colgate Palmolive (india) Limited,500830.0,-0.11,1500.45,225291,PERFECT BEARISH,15/03/2023 09:00:36
5,12,TATASTEEL,Tata Steel Limited,500470.0,-0.37,106.4,48584984,PERFECT BEARISH,15/03/2023 09:00:36
6,2,HINDUNILVR,Hindustan Unilever Limited,500696.0,-0.52,2442.45,1250763,PERFECT BEARISH,15/03/2023 09:00:36
7,10,JSWSTEEL,Jsw Steel Limited,500228.0,-0.53,672.05,1555671,PERFECT BEARISH,15/03/2023 09:00:36
8,8,ICICIGI,ICICI Lombard General Insurance Company Ltd,540716.0,-0.84,1072.0,540425,PERFECT BEARISH,15/03/2023 09:00:36
9,9,MGL,Mahanagar Gas Limited,539957.0,-0.88,981.6,761322,PERFECT BEARISH,15/03/2023 09:00:36
10,1,DIXON,Dixon Technologies,540699.0,-1.13,2853.0,221530,PERFECT BEARISH,15/03/2023 09:00:36
11,11,ONGC,Oil & Natural Gas Corporation Limited,500312.0,-1.6,153.3,7177342,PERFECT BEARISH,15/03/2023 09:00:36
12,7,TECHM,Tech Mahindra Limited,532755.0,-1.63,1115.3,4325522,PERFECT BEARISH,15/03/2023 09:00:36
13,1,MGL,Mahanagar Gas Limited,539957.0,-0.88,981.6,761322,Bearish Engulifing-see after 3:15 PM for Next day trade,15/03/2023 09:01:00
14,2,BALRAMCHIN,Balrampur Chini Mills Limited,500038.0,-2.57,390.8,1735241,Bearish Engulifing-see after 3:15 PM for Next day trade,15/03/2023 09:01:00
15,3,GNFC,Gujarat Narmada Valley Fertilizers And Chemicals Limited,500670.0,0.46,533.4,682083,Intraday Sell,15/03/2023 09:01:49
16,1,SHRIRAMFIN,Shriram Finance Ltd,511218.0,-1.51,1239.0,628358,Intraday Sell,15/03/2023 09:01:49
17,2,IPCALAB,Ipca Laboratories Limited,524494.0,-1.59,781.65,363548,Intraday Sell,15/03/2023 09:01:49
