,sr,nsecode,name,bsecode,per_chg,close,volume,ScreenerName,TimeOfDay
0,1,NESTLEIND,Nestle India Limited,500790.0,-0.39,18463.8,6357,SELL OPEN=HIGH,10/03/2023 11:09:50
1,15,BERGEPAINT,Berger Paints (i) Limited,509480.0,-0.73,585.8,177149,SELL OPEN=HIGH,10/03/2023 11:09:50
2,37,IDEA,Idea Cellular Limited,532822.0,-0.73,6.8,19643539,SELL OPEN=HIGH,10/03/2023 11:09:50
3,5,ASIANPAINT,Asian Paints Limited,500820.0,-0.87,2828.75,211411,SELL OPEN=HIGH,10/03/2023 11:09:50
4,11,IPCALAB,Ipca Laboratories Limited,524494.0,-0.89,793.0,28113,SELL OPEN=HIGH,10/03/2023 11:09:50
5,35,NATIONALUM,National Aluminium Company Limited,532234.0,-0.91,81.75,3388388,SELL OPEN=HIGH,10/03/2023 11:09:50
6,7,DALBHARAT,Dalmia Bharat Limited,533309.0,-1.11,1803.95,67685,SELL OPEN=HIGH,10/03/2023 11:09:50
7,33,MANAPPURAM,Manappuram Finance Limited,531213.0,-1.12,115.15,1966500,SELL OPEN=HIGH,10/03/2023 11:09:50
8,13,IRCTC,Indian Railway Catering & Tourism Corporation Ltd,542830.0,-1.13,608.1,345005,SELL OPEN=HIGH,10/03/2023 11:09:50
9,26,BIOCON,Biocon Limited,532523.0,-1.14,221.3,1829521,SELL OPEN=HIGH,10/03/2023 11:09:50
10,24,CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,500085.0,-1.14,286.9,180672,SELL OPEN=HIGH,10/03/2023 11:09:50
11,17,JUBLFOOD,Jubilant Foodworks Limited,533155.0,-1.15,455.3,839070,SELL OPEN=HIGH,10/03/2023 11:09:50
12,14,CONCOR,Container Corporation Of India Limited,531344.0,-1.19,587.75,230012,SELL OPEN=HIGH,10/03/2023 11:09:50
13,31,CUB,City Union Bank Limited,532210.0,-1.21,138.55,1422544,SELL OPEN=HIGH,10/03/2023 11:09:50
14,10,TATACOMM,Tata Communications Limited,500483.0,-1.24,1200.0,54164,SELL OPEN=HIGH,10/03/2023 11:09:50
15,19,SUNTV,Sun Tv Network Limited,532733.0,-1.34,436.0,106780,SELL OPEN=HIGH,10/03/2023 11:09:50
16,22,APOLLOTYRE,Apollo Tyres Limited,500877.0,-1.42,309.75,1123640,SELL OPEN=HIGH,10/03/2023 11:09:50
17,9,PVR,Pvr Limited,532689.0,-1.45,1519.1,78569,SELL OPEN=HIGH,10/03/2023 11:09:50
18,21,INDHOTEL,The Indian Hotels Company Limited,500850.0,-1.49,317.0,898538,SELL OPEN=HIGH,10/03/2023 11:09:50
19,8,CUMMINSIND,Cummins India Limited,500480.0,-1.53,1659.35,192255,SELL OPEN=HIGH,10/03/2023 11:09:50
20,18,IGL,Indraprastha Gas Limited,532514.0,-1.71,438.9,526250,SELL OPEN=HIGH,10/03/2023 11:09:50
21,16,CANFINHOME,Can Fin Homes Limited,511196.0,-1.87,557.85,216992,SELL OPEN=HIGH,10/03/2023 11:09:50
22,29,BANKBARODA,Bank Of Baroda,532134.0,-1.95,168.2,7918349,SELL OPEN=HIGH,10/03/2023 11:09:50
23,36,PNB,Punjab National Bank,532461.0,-1.96,49.9,18823675,SELL OPEN=HIGH,10/03/2023 11:09:50
24,3,LTIM,LTI Mindtree Ltd,540005.0,-2.01,4642.75,105762,SELL OPEN=HIGH,10/03/2023 11:09:50
25,6,LALPATHLAB,Dr. Lal Path Labs Ltd.,539524.0,-2.06,1842.45,71474,SELL OPEN=HIGH,10/03/2023 11:09:50
26,28,INDIACEM,The India Cements Limited,530005.0,-2.07,196.5,554566,SELL OPEN=HIGH,10/03/2023 11:09:50
27,23,LAURUSLABS,Laurus Labs Limited,540222.0,-2.18,307.4,527424,SELL OPEN=HIGH,10/03/2023 11:09:50
28,12,PEL,Piramal Enterprises Limited,500302.0,-2.21,751.8,1065964,SELL OPEN=HIGH,10/03/2023 11:09:50
29,4,APOLLOHOSP,Apollo Hospitals Enterprise Limited,508869.0,-2.4,4312.0,125463,SELL OPEN=HIGH,10/03/2023 11:09:50
30,34,FSL,Firstsource Solutions Limited,532809.0,-2.45,113.3,1600526,SELL OPEN=HIGH,10/03/2023 11:09:50
31,32,RECLTD,Rural Electrification Corporation Limited,532955.0,-2.54,122.85,6359632,SELL OPEN=HIGH,10/03/2023 11:09:50
32,27,DELTACORP,Delta Corp Limited,532848.0,-2.73,197.7,997861,SELL OPEN=HIGH,10/03/2023 11:09:50
33,25,M&MFIN,Mahindra & Mahindra Financial Services Limited,532720.0,-3.09,243.1,1021535,SELL OPEN=HIGH,10/03/2023 11:09:50
34,30,RBLBANK,Rbl Bank Limited,540065.0,-3.16,154.6,3513991,SELL OPEN=HIGH,10/03/2023 11:09:50
35,20,INTELLECT,Intellect Design Arena Limited,538835.0,-3.29,431.1,184673,SELL OPEN=HIGH,10/03/2023 11:09:50
36,2,INDIAMART,Indiamart Intermesh Ltd,542726.0,-3.7,4757.55,67732,SELL OPEN=HIGH,10/03/2023 11:09:50
37,4,DEEPAKNTR,Deepak Nitrite Limited,506401.0,-0.32,1803.25,115214,My Intraday sell setup,10/03/2023 11:10:09
38,12,HINDALCO,Hindalco Industries Limited,500440.0,-0.49,406.85,2440915,My Intraday sell setup,10/03/2023 11:10:09
39,7,BHARATFORG,Bharat Forge Limited,500493.0,-0.88,817.9,284255,My Intraday sell setup,10/03/2023 11:10:09
40,15,VEDL,Vedanta Limited,500295.0,-0.91,282.9,2760640,My Intraday sell setup,10/03/2023 11:10:09
41,17,ABFRL,Aditya Birla Fashion And Retail Limited,535755.0,-0.96,232.8,651741,My Intraday sell setup,10/03/2023 11:10:09
42,3,DALBHARAT,Dalmia Bharat Limited,533309.0,-1.13,1803.5,68493,My Intraday sell setup,10/03/2023 11:10:09
43,9,HDFCLIFE,HDFC Life Insurance Company Ltd,540777.0,-1.13,485.7,937732,My Intraday sell setup,10/03/2023 11:10:09
44,16,BSOFT,Birlasoft Ltd,532400.0,-1.16,278.05,518113,My Intraday sell setup,10/03/2023 11:10:09
45,6,TATACOMM,Tata Communications Limited,500483.0,-1.24,1200.05,54211,My Intraday sell setup,10/03/2023 11:10:09
46,13,ICICIPRULI,Icici Prudential Life Insurance Company Limited,540133.0,-1.27,392.55,363263,My Intraday sell setup,10/03/2023 11:10:09
47,10,AUROPHARMA,Aurobindo Pharma Limited,524804.0,-1.42,451.0,456869,My Intraday sell setup,10/03/2023 11:10:09
48,14,INDHOTEL,The Indian Hotels Company Limited,500850.0,-1.57,316.75,905696,My Intraday sell setup,10/03/2023 11:10:09
49,19,FEDERALBNK,The Federal Bank  Limited,500469.0,-1.71,131.9,2331866,My Intraday sell setup,10/03/2023 11:10:09
50,8,SBIN,State Bank Of India,500112.0,-1.83,548.65,4763145,My Intraday sell setup,10/03/2023 11:10:09
51,1,NAUKRI,Info Edge (india) Limited,532777.0,-1.94,3443.55,83731,My Intraday sell setup,10/03/2023 11:10:09
52,2,LALPATHLAB,Dr. Lal Path Labs Ltd.,539524.0,-2.0,1843.45,71804,My Intraday sell setup,10/03/2023 11:10:09
53,5,METROPOLIS,Metropolis Healthcare Ltd,542650.0,-2.02,1249.45,30829,My Intraday sell setup,10/03/2023 11:10:09
54,11,INTELLECT,Intellect Design Arena Limited,538835.0,-3.14,431.75,185789,My Intraday sell setup,10/03/2023 11:10:09
55,18,RBLBANK,Rbl Bank Limited,540065.0,-3.16,154.6,3514966,My Intraday sell setup,10/03/2023 11:10:09
56,4,HINDALCO,Hindalco Industries Limited,500440.0,-0.49,406.85,2440915,FULLY BEARISH WITH SELLING SEEN IN LAST 15MIN,10/03/2023 11:10:35
57,7,ZEEL,Zee Entertainment Enterprises Limited,505537.0,-0.49,192.85,1262982,FULLY BEARISH WITH SELLING SEEN IN LAST 15MIN,10/03/2023 11:10:35
58,9,NMDC,Nmdc Limited,526371.0,-0.61,113.45,1858838,FULLY BEARISH WITH SELLING SEEN IN LAST 15MIN,10/03/2023 11:10:35
59,8,ASHOKLEY,Ashok Leyland Limited,500477.0,-0.62,143.95,1895471,FULLY BEARISH WITH SELLING SEEN IN LAST 15MIN,10/03/2023 11:10:35
60,6,DLF,Dlf Limited,532868.0,-0.91,353.85,927429,FULLY BEARISH WITH SELLING SEEN IN LAST 15MIN,10/03/2023 11:10:35
61,3,HDFCLIFE,HDFC Life Insurance Company Ltd,540777.0,-1.13,485.7,937732,FULLY BEARISH WITH SELLING SEEN IN LAST 15MIN,10/03/2023 11:10:35
62,5,AMBUJACEM,Ambuja Cements Limited,500425.0,-1.42,379.25,4540930,FULLY BEARISH WITH SELLING SEEN IN LAST 15MIN,10/03/2023 11:10:35
63,1,JINDALSTEL,Jindal Steel & Power Limited,532286.0,-1.73,567.95,757228,FULLY BEARISH WITH SELLING SEEN IN LAST 15MIN,10/03/2023 11:10:35
64,2,GNFC,Gujarat Narmada Valley Fertilizers And Chemicals Limited,500670.0,-2.15,546.4,506479,FULLY BEARISH WITH SELLING SEEN IN LAST 15MIN,10/03/2023 11:10:35
65,4,IEX,Indian Energy Exchange Ltd,540750.0,0.27,148.55,2313228,Mohan'S sure sell candidate -- MACD CROSS,10/03/2023 11:16:19
66,1,PIIND,Pi Industries Limited,523642.0,-1.07,3065.0,50754,Mohan'S sure sell candidate -- MACD CROSS,10/03/2023 11:16:19
67,2,MUTHOOTFIN,Muthoot Finance Limited,533398.0,-1.32,931.35,231410,Mohan'S sure sell candidate -- MACD CROSS,10/03/2023 11:16:19
68,3,CANFINHOME,Can Fin Homes Limited,511196.0,-1.72,558.7,225305,Mohan'S sure sell candidate -- MACD CROSS,10/03/2023 11:16:19
69,70,VISESHINFO,Visesh Infotecnics Limited,532411.0,0.0,0.45,2794602,Day Short Trade,10/03/2023 11:17:19
70,65,VIVIDHA,Visagar Polytex Limited,506146.0,0.0,0.95,234617,Day Short Trade,10/03/2023 11:17:19
71,62,SETUINFRA,Setubandhan Infrastructure Ltd,533605.0,0.0,1.1,4812,Day Short Trade,10/03/2023 11:17:19
72,61,SABTN,Sri Adhikari Brothers Television Network Limited,530943.0,0.0,1.6,3,Day Short Trade,10/03/2023 11:17:19
73,60,RCOM,Reliance Communications Limited,532712.0,0.0,1.65,614572,Day Short Trade,10/03/2023 11:17:19
74,56,SAMBHAAV,Sambhaav Media Limited,511630.0,0.0,2.9,202,Day Short Trade,10/03/2023 11:17:19
75,30,SINTERCOM,Sintercom India Ltd,535047.0,0.0,100.0,2720,Day Short Trade,10/03/2023 11:17:19
76,31,ZODIAC,Zodiac Energy Ltd,535032.0,-0.55,98.9,12493,Day Short Trade,10/03/2023 11:17:19
77,17,ZOTA,Zota Health Care Ltd,538426.0,-0.72,289.0,3235,Day Short Trade,10/03/2023 11:17:19
78,16,ASALCBR,Associated Alcohols & Breweries Ltd,507526.0,-0.8,359.05,3639,Day Short Trade,10/03/2023 11:17:19
79,23,AHL,Abans Holdings Ltd,543712.0,-0.87,215.5,9372,Day Short Trade,10/03/2023 11:17:19
80,53,GTL,Gtl Limited,500160.0,-0.89,5.55,140042,Day Short Trade,10/03/2023 11:17:19
81,37,ICICICOMMO,ICICICOMMO,,-0.92,55.17,575,Day Short Trade,10/03/2023 11:17:19
82,8,SHRIPISTON,Shriram Pistons & Rings Limited,,-1.0,1049.15,475,Day Short Trade,10/03/2023 11:17:19
83,39,TEXMOPIPES,Texmo Pipes And Products Limited,533164.0,-1.09,49.95,11974,Day Short Trade,10/03/2023 11:17:19
84,11,SHIVALIK,Shivalik Rasayan Ltd,539148.0,-1.17,649.0,2554,Day Short Trade,10/03/2023 11:17:19
85,48,JHS,Jhs Svendgaard Laboratories Limited,532771.0,-1.18,16.75,45974,Day Short Trade,10/03/2023 11:17:19
86,29,GANGESSECU,Ganges Securities Ltd,540647.0,-1.19,100.0,4924,Day Short Trade,10/03/2023 11:17:19
87,36,GFLLIMITED,GFL Ltd,500173.0,-1.24,59.5,8117,Day Short Trade,10/03/2023 11:17:19
88,55,SUVIDHAA,Suvidhaa Infoserve Ltd,543281.0,-1.27,3.9,35028,Day Short Trade,10/03/2023 11:17:19
89,7,SFL,Sheela Foam Limited,540203.0,-1.42,1138.0,2220,Day Short Trade,10/03/2023 11:17:19
90,12,LICNETFSEN,LIC Nomura MF ETF - SENSEX,539487.0,-1.51,642.0,283,Day Short Trade,10/03/2023 11:17:19
91,50,SURANAT&P,Surana Telecom And Power Limited,517530.0,-1.53,9.65,49920,Day Short Trade,10/03/2023 11:17:19
92,25,LICNFNHGP,LIC Nomura MF ETF - Nifty 100,539784.0,-1.53,183.9,54,Day Short Trade,10/03/2023 11:17:19
93,32,ESTER,Ester Industries Limited,500136.0,-1.57,97.0,35161,Day Short Trade,10/03/2023 11:17:19
94,43,ELECTCAST,Electrosteel Castings Limited,500128.0,-1.58,34.2,212414,Day Short Trade,10/03/2023 11:17:19
95,9,CGCL,Capri Global Capital Limited,531595.0,-1.59,661.55,39801,Day Short Trade,10/03/2023 11:17:19
96,38,DOLATALGO,Dolat Algotech Ltd,505526.0,-1.66,50.5,29837,Day Short Trade,10/03/2023 11:17:19
97,28,FEDERALBNK,The Federal Bank  Limited,500469.0,-1.68,131.95,2444033,Day Short Trade,10/03/2023 11:17:19
98,4,METROPOLIS,Metropolis Healthcare Ltd,542650.0,-1.8,1252.2,33947,Day Short Trade,10/03/2023 11:17:19
99,3,NEULANDLAB,Neuland Laboratories Limited,524558.0,-1.83,1704.7,16676,Day Short Trade,10/03/2023 11:17:19
100,2,HESTERBIO,Hester Biosciences Limited,524669.0,-1.84,1705.0,4024,Day Short Trade,10/03/2023 11:17:19
101,5,SAPPHIRE,Sapphire Foods India Ltd,543397.0,-1.92,1208.1,87372,Day Short Trade,10/03/2023 11:17:19
102,33,BAFNAPH,Bafna Pharmaceuticals Ltd,532989.0,-1.96,90.0,246,Day Short Trade,10/03/2023 11:17:19
103,34,RAJRILTD,Raj Rayon Industries Ltd,530699.0,-1.97,84.55,4092,Day Short Trade,10/03/2023 11:17:19
104,24,SELMC,SEL Manufacturing Company Ltd,532886.0,-2.0,203.45,154,Day Short Trade,10/03/2023 11:17:19
105,54,FMNL,Future Market Networks Limited,533296.0,-2.04,4.8,8103,Day Short Trade,10/03/2023 11:17:19
106,10,MFSL,Max Financial Services Limited,500271.0,-2.07,661.0,180273,Day Short Trade,10/03/2023 11:17:19
107,59,FCSSOFT,Fcs Software Solutions Limited,532666.0,-2.13,2.3,919017,Day Short Trade,10/03/2023 11:17:19
108,41,THOMASCOTT,Thomas Scott (india) Limited,533941.0,-2.2,40.0,312,Day Short Trade,10/03/2023 11:17:19
109,19,ZENSARTECH,Zensar Technologies Limited,504067.0,-2.26,276.55,531582,Day Short Trade,10/03/2023 11:17:19
110,15,UFLEX,Uflex Limited,500148.0,-2.31,381.0,92735,Day Short Trade,10/03/2023 11:17:19
