Exchange,Token,LotSize,GNGD,Symbol,TradingSymbol,Expiry,Instrument,OptionType,StrikePrice,TickSize,
MCX,425758,100,0.1,GOLDM,GOLDM24JAN24P57600,24-JAN-2024,OPTFUT,PE,57600,0.5,
MCX,425759,100,0.1,GOLDM,GOLDM24JAN24P60200,24-JAN-2024,OPTFUT,PE,60200,0.5,
MCX,425760,100,0.1,GOLDM,GOLDM24JAN24P60300,24-JAN-2024,OPTFUT,PE,60300,0.5,
MCX,425761,100,0.1,GOLDM,GOLDM24JAN24P60400,24-JAN-2024,OPTFUT,PE,60400,0.5,
MCX,425762,100,0.1,GOLDM,GOLDM24JAN24P60500,24-JAN-2024,OPTFUT,PE,60500,0.5,
MCX,425763,100,0.1,GOLDM,GOLDM24JAN24P60600,24-JAN-2024,OPTFUT,PE,60600,0.5,
MCX,425764,100,0.1,GOLDM,GOLDM24JAN24P60700,24-JAN-2024,OPTFUT,PE,60700,0.5,
MCX,425765,100,0.1,GOLDM,GOLDM24JAN24P60800,24-JAN-2024,OPTFUT,PE,60800,0.5,
MCX,425766,100,0.1,GOLDM,GOLDM24JAN24P60900,24-JAN-2024,OPTFUT,PE,60900,0.5,
MCX,425767,100,0.1,GOLDM,GOLDM24JAN24P61000,24-JAN-2024,OPTFUT,PE,61000,0.5,
MCX,425768,100,0.1,GOLDM,GOLDM24JAN24P61100,24-JAN-2024,OPTFUT,PE,61100,0.5,
MCX,425769,100,0.1,GOLDM,GOLDM24JAN24P61200,24-JAN-2024,OPTFUT,PE,61200,0.5,
MCX,425770,100,0.1,GOLDM,GOLDM24JAN24P61300,24-JAN-2024,OPTFUT,PE,61300,0.5,
MCX,425771,100,0.1,GOLDM,GOLDM24JAN24P61400,24-JAN-2024,OPTFUT,PE,61400,0.5,
MCX,425772,100,0.1,GOLDM,GOLDM24JAN24P61500,24-JAN-2024,OPTFUT,PE,61500,0.5,
MCX,425773,100,0.1,GOLDM,GOLDM24JAN24P61600,24-JAN-2024,OPTFUT,PE,61600,0.5,
MCX,425774,100,0.1,GOLDM,GOLDM24JAN24P61700,24-JAN-2024,OPTFUT,PE,61700,0.5,
MCX,425775,100,0.1,GOLDM,GOLDM24JAN24P61800,24-JAN-2024,OPTFUT,PE,61800,0.5,
MCX,425776,100,0.1,GOLDM,GOLDM24JAN24P61900,24-JAN-2024,OPTFUT,PE,61900,0.5,
MCX,425777,100,0.1,GOLDM,GOLDM24JAN24P62000,24-JAN-2024,OPTFUT,PE,62000,0.5,
MCX,425778,100,0.1,GOLDM,GOLDM24JAN24P62100,24-JAN-2024,OPTFUT,PE,62100,0.5,
MCX,425779,100,0.1,GOLDM,GOLDM24JAN24P62200,24-JAN-2024,OPTFUT,PE,62200,0.5,
MCX,425780,100,0.1,GOLDM,GOLDM24JAN24P62300,24-JAN-2024,OPTFUT,PE,62300,0.5,
MCX,425781,100,0.1,GOLDM,GOLDM24JAN24P62400,24-JAN-2024,OPTFUT,PE,62400,0.5,
MCX,425782,100,0.1,GOLDM,GOLDM24JAN24P62500,24-JAN-2024,OPTFUT,PE,62500,0.5,
MCX,425783,100,0.1,GOLDM,GOLDM24JAN24P62600,24-JAN-2024,OPTFUT,PE,62600,0.5,
MCX,425785,100,0.1,GOLDM,GOLDM24JAN24C62700,24-JAN-2024,OPTFUT,CE,62700,0.5,
MCX,425786,100,0.1,GOLDM,GOLDM24JAN24C62800,24-JAN-2024,OPTFUT,CE,62800,0.5,
MCX,425787,100,0.1,GOLDM,GOLDM24JAN24P62700,24-JAN-2024,OPTFUT,PE,62700,0.5,
MCX,425788,100,0.1,GOLDM,GOLDM24JAN24P62800,24-JAN-2024,OPTFUT,PE,62800,0.5,
MCX,425791,100,0.1,GOLDM,GOLDM24JAN24C62900,24-JAN-2024,OPTFUT,CE,62900,0.5,
MCX,425792,100,0.1,GOLDM,GOLDM24JAN24C63000,24-JAN-2024,OPTFUT,CE,63000,0.5,
MCX,425793,100,0.1,GOLDM,GOLDM24JAN24P62900,24-JAN-2024,OPTFUT,PE,62900,0.5,
MCX,425794,100,0.1,GOLDM,GOLDM24JAN24P63000,24-JAN-2024,OPTFUT,PE,63000,0.5,
MCX,425800,100,0.1,GOLDM,GOLDM24JAN24C63100,24-JAN-2024,OPTFUT,CE,63100,0.5,
MCX,425801,100,0.1,GOLDM,GOLDM24JAN24P63100,24-JAN-2024,OPTFUT,PE,63100,0.5,
MCX,425828,100,0.1,GOLDM,GOLDM24JAN24C63200,24-JAN-2024,OPTFUT,CE,63200,0.5,
MCX,425829,100,0.1,GOLDM,GOLDM24JAN24C63300,24-JAN-2024,OPTFUT,CE,63300,0.5,
MCX,425830,100,0.1,GOLDM,GOLDM24JAN24C63400,24-JAN-2024,OPTFUT,CE,63400,0.5,
MCX,425831,100,0.1,GOLDM,GOLDM24JAN24C63500,24-JAN-2024,OPTFUT,CE,63500,0.5,
MCX,425832,100,0.1,GOLDM,GOLDM24JAN24C63600,24-JAN-2024,OPTFUT,CE,63600,0.5,
MCX,425833,100,0.1,GOLDM,GOLDM24JAN24P63200,24-JAN-2024,OPTFUT,PE,63200,0.5,
MCX,425834,100,0.1,GOLDM,GOLDM24JAN24P63300,24-JAN-2024,OPTFUT,PE,63300,0.5,
MCX,425835,100,0.1,GOLDM,GOLDM24JAN24P63400,24-JAN-2024,OPTFUT,PE,63400,0.5,
MCX,425836,100,0.1,GOLDM,GOLDM24JAN24P63500,24-JAN-2024,OPTFUT,PE,63500,0.5,
MCX,425837,100,0.1,GOLDM,GOLDM24JAN24P63600,24-JAN-2024,OPTFUT,PE,63600,0.5,
MCX,425976,100,0.1,GOLDM,GOLDM24JAN24C63700,24-JAN-2024,OPTFUT,CE,63700,0.5,
MCX,425977,100,0.1,GOLDM,GOLDM24JAN24C63800,24-JAN-2024,OPTFUT,CE,63800,0.5,
MCX,425978,100,0.1,GOLDM,GOLDM24JAN24C63900,24-JAN-2024,OPTFUT,CE,63900,0.5,
MCX,425979,100,0.1,GOLDM,GOLDM24JAN24C64000,24-JAN-2024,OPTFUT,CE,64000,0.5,
MCX,425980,100,0.1,GOLDM,GOLDM24JAN24C64100,24-JAN-2024,OPTFUT,CE,64100,0.5,
MCX,425981,100,0.1,GOLDM,GOLDM24JAN24P63700,24-JAN-2024,OPTFUT,PE,63700,0.5,
MCX,425982,100,0.1,GOLDM,GOLDM24JAN24P63800,24-JAN-2024,OPTFUT,PE,63800,0.5,
MCX,425983,100,0.1,GOLDM,GOLDM24JAN24P63900,24-JAN-2024,OPTFUT,PE,63900,0.5,
MCX,425984,100,0.1,GOLDM,GOLDM24JAN24P64000,24-JAN-2024,OPTFUT,PE,64000,0.5,
MCX,425985,100,0.1,GOLDM,GOLDM24JAN24P64100,24-JAN-2024,OPTFUT,PE,64100,0.5,
MCX,426013,100,0.1,GOLDM,GOLDM24JAN24C64200,24-JAN-2024,OPTFUT,CE,64200,0.5,
MCX,426014,100,0.1,GOLDM,GOLDM24JAN24C64300,24-JAN-2024,OPTFUT,CE,64300,0.5,
MCX,426015,100,0.1,GOLDM,GOLDM24JAN24C64400,24-JAN-2024,OPTFUT,CE,64400,0.5,
MCX,426019,100,0.1,GOLDM,GOLDM24JAN24P64200,24-JAN-2024,OPTFUT,PE,64200,0.5,
MCX,426020,100,0.1,GOLDM,GOLDM24JAN24P64300,24-JAN-2024,OPTFUT,PE,64300,0.5,
MCX,426021,100,0.1,GOLDM,GOLDM24JAN24P64400,24-JAN-2024,OPTFUT,PE,64400,0.5,
MCX,426108,100,0.1,GOLDM,GOLDM24JAN24C64500,24-JAN-2024,OPTFUT,CE,64500,0.5,
MCX,426109,100,0.1,GOLDM,GOLDM24JAN24C64600,24-JAN-2024,OPTFUT,CE,64600,0.5,
MCX,426110,100,0.1,GOLDM,GOLDM24JAN24C64700,24-JAN-2024,OPTFUT,CE,64700,0.5,
MCX,426111,100,0.1,GOLDM,GOLDM24JAN24C64800,24-JAN-2024,OPTFUT,CE,64800,0.5,
MCX,426112,100,0.1,GOLDM,GOLDM24JAN24C64900,24-JAN-2024,OPTFUT,CE,64900,0.5,
MCX,426113,100,0.1,GOLDM,GOLDM24JAN24C65000,24-JAN-2024,OPTFUT,CE,65000,0.5,
MCX,426114,100,0.1,GOLDM,GOLDM24JAN24C65100,24-JAN-2024,OPTFUT,CE,65100,0.5,
MCX,426115,100,0.1,GOLDM,GOLDM24JAN24C65200,24-JAN-2024,OPTFUT,CE,65200,0.5,
MCX,426124,100,0.1,GOLDM,GOLDM24JAN24P64500,24-JAN-2024,OPTFUT,PE,64500,0.5,
MCX,426125,100,0.1,GOLDM,GOLDM24JAN24P64600,24-JAN-2024,OPTFUT,PE,64600,0.5,
MCX,426126,100,0.1,GOLDM,GOLDM24JAN24P64700,24-JAN-2024,OPTFUT,PE,64700,0.5,
MCX,426127,100,0.1,GOLDM,GOLDM24JAN24P64800,24-JAN-2024,OPTFUT,PE,64800,0.5,
MCX,426128,100,0.1,GOLDM,GOLDM24JAN24P64900,24-JAN-2024,OPTFUT,PE,64900,0.5,
MCX,426129,100,0.1,GOLDM,GOLDM24JAN24P65000,24-JAN-2024,OPTFUT,PE,65000,0.5,
MCX,426130,100,0.1,GOLDM,GOLDM24JAN24P65100,24-JAN-2024,OPTFUT,PE,65100,0.5,
MCX,426131,100,0.1,GOLDM,GOLDM24JAN24P65200,24-JAN-2024,OPTFUT,PE,65200,0.5,
MCX,426134,100,0.1,GOLDM,GOLDM24JAN24C65300,24-JAN-2024,OPTFUT,CE,65300,0.5,
MCX,426135,100,0.1,GOLDM,GOLDM24JAN24P65300,24-JAN-2024,OPTFUT,PE,65300,0.5,
MCX,426164,100,0.1,GOLDM,GOLDM24JAN24C65400,24-JAN-2024,OPTFUT,CE,65400,0.5,
MCX,426165,100,0.1,GOLDM,GOLDM24JAN24C65500,24-JAN-2024,OPTFUT,CE,65500,0.5,
MCX,426166,100,0.1,GOLDM,GOLDM24JAN24C65600,24-JAN-2024,OPTFUT,CE,65600,0.5,
MCX,426167,100,0.1,GOLDM,GOLDM24JAN24C65700,24-JAN-2024,OPTFUT,CE,65700,0.5,
MCX,426168,100,0.1,GOLDM,GOLDM24JAN24C65800,24-JAN-2024,OPTFUT,CE,65800,0.5,
MCX,426175,100,0.1,GOLDM,GOLDM24JAN24P65400,24-JAN-2024,OPTFUT,PE,65400,0.5,
MCX,426176,100,0.1,GOLDM,GOLDM24JAN24P65500,24-JAN-2024,OPTFUT,PE,65500,0.5,
MCX,426177,100,0.1,GOLDM,GOLDM24JAN24P65600,24-JAN-2024,OPTFUT,PE,65600,0.5,
MCX,426178,100,0.1,GOLDM,GOLDM24JAN24P65700,24-JAN-2024,OPTFUT,PE,65700,0.5,
MCX,426179,100,0.1,GOLDM,GOLDM24JAN24P65800,24-JAN-2024,OPTFUT,PE,65800,0.5,
MCX,426330,100,0.1,GOLDM,GOLDM23FEB24C62700,23-FEB-2024,OPTFUT,CE,62700,0.5,
MCX,426331,100,0.1,GOLDM,GOLDM23FEB24P62700,23-FEB-2024,OPTFUT,PE,62700,0.5,
MCX,426367,100,0.1,GOLDM,GOLDM23FEB24C62600,23-FEB-2024,OPTFUT,CE,62600,0.5,
MCX,426368,100,0.1,GOLDM,GOLDM23FEB24C62500,23-FEB-2024,OPTFUT,CE,62500,0.5,
MCX,426369,100,0.1,GOLDM,GOLDM23FEB24C62400,23-FEB-2024,OPTFUT,CE,62400,0.5,
MCX,426370,100,0.1,GOLDM,GOLDM23FEB24C62300,23-FEB-2024,OPTFUT,CE,62300,0.5,
MCX,426371,100,0.1,GOLDM,GOLDM23FEB24C62200,23-FEB-2024,OPTFUT,CE,62200,0.5,
MCX,426372,100,0.1,GOLDM,GOLDM23FEB24C62100,23-FEB-2024,OPTFUT,CE,62100,0.5,
MCX,426373,100,0.1,GOLDM,GOLDM23FEB24C62000,23-FEB-2024,OPTFUT,CE,62000,0.5,
MCX,426374,100,0.1,GOLDM,GOLDM23FEB24C61900,23-FEB-2024,OPTFUT,CE,61900,0.5,
MCX,426375,100,0.1,GOLDM,GOLDM23FEB24C61800,23-FEB-2024,OPTFUT,CE,61800,0.5,
MCX,426376,100,0.1,GOLDM,GOLDM23FEB24C61700,23-FEB-2024,OPTFUT,CE,61700,0.5,
MCX,426377,100,0.1,GOLDM,GOLDM23FEB24C61600,23-FEB-2024,OPTFUT,CE,61600,0.5,
MCX,426378,100,0.1,GOLDM,GOLDM23FEB24C61500,23-FEB-2024,OPTFUT,CE,61500,0.5,
MCX,426379,100,0.1,GOLDM,GOLDM23FEB24C61400,23-FEB-2024,OPTFUT,CE,61400,0.5,
MCX,426380,100,0.1,GOLDM,GOLDM23FEB24C61300,23-FEB-2024,OPTFUT,CE,61300,0.5,
MCX,426381,100,0.1,GOLDM,GOLDM23FEB24C61200,23-FEB-2024,OPTFUT,CE,61200,0.5,
MCX,426382,100,0.1,GOLDM,GOLDM23FEB24C61100,23-FEB-2024,OPTFUT,CE,61100,0.5,
MCX,426383,100,0.1,GOLDM,GOLDM23FEB24C61000,23-FEB-2024,OPTFUT,CE,61000,0.5,
MCX,426384,100,0.1,GOLDM,GOLDM23FEB24C60900,23-FEB-2024,OPTFUT,CE,60900,0.5,
MCX,426385,100,0.1,GOLDM,GOLDM23FEB24C60800,23-FEB-2024,OPTFUT,CE,60800,0.5,
MCX,426386,100,0.1,GOLDM,GOLDM23FEB24C60700,23-FEB-2024,OPTFUT,CE,60700,0.5,
MCX,426387,100,0.1,GOLDM,GOLDM23FEB24C60600,23-FEB-2024,OPTFUT,CE,60600,0.5,
MCX,426388,100,0.1,GOLDM,GOLDM23FEB24C60500,23-FEB-2024,OPTFUT,CE,60500,0.5,
MCX,426389,100,0.1,GOLDM,GOLDM23FEB24C60400,23-FEB-2024,OPTFUT,CE,60400,0.5,
MCX,426390,100,0.1,GOLDM,GOLDM23FEB24C60300,23-FEB-2024,OPTFUT,CE,60300,0.5,
MCX,426391,100,0.1,GOLDM,GOLDM23FEB24C60200,23-FEB-2024,OPTFUT,CE,60200,0.5,
MCX,426392,100,0.1,GOLDM,GOLDM23FEB24C62800,23-FEB-2024,OPTFUT,CE,62800,0.5,
MCX,426393,100,0.1,GOLDM,GOLDM23FEB24C62900,23-FEB-2024,OPTFUT,CE,62900,0.5,
MCX,426394,100,0.1,GOLDM,GOLDM23FEB24C63000,23-FEB-2024,OPTFUT,CE,63000,0.5,
MCX,426395,100,0.1,GOLDM,GOLDM23FEB24C63100,23-FEB-2024,OPTFUT,CE,63100,0.5,
MCX,426396,100,0.1,GOLDM,GOLDM23FEB24C63200,23-FEB-2024,OPTFUT,CE,63200,0.5,
MCX,426397,100,0.1,GOLDM,GOLDM23FEB24C63300,23-FEB-2024,OPTFUT,CE,63300,0.5,
MCX,426398,100,0.1,GOLDM,GOLDM23FEB24C63400,23-FEB-2024,OPTFUT,CE,63400,0.5,
MCX,426399,100,0.1,GOLDM,GOLDM23FEB24C63500,23-FEB-2024,OPTFUT,CE,63500,0.5,
MCX,426400,100,0.1,GOLDM,GOLDM23FEB24C63600,23-FEB-2024,OPTFUT,CE,63600,0.5,
MCX,426401,100,0.1,GOLDM,GOLDM23FEB24C63700,23-FEB-2024,OPTFUT,CE,63700,0.5,
MCX,426402,100,0.1,GOLDM,GOLDM23FEB24C63800,23-FEB-2024,OPTFUT,CE,63800,0.5,
MCX,426403,100,0.1,GOLDM,GOLDM23FEB24C63900,23-FEB-2024,OPTFUT,CE,63900,0.5,
MCX,426404,100,0.1,GOLDM,GOLDM23FEB24C64000,23-FEB-2024,OPTFUT,CE,64000,0.5,
MCX,426405,100,0.1,GOLDM,GOLDM23FEB24C64100,23-FEB-2024,OPTFUT,CE,64100,0.5,
MCX,426406,100,0.1,GOLDM,GOLDM23FEB24C64200,23-FEB-2024,OPTFUT,CE,64200,0.5,
MCX,426407,100,0.1,GOLDM,GOLDM23FEB24C64300,23-FEB-2024,OPTFUT,CE,64300,0.5,
MCX,426408,100,0.1,GOLDM,GOLDM23FEB24C64400,23-FEB-2024,OPTFUT,CE,64400,0.5,
MCX,426409,100,0.1,GOLDM,GOLDM23FEB24C64500,23-FEB-2024,OPTFUT,CE,64500,0.5,
MCX,426410,100,0.1,GOLDM,GOLDM23FEB24C64600,23-FEB-2024,OPTFUT,CE,64600,0.5,
MCX,426411,100,0.1,GOLDM,GOLDM23FEB24C64700,23-FEB-2024,OPTFUT,CE,64700,0.5,
MCX,426412,100,0.1,GOLDM,GOLDM23FEB24C64800,23-FEB-2024,OPTFUT,CE,64800,0.5,
MCX,426413,100,0.1,GOLDM,GOLDM23FEB24C64900,23-FEB-2024,OPTFUT,CE,64900,0.5,
MCX,426414,100,0.1,GOLDM,GOLDM23FEB24C65000,23-FEB-2024,OPTFUT,CE,65000,0.5,
MCX,426415,100,0.1,GOLDM,GOLDM23FEB24C65100,23-FEB-2024,OPTFUT,CE,65100,0.5,
MCX,426416,100,0.1,GOLDM,GOLDM23FEB24C65200,23-FEB-2024,OPTFUT,CE,65200,0.5,
MCX,426417,100,0.1,GOLDM,GOLDM23FEB24P62600,23-FEB-2024,OPTFUT,PE,62600,0.5,
MCX,426418,100,0.1,GOLDM,GOLDM23FEB24P62500,23-FEB-2024,OPTFUT,PE,62500,0.5,
MCX,426419,100,0.1,GOLDM,GOLDM23FEB24P62400,23-FEB-2024,OPTFUT,PE,62400,0.5,
MCX,426420,100,0.1,GOLDM,GOLDM23FEB24P62300,23-FEB-2024,OPTFUT,PE,62300,0.5,
MCX,426421,100,0.1,GOLDM,GOLDM23FEB24P62200,23-FEB-2024,OPTFUT,PE,62200,0.5,
MCX,426422,100,0.1,GOLDM,GOLDM23FEB24P62100,23-FEB-2024,OPTFUT,PE,62100,0.5,
MCX,426423,100,0.1,GOLDM,GOLDM23FEB24P62000,23-FEB-2024,OPTFUT,PE,62000,0.5,
MCX,426424,100,0.1,GOLDM,GOLDM23FEB24P61900,23-FEB-2024,OPTFUT,PE,61900,0.5,
MCX,426425,100,0.1,GOLDM,GOLDM23FEB24P61800,23-FEB-2024,OPTFUT,PE,61800,0.5,
MCX,426426,100,0.1,GOLDM,GOLDM23FEB24P61700,23-FEB-2024,OPTFUT,PE,61700,0.5,
MCX,426427,100,0.1,GOLDM,GOLDM23FEB24P61600,23-FEB-2024,OPTFUT,PE,61600,0.5,
MCX,426428,100,0.1,GOLDM,GOLDM23FEB24P61500,23-FEB-2024,OPTFUT,PE,61500,0.5,
MCX,426429,100,0.1,GOLDM,GOLDM23FEB24P61400,23-FEB-2024,OPTFUT,PE,61400,0.5,
MCX,426430,100,0.1,GOLDM,GOLDM23FEB24P61300,23-FEB-2024,OPTFUT,PE,61300,0.5,
MCX,426431,100,0.1,GOLDM,GOLDM23FEB24P61200,23-FEB-2024,OPTFUT,PE,61200,0.5,
MCX,426432,100,0.1,GOLDM,GOLDM23FEB24P61100,23-FEB-2024,OPTFUT,PE,61100,0.5,
MCX,426433,100,0.1,GOLDM,GOLDM23FEB24P61000,23-FEB-2024,OPTFUT,PE,61000,0.5,
MCX,426434,100,0.1,GOLDM,GOLDM23FEB24P60900,23-FEB-2024,OPTFUT,PE,60900,0.5,
MCX,426435,100,0.1,GOLDM,GOLDM23FEB24P60800,23-FEB-2024,OPTFUT,PE,60800,0.5,
MCX,426436,100,0.1,GOLDM,GOLDM23FEB24P60700,23-FEB-2024,OPTFUT,PE,60700,0.5,
MCX,426437,100,0.1,GOLDM,GOLDM23FEB24P60600,23-FEB-2024,OPTFUT,PE,60600,0.5,
MCX,426438,100,0.1,GOLDM,GOLDM23FEB24P60500,23-FEB-2024,OPTFUT,PE,60500,0.5,
MCX,426439,100,0.1,GOLDM,GOLDM23FEB24P60400,23-FEB-2024,OPTFUT,PE,60400,0.5,
MCX,426440,100,0.1,GOLDM,GOLDM23FEB24P60300,23-FEB-2024,OPTFUT,PE,60300,0.5,
MCX,426441,100,0.1,GOLDM,GOLDM23FEB24P60200,23-FEB-2024,OPTFUT,PE,60200,0.5,
MCX,426442,100,0.1,GOLDM,GOLDM23FEB24P62800,23-FEB-2024,OPTFUT,PE,62800,0.5,
MCX,426443,100,0.1,GOLDM,GOLDM23FEB24P62900,23-FEB-2024,OPTFUT,PE,62900,0.5,
MCX,426444,100,0.1,GOLDM,GOLDM23FEB24P63000,23-FEB-2024,OPTFUT,PE,63000,0.5,
MCX,426445,100,0.1,GOLDM,GOLDM23FEB24P63100,23-FEB-2024,OPTFUT,PE,63100,0.5,
MCX,426446,100,0.1,GOLDM,GOLDM23FEB24P63200,23-FEB-2024,OPTFUT,PE,63200,0.5,
MCX,426447,100,0.1,GOLDM,GOLDM23FEB24P63300,23-FEB-2024,OPTFUT,PE,63300,0.5,
MCX,426448,100,0.1,GOLDM,GOLDM23FEB24P63400,23-FEB-2024,OPTFUT,PE,63400,0.5,
MCX,426449,100,0.1,GOLDM,GOLDM23FEB24P63500,23-FEB-2024,OPTFUT,PE,63500,0.5,
MCX,426450,100,0.1,GOLDM,GOLDM23FEB24P63600,23-FEB-2024,OPTFUT,PE,63600,0.5,
MCX,426451,100,0.1,GOLDM,GOLDM23FEB24P63700,23-FEB-2024,OPTFUT,PE,63700,0.5,
MCX,426452,100,0.1,GOLDM,GOLDM23FEB24P63800,23-FEB-2024,OPTFUT,PE,63800,0.5,
MCX,426453,100,0.1,GOLDM,GOLDM23FEB24P63900,23-FEB-2024,OPTFUT,PE,63900,0.5,
MCX,426454,100,0.1,GOLDM,GOLDM23FEB24P64000,23-FEB-2024,OPTFUT,PE,64000,0.5,
MCX,426455,100,0.1,GOLDM,GOLDM23FEB24P64100,23-FEB-2024,OPTFUT,PE,64100,0.5,
MCX,426456,100,0.1,GOLDM,GOLDM23FEB24P64200,23-FEB-2024,OPTFUT,PE,64200,0.5,
MCX,426457,100,0.1,GOLDM,GOLDM23FEB24P64300,23-FEB-2024,OPTFUT,PE,64300,0.5,
MCX,426458,100,0.1,GOLDM,GOLDM23FEB24P64400,23-FEB-2024,OPTFUT,PE,64400,0.5,
MCX,426459,100,0.1,GOLDM,GOLDM23FEB24P64500,23-FEB-2024,OPTFUT,PE,64500,0.5,
MCX,426460,100,0.1,GOLDM,GOLDM23FEB24P64600,23-FEB-2024,OPTFUT,PE,64600,0.5,
MCX,426461,100,0.1,GOLDM,GOLDM23FEB24P64700,23-FEB-2024,OPTFUT,PE,64700,0.5,
MCX,426462,100,0.1,GOLDM,GOLDM23FEB24P64800,23-FEB-2024,OPTFUT,PE,64800,0.5,
MCX,426463,100,0.1,GOLDM,GOLDM23FEB24P64900,23-FEB-2024,OPTFUT,PE,64900,0.5,
MCX,426464,100,0.1,GOLDM,GOLDM23FEB24P65000,23-FEB-2024,OPTFUT,PE,65000,0.5,
MCX,426465,100,0.1,GOLDM,GOLDM23FEB24P65100,23-FEB-2024,OPTFUT,PE,65100,0.5,
MCX,426466,100,0.1,GOLDM,GOLDM23FEB24P65200,23-FEB-2024,OPTFUT,PE,65200,0.5,
MCX,426683,100,0.1,GOLDM,GOLDM23FEB24C60100,23-FEB-2024,OPTFUT,CE,60100,0.5,
MCX,426684,100,0.1,GOLDM,GOLDM23FEB24C60000,23-FEB-2024,OPTFUT,CE,60000,0.5,
MCX,426685,100,0.1,GOLDM,GOLDM23FEB24C59900,23-FEB-2024,OPTFUT,CE,59900,0.5,
MCX,426686,100,0.1,GOLDM,GOLDM23FEB24P60100,23-FEB-2024,OPTFUT,PE,60100,0.5,
MCX,426687,100,0.1,GOLDM,GOLDM23FEB24P60000,23-FEB-2024,OPTFUT,PE,60000,0.5,
MCX,426688,100,0.1,GOLDM,GOLDM23FEB24P59900,23-FEB-2024,OPTFUT,PE,59900,0.5,
MCX,427424,100,0.1,GOLDM,GOLDM23FEB24C65300,23-FEB-2024,OPTFUT,CE,65300,0.5,
MCX,427425,100,0.1,GOLDM,GOLDM23FEB24C65400,23-FEB-2024,OPTFUT,CE,65400,0.5,
MCX,427426,100,0.1,GOLDM,GOLDM23FEB24C65500,23-FEB-2024,OPTFUT,CE,65500,0.5,
MCX,427427,100,0.1,GOLDM,GOLDM23FEB24C65600,23-FEB-2024,OPTFUT,CE,65600,0.5,
MCX,427428,100,0.1,GOLDM,GOLDM23FEB24P65300,23-FEB-2024,OPTFUT,PE,65300,0.5,
MCX,427429,100,0.1,GOLDM,GOLDM23FEB24P65400,23-FEB-2024,OPTFUT,PE,65400,0.5,
MCX,427430,100,0.1,GOLDM,GOLDM23FEB24P65500,23-FEB-2024,OPTFUT,PE,65500,0.5,
MCX,427431,100,0.1,GOLDM,GOLDM23FEB24P65600,23-FEB-2024,OPTFUT,PE,65600,0.5,
MCX,427454,100,0.1,GOLDM,GOLDM23FEB24C65700,23-FEB-2024,OPTFUT,CE,65700,0.5,
MCX,427455,100,0.1,GOLDM,GOLDM23FEB24P65700,23-FEB-2024,OPTFUT,PE,65700,0.5,
MCX,427568,100,0.1,GOLDM,GOLDM24JAN24C65900,24-JAN-2024,OPTFUT,CE,65900,0.5,
MCX,427569,100,0.1,GOLDM,GOLDM24JAN24C66000,24-JAN-2024,OPTFUT,CE,66000,0.5,
MCX,427570,100,0.1,GOLDM,GOLDM24JAN24C66100,24-JAN-2024,OPTFUT,CE,66100,0.5,
MCX,427571,100,0.1,GOLDM,GOLDM23FEB24C65800,23-FEB-2024,OPTFUT,CE,65800,0.5,
MCX,427572,100,0.1,GOLDM,GOLDM23FEB24C65900,23-FEB-2024,OPTFUT,CE,65900,0.5,
MCX,427573,100,0.1,GOLDM,GOLDM23FEB24C66000,23-FEB-2024,OPTFUT,CE,66000,0.5,
MCX,427574,100,0.1,GOLDM,GOLDM23FEB24C66100,23-FEB-2024,OPTFUT,CE,66100,0.5,
MCX,427575,100,0.1,GOLDM,GOLDM23FEB24C66200,23-FEB-2024,OPTFUT,CE,66200,0.5,
MCX,427576,100,0.1,GOLDM,GOLDM23FEB24C66300,23-FEB-2024,OPTFUT,CE,66300,0.5,
MCX,427577,100,0.1,GOLDM,GOLDM24JAN24P65900,24-JAN-2024,OPTFUT,PE,65900,0.5,
MCX,427578,100,0.1,GOLDM,GOLDM24JAN24P66000,24-JAN-2024,OPTFUT,PE,66000,0.5,
MCX,427579,100,0.1,GOLDM,GOLDM24JAN24P66100,24-JAN-2024,OPTFUT,PE,66100,0.5,
MCX,427580,100,0.1,GOLDM,GOLDM23FEB24P65800,23-FEB-2024,OPTFUT,PE,65800,0.5,
MCX,427581,100,0.1,GOLDM,GOLDM23FEB24P65900,23-FEB-2024,OPTFUT,PE,65900,0.5,
MCX,427582,100,0.1,GOLDM,GOLDM23FEB24P66000,23-FEB-2024,OPTFUT,PE,66000,0.5,
MCX,427583,100,0.1,GOLDM,GOLDM23FEB24P66100,23-FEB-2024,OPTFUT,PE,66100,0.5,
MCX,427584,100,0.1,GOLDM,GOLDM23FEB24P66200,23-FEB-2024,OPTFUT,PE,66200,0.5,
MCX,427585,100,0.1,GOLDM,GOLDM23FEB24P66300,23-FEB-2024,OPTFUT,PE,66300,0.5,
MCX,427748,100,0.1,GOLDM,GOLDM26MAR24C62900,26-MAR-2024,OPTFUT,CE,62900,0.5,
MCX,427749,100,0.1,GOLDM,GOLDM26MAR24P62900,26-MAR-2024,OPTFUT,PE,62900,0.5,
MCX,427752,100,0.1,GOLDM,GOLDM26MAR24C62800,26-MAR-2024,OPTFUT,CE,62800,0.5,
MCX,427753,100,0.1,GOLDM,GOLDM26MAR24C62700,26-MAR-2024,OPTFUT,CE,62700,0.5,
MCX,427754,100,0.1,GOLDM,GOLDM26MAR24C62600,26-MAR-2024,OPTFUT,CE,62600,0.5,
MCX,427755,100,0.1,GOLDM,GOLDM26MAR24C62500,26-MAR-2024,OPTFUT,CE,62500,0.5,
