,sr,nsecode,name,bsecode,per_chg,close,volume,ScreenerName,TimeOfDay
0,1,KENNAMET,Kennametal India Ltd,505890,2.75,2265.95,7817,Intraday Buying seen in the past 15 minutes,23/12/2022 11:27:41
1,2,DBCORP,D.b.corp Limited,533151,-0.93,117.7,169347,Intraday Buying seen in the past 15 minutes,23/12/2022 11:27:41
2,3,ICICIBANK,Icici Bank Limited,532174,-0.4,887.1,3794787,BUY open equals to Low,23/12/2022 11:28:01
0,1,TCS,Tata Consultancy Services Limited,532540,-0.67,3237.75,486397,BUY open equals to Low,23/12/2022 11:28:01
1,2,INDUSINDBK,Indusind Bank Limited,532187,-0.88,1169.75,959856,BUY open equals to Low,23/12/2022 11:28:01
1,2,NECLIFE,Nectar Lifesciences Limited,532649,12.32,26.9,5002492,Santu baba trick on open equal low with 1% higher than previous close,23/12/2022 11:30:12
0,1,IOLCP,Iol Chemicals And Pharmaceuticals Limited,524164,6.99,414.15,3202530,Santu baba trick on open equal low with 1% higher than previous close,23/12/2022 11:30:12
4,5,SANWARIA,Sanwaria Agro Oils Limited,519260,7.14,0.75,1211774,Ichimoku Cloud Top Crossover,23/12/2022 11:31:21
0,1,HESTERBIO,Hester Biosciences Limited,524669,1.89,1830.6,1113,Ichimoku Cloud Top Crossover,23/12/2022 11:31:21
2,3,RADIOCITY,Music Broadcast,540366,1.23,24.7,503816,Ichimoku Cloud Top Crossover,23/12/2022 11:31:21
1,2,EBBETF0431,Bharat Bond ETF - April 2031,543216,-0.07,1104.5,1125,Ichimoku Cloud Top Crossover,23/12/2022 11:31:21
3,4,SCAPDVR,Stampede Capital Ltd-DVR,570005,-0.39,12.7,355874,Ichimoku Cloud Top Crossover,23/12/2022 11:31:21
0,1,DIVISLAB,Divi's Laboratories Limited,532488,1.48,3547.7,1028886,ABOVE PIVOT OPENING AND PREVIOUS DAY HIGH BREAKOUT (LONG),23/12/2022 11:31:30
