Exch,Exchange Segment,Symbol,Token,Instrument Type,Instrument Name,Formatted Ins Name,Lot Size,Tick Size,Trading Symbol
BSE,bse_cm,PRISMFN,531735,E,PRISM FINANCE LTD.,PRISM FINANCE LTD.,100,0.05,PRISMFN
BSE,bse_cm,GREENCREST,531737,E,GREENCREST FINANCIAL SERVICES,GREENCREST FINANCIAL SERVICES,1,0.01,GREENCREST
BSE,bse_cm,GENNEX,531739,E,GENNEX LABORATORIES LTD.,GENNEX LABORATORIES LTD.,1,0.01,GENNEX
BSE,bse_cm,HIRAUTO,531743,E,HIRA AUTOMOBILES LTD.,HIRA AUTOMOBILES LTD.,100,0.01,HIRAUTO
BSE,bse_cm,GINISILK,531744,E,GINI SILK MILLS LTD.,GINI SILK MILLS LTD.,1,0.05,GINISILK
BSE,bse_cm,PRAENG,531746,E,PRAJAY ENGINEERS SYNDICATE LTD,PRAJAY ENGINEERS SYNDICATE LTD,1,0.05,PRAENG
BSE,bse_cm,BIOGEN,531752,E,BIOGEN PHARMACHEM INDUSTRIES L,BIOGEN PHARMACHEM INDUSTRIES L,1,0.01,BIOGEN
BSE,bse_cm,GKCONS,531758,E,G.K.CONSULTANTS LTD.,G.K.CONSULTANTS LTD.,1,0.01,GKCONS
BSE,bse_cm,APOLLOPIPES,531761,E,APOLLO PIPES LIMITED,APOLLO PIPES LIMITED,1,0.05,APOLLOPIPES
BSE,bse_cm,UNJHAFOR,531762,E,UNJHA FORMULATIONS LTD.,UNJHA FORMULATIONS LTD.,1,0.05,UNJHAFOR
BSE,bse_cm,POLYMED,531768,E,POLY MEDICURE LTD.,POLY MEDICURE LTD.,1,0.05,POLYMED
BSE,bse_cm,PFLINFOTC,531769,E,PFL INFOTECH LTD.,PFL INFOTECH LTD.,1,0.01,PFLINFOTC
BSE,bse_cm,SHRADDHA,531771,E,SHRADDHA PRIME PROJECTS LTD,SHRADDHA PRIME PROJECTS LTD,1,0.05,SHRADDHA
BSE,bse_cm,CISTRO,531775,E,CISTRO TELELINK LTD.,CISTRO TELELINK LTD.,1,0.01,CISTRO
BSE,bse_cm,KACHCHH,531778,E,KACHCHH MINERALS LTD.,KACHCHH MINERALS LTD.,1,0.05,KACHCHH
BSE,bse_cm,PADALPO,531779,E,PADMANABH ALLOYS & POLYMERS LT,PADMANABH ALLOYS & POLYMERS LT,1,0.05,PADALPO
BSE,bse_cm,KACL,531780,E,KAISER CORPORATION LIMITED,KAISER CORPORATION LIMITED,1,0.05,KACL
BSE,bse_cm,KCLINFRA,531784,E,KCL Infra Projects Limited,KCL Infra Projects Limited,1,0.01,KCLINFRA
BSE,bse_cm,ATULAUTO,531795,E,ATUL AUTO LTD.,ATUL AUTO LTD.,1,0.05,ATULAUTO
BSE,bse_cm,SCANPRO,531797,E,SCAN PROJECTS LTD.,SCAN PROJECTS LTD.,1,0.01,SCANPRO
BSE,bse_cm,PRERINFRA,531802,E,PRERNA INFRABUILD LTD.,PRERNA INFRABUILD LTD.,1,0.05,PRERINFRA
BSE,bse_cm,METALCO,531810,E,METAL COATINGS (INDIA) LTD.,METAL COATINGS (INDIA) LTD.,1,0.05,METALCO
BSE,bse_cm,SGNTE,531812,E,SGN TELECOMS LTD.,SGN TELECOMS LTD.,1,0.01,SGNTE
BSE,bse_cm,GANGAPA,531813,E,GANGA PAPERS INDIA LTD.,GANGA PAPERS INDIA LTD.,1,0.05,GANGAPA
BSE,bse_cm,TIRSARJ,531814,E,TIRUPATI SARJAN LTD.,TIRUPATI SARJAN LTD.,1,0.01,TIRSARJ
BSE,bse_cm,NUWAY,531819,E,NUWAY ORGANIC NATURALS INDIA L,NUWAY ORGANIC NATURALS INDIA L,1,0.05,NUWAY
BSE,bse_cm,MUNOTHFI,531821,E,MUNOTH FINANCIAL SERVICES LTD.,MUNOTH FINANCIAL SERVICES LTD.,1,0.05,MUNOTHFI
BSE,bse_cm,RODIUM,531822,E,RODIUM REALTY LIMITED,RODIUM REALTY LIMITED,1,0.05,RODIUM
BSE,bse_cm,RCCEMEN,531825,E,RCC CEMENTS LTD.,RCC CEMENTS LTD.,1,0.01,RCCEMEN
BSE,bse_cm,NAGTECH,531832,E,NAGARJUNA AGRI TECH LTD.,NAGARJUNA AGRI TECH LTD.,1,0.01,NAGTECH
BSE,bse_cm,NATHUEC,531834,E,NATURA HUE CHEM LTD.,NATURA HUE CHEM LTD.,1,0.01,NATHUEC
BSE,bse_cm,INDUSFINL,531841,E,Indus Finance Limited,Indus Finance Limited,1,0.05,INDUSFINL
BSE,bse_cm,LAHOTIOV,531842,E,LAHOTI OVERSEAS LTD.,LAHOTI OVERSEAS LTD.,1,0.05,LAHOTIOV
BSE,bse_cm,ZENITHSTL,531845,E,ZENITH STEEL PIPES AND  INDUST,ZENITH STEEL PIPES AND  INDUST,1,0.01,ZENITHSTL
BSE,bse_cm,TRINITYLEA,531846,E,TRINITY LEAGUE INDIA LTD.,TRINITY LEAGUE INDIA LTD.,1,0.05,TRINITYLEA
BSE,bse_cm,ASTAR,531847,E,ASIAN STAR CO.LTD.,ASIAN STAR CO.LTD.,1,0.05,ASTAR
BSE,bse_cm,ORIRAIL,531859,E,ORIENTAL RAIL INFRASTRUCTURE L,ORIENTAL RAIL INFRASTRUCTURE L,1,0.05,ORIRAIL
BSE,bse_cm,JOINDRE,531861,E,JOINDRE CAPITAL SERVICES LTD.,JOINDRE CAPITAL SERVICES LTD.,1,0.05,JOINDRE
BSE,bse_cm,BHARATAGRI,531862,E,BHARAT AGRI FERT & REALTY LTD.,BHARAT AGRI FERT & REALTY LTD.,1,0.05,BHARATAGRI
BSE,bse_cm,UNITINT,531867,E,UNITECH INTERNATIONAL LTD.,UNITECH INTERNATIONAL LTD.,1,0.01,UNITINT
BSE,bse_cm,SACHEMT,531869,E,SACHETA METALS LTD.,SACHETA METALS LTD.,1,0.05,SACHEMT
BSE,bse_cm,ANJANIFIN,531878,E,ANJANI FINANCE LTD.,ANJANI FINANCE LTD.,1,0.01,ANJANIFIN
BSE,bse_cm,GMETCOAL,531881,E,GUJARAT METALLIC COAL & COKE L,GUJARAT METALLIC COAL & COKE L,1,0.05,GMETCOAL
BSE,bse_cm,SVAINDIA,531885,E,SVA INDIA LTD.,SVA INDIA LTD.,100,0.01,SVAINDIA
BSE,bse_cm,RAHME,531887,E,RAHUL MERCHANDISING LTD.,RAHUL MERCHANDISING LTD.,1,0.01,RAHME
BSE,bse_cm,REXNORD,531888,E,REXNORD ELECTRONICS & CONTROLS,REXNORD ELECTRONICS & CONTROLS,1,0.05,REXNORD
BSE,bse_cm,INTECH,531889,E,INTEGRATED TECHNOLOGIES LTD.,INTEGRATED TECHNOLOGIES LTD.,1,0.01,INTECH
BSE,bse_cm,KHANDSE,531892,E,KHANDWALA SECURITIES LTD.,KHANDWALA SECURITIES LTD.,1,0.05,KHANDSE
BSE,bse_cm,SAWABUSI,531893,E,SAWACA BUSINESS MACHINES LTD.,SAWACA BUSINESS MACHINES LTD.,1,0.01,SAWABUSI
BSE,bse_cm,CCLINTER,531900,E,CCL INTERNATIONAL LTD.,CCL INTERNATIONAL LTD.,1,0.05,CCLINTER
BSE,bse_cm,GALLOPENT,531902,E,GALLOPS ENTERPRISE LTD.,GALLOPS ENTERPRISE LTD.,1,0.05,GALLOPENT
BSE,bse_cm,CROISSANCE,531909,E,CROISSANCE LIMITED,CROISSANCE LIMITED,1,0.01,CROISSANCE
BSE,bse_cm,MADHUVEER,531910,E,Madhuveer Com 18 Network Limit,Madhuveer Com 18 Network Limit,1,0.01,MADHUVEER
BSE,bse_cm,GALAGEX,531911,E,GALAXY AGRICO EXPORTS LTD.,GALAXY AGRICO EXPORTS LTD.,1,0.05,GALAGEX
BSE,bse_cm,GOPAIST,531913,E,GOPAL IRON & STEELS CO.(GUJARA,GOPAL IRON & STEELS CO.(GUJARA,1,0.01,GOPAIST
BSE,bse_cm,TWINSTAR,531917,E,TWINSTAR INDUSTRIES LIMITED,TWINSTAR INDUSTRIES LIMITED,1,0.01,TWINSTAR
BSE,bse_cm,HINDAPL,531918,E,HINDUSTAN APPLIANCES LTD.,HINDUSTAN APPLIANCES LTD.,1,0.01,HINDAPL
BSE,bse_cm,AGARIND,531921,E,AGARWAL INDUSTRIAL CORPORATION,AGARWAL INDUSTRIAL CORPORATION,1,0.05,AGARIND
BSE,bse_cm,DHAMPURE,531923,E,DHAMPURE SPECIALITY SUGARS LTD,DHAMPURE SPECIALITY SUGARS LTD,1,0.05,DHAMPURE
BSE,bse_cm,SHAQUAK,531925,E,SHANTANU SHEOREY AQUAKULT LTD.,SHANTANU SHEOREY AQUAKULT LTD.,1,0.01,SHAQUAK
BSE,bse_cm,GOLCA,531928,E,GOLDEN CARPETS LTD.,GOLDEN CARPETS LTD.,1,0.01,GOLCA
BSE,bse_cm,INNOCORP,531929,E,INNOCORP LTD.,INNOCORP LTD.,1,0.01,INNOCORP
BSE,bse_cm,SARTHAKIND,531930,E,SARTHAK INDUSTRIES LTD.,SARTHAK INDUSTRIES LTD.,1,0.05,SARTHAKIND
BSE,bse_cm,SAICAPI,531931,E,SAI CAPITAL LTD.,SAI CAPITAL LTD.,1,0.05,SAICAPI
BSE,bse_cm,BLUECHIP,531936,E,BLUE CHIP INDIA LTD.,BLUE CHIP INDIA LTD.,1,0.01,BLUECHIP
BSE,bse_cm,SERVOTEACH,531944,E,SERVOTEACH INDUSTRIES LTD,SERVOTEACH INDUSTRIES LTD,1,0.01,SERVOTEACH
BSE,bse_cm,CHADPAP,531946,E,CHADHA PAPERS LTD.,CHADHA PAPERS LTD.,1,0.01,CHADPAP
BSE,bse_cm,VERTEX,531950,E,VERTEX SECURITIES LTD.,VERTEX SECURITIES LTD.,1,0.01,VERTEX
BSE,bse_cm,RIBATEX,531952,E,RIBA TEXTILES LTD.,RIBA TEXTILES LTD.,1,0.05,RIBATEX
BSE,bse_cm,NEWINFRA,531959,E,NEWTIME INFRASTRUCTURE LIMITED,NEWTIME INFRASTRUCTURE LIMITED,1,0.05,NEWINFRA
BSE,bse_cm,KASHYAP,531960,E,Kashyap Tele-Medicines Limited,Kashyap Tele-Medicines Limited,1,0.01,KASHYAP
BSE,bse_cm,SHREMETAL,531962,E,SHREE METALLOYS LTD.,SHREE METALLOYS LTD.,1,0.05,SHREMETAL
BSE,bse_cm,IITLPROJ,531968,E,IITL PROJECTS LIMITED,IITL PROJECTS LIMITED,1,0.05,IITLPROJ
BSE,bse_cm,HARIGOV,531971,E,HARI GOVIND INTERNATIONAL LTD.,HARI GOVIND INTERNATIONAL LTD.,100,0.05,HARIGOV
BSE,bse_cm,CHLOGIST,531977,E,CHARTERED LOGISTICS LTD.,CHARTERED LOGISTICS LTD.,1,0.01,CHLOGIST
BSE,bse_cm,AMBIKCO,531978,E,AMBIKA COTTON MILLS LTD.,AMBIKA COTTON MILLS LTD.,1,0.05,AMBIKCO
BSE,bse_cm,HINDALUMI,531979,E,HIND ALUMINIUM INDUSTRIES LTD.,HIND ALUMINIUM INDUSTRIES LTD.,1,0.05,HINDALUMI
BSE,bse_cm,SENINFO,531980,E,SENTHIL INFOTEK LTD,SENTHIL INFOTEK LTD,1,0.01,SENINFO
BSE,bse_cm,SPECFOOD,531982,E,SPECTRUM FOODS LTD.,SPECTRUM FOODS LTD.,1,0.05,SPECFOOD
BSE,bse_cm,DECPO,531989,E,DECCAN POLYPACKS LTD.,DECCAN POLYPACKS LTD.,1,0.01,DECPO
BSE,bse_cm,AMRAAGRI,531991,E,AMRAWORLD AGRICO LTD.,AMRAWORLD AGRICO LTD.,1,0.01,AMRAAGRI
BSE,bse_cm,AUTOPINS,531994,E,AUTO PINS (INDIA) LTD.,AUTO PINS (INDIA) LTD.,1,0.05,AUTOPINS
BSE,bse_cm,ODYCORP,531996,E,ODYSSEY CORPORATION LTD.,ODYSSEY CORPORATION LTD.,1,0.01,ODYCORP
BSE,bse_cm,GOVAI,531997,E,GOOD VALUE IRRIGATION LTD.,GOOD VALUE IRRIGATION LTD.,1,0.01,GOVAI
BSE,bse_cm,INDCTST,532001,E,INDUCTO STEEL LTD.,INDUCTO STEEL LTD.,1,0.05,INDCTST
BSE,bse_cm,SAMINDUS,532005,E,SAM INDUSTRIES LTD.,SAM INDUSTRIES LTD.,1,0.05,SAMINDUS
BSE,bse_cm,SHVFL,532007,E,SHREEVATSAA FINANCE & LEASING,SHREEVATSAA FINANCE & LEASING,1,0.01,SHVFL
BSE,bse_cm,POOJAENT,532011,E,POOJA ENTERTAINMENT AND FILMS,POOJA ENTERTAINMENT AND FILMS,1,0.05,POOJAENT
BSE,bse_cm,GRAVITY,532015,E,GRAVITY (INDIA) LTD.,GRAVITY (INDIA) LTD.,1,0.01,GRAVITY
BSE,bse_cm,ESPIRE,532016,E,ESPIRE HOSPITALITY LIMITED,ESPIRE HOSPITALITY LIMITED,1,0.05,ESPIRE
BSE,bse_cm,LCCINFOTEC,532019,E,LCC INFOTECH LTD.,LCC INFOTECH LTD.,1,0.01,LCCINFOTEC
BSE,bse_cm,FILATFASH,532022,E,FILATEX FASHIONS LTD.,FILATEX FASHIONS LTD.,1,0.05,FILATFASH
BSE,bse_cm,RBGUPTA,532024,E,R.B.GUPTA FINANCIALS LTD.,R.B.GUPTA FINANCIALS LTD.,100,0.01,RBGUPTA
BSE,bse_cm,SINDHUTRAD,532029,E,SINDHU TRADE LINKS LIMITED,SINDHU TRADE LINKS LIMITED,1,0.05,SINDHUTRAD
BSE,bse_cm,UNISTRMU,532035,E,UNISTAR MULTIMEDIA LTD.,UNISTAR MULTIMEDIA LTD.,1,0.05,UNISTRMU
BSE,bse_cm,ZENOTECH,532039,E,ZENOTECH LABORATORIES LTD.,ZENOTECH LABORATORIES LTD.,1,0.05,ZENOTECH
BSE,bse_cm,HINDBIO,532041,E,HINDUSTAN BIO SCIENCES LTD.,HINDUSTAN BIO SCIENCES LTD.,1,0.01,HINDBIO
BSE,bse_cm,FRONTCORP,532042,E,FRONTLINE CORPORATION LTD.,FRONTLINE CORPORATION LTD.,1,0.05,FRONTCORP
BSE,bse_cm,SWELECTES,532051,E,SWELECT ENERGY SYSTEMS LIMITED,SWELECT ENERGY SYSTEMS LIMITED,1,0.05,SWELECTES
BSE,bse_cm,WALLFORT,532053,E,WALLFORT FINANCIAL SERVICES LT,WALLFORT FINANCIAL SERVICES LT,1,0.05,WALLFORT
BSE,bse_cm,KDDL*,532054,E,KDDL LTD.,KDDL LTD.,1,0.05,KDDL*
BSE,bse_cm,ADIEXRE,532056,E,ADINATH EXIM RESOURCES LTD.,ADINATH EXIM RESOURCES LTD.,1,0.05,ADIEXRE
BSE,bse_cm,ABHICAP,532057,E,ABHINAV CAPITAL SERVICES LTD.,ABHINAV CAPITAL SERVICES LTD.,1,0.05,ABHICAP
BSE,bse_cm,KILPEST,532067,E,KILPEST INDIA LTD.,KILPEST INDIA LTD.,1,0.05,KILPEST
BSE,bse_cm,SUMUKAAG,532070,E,Sumuka Agro Industries Limited,Sumuka Agro Industries Limited,1,0.05,SUMUKAAG
BSE,bse_cm,INTERDIGI,532072,E,INTERWORLD DIGITAL LTD.,INTERWORLD DIGITAL LTD.,1,0.01,INTERDIGI
BSE,bse_cm,MONIND,532078,E,MONIND LIMITED,MONIND LIMITED,1,0.05,MONIND
BSE,bse_cm,SHKALYN,532083,E,SHRI KALYAN HOLDINGS LTD.,SHRI KALYAN HOLDINGS LTD.,1,0.01,SHKALYN
BSE,bse_cm,VANDANA,532090,E,VANDANA KNITWEAR LTD.,VANDANA KNITWEAR LTD.,1,0.01,VANDANA
BSE,bse_cm,SAGARPROD,532092,E,SAGAR PRODUCTIONS LIMITED,SAGAR PRODUCTIONS LIMITED,1,0.01,SAGARPROD
BSE,bse_cm,INDOCITY,532100,E,INDO-CITY INFOTECH LTD.,INDO-CITY INFOTECH LTD.,1,0.01,INDOCITY
BSE,bse_cm,SBECSUG,532102,E,SBEC SUGAR LTD.,SBEC SUGAR LTD.,1,0.05,SBECSUG
BSE,bse_cm,MEGFI,532105,E,MEGA FIN (INDIA) LTD.,MEGA FIN (INDIA) LTD.,100,0.01,MEGFI
BSE,bse_cm,BRIJLEAS,532113,E,BRIJLAXMI LEASING & FINANCE LT,BRIJLAXMI LEASING & FINANCE LT,1,0.01,BRIJLEAS
BSE,bse_cm,BSELINFRA,532123,E,BSEL INFRASTRUCTURE REALTY LTD,BSEL INFRASTRUCTURE REALTY LTD,1,0.01,BSELINFRA
BSE,bse_cm,RELIABVEN,532124,E,RELIABLE VENTURES INDIA LTD.,RELIABLE VENTURES INDIA LTD.,1,0.01,RELIABVEN
BSE,bse_cm,BANKBARODA,532134,E,BANK OF BARODA,BANK OF BARODA,1,0.05,BANKBARODA
BSE,bse_cm,SMCREDT,532138,E,SMC CREDITS LTD.,SMC CREDITS LTD.,1,0.01,SMCREDT
BSE,bse_cm,GTEIT,532139,E,G-TECH INFO-TRAINING LTD.,G-TECH INFO-TRAINING LTD.,1,0.01,GTEIT
BSE,bse_cm,MOHITE,532140,E,MOHITE INDUSTRIES LIMITED,MOHITE INDUSTRIES LIMITED,1,0.05,MOHITE
BSE,bse_cm,ANDHRACEMT,532141,E,ANDHRA CEMENTS LTD.,ANDHRA CEMENTS LTD.,1,0.01,ANDHRACEMT
BSE,bse_cm,SKMEGGPROD,532143,E,SKM EGG PRODUCTS EXPORT (INDIA,SKM EGG PRODUCTS EXPORT (INDIA,1,0.05,SKMEGGPROD
BSE,bse_cm,WELCORP,532144,E,WELSPUN CORP LIMITED,WELSPUN CORP LIMITED,1,0.05,WELCORP
BSE,bse_cm,HOTLSILV,532145,E,H.S.INDIA LTD.,H.S.INDIA LTD.,1,0.01,HOTLSILV
BSE,bse_cm,BANKINDIA,532149,E,BANK OF INDIA,BANK OF INDIA,1,0.05,BANKINDIA
BSE,bse_cm,INDRAMEDCO,532150,E,INDRAPRASTHA MEDICAL CORP.LTD.,INDRAPRASTHA MEDICAL CORP.LTD.,1,0.05,INDRAMEDCO
BSE,bse_cm,JOHNPHARMA,532154,E,JOHNSON PHARMACARE LIMITED,JOHNSON PHARMACARE LIMITED,1,0.01,JOHNPHARMA
BSE,bse_cm,GAIL,532155,E,GAIL (INDIA) LTD.,GAIL (INDIA) LTD.,1,0.05,GAIL
BSE,bse_cm,VAIBHAVGBL,532156,E,VAIBHAV GLOBAL LTD,VAIBHAV GLOBAL LTD,1,0.05,VAIBHAVGBL
BSE,bse_cm,TRESCON,532159,E,TRESCON LIMITED,TRESCON LIMITED,1,0.01,TRESCON
BSE,bse_cm,GUJSTATFIN,532160,E,GUJARAT STATE FINANCIAL CORPOR,GUJARAT STATE FINANCIAL CORPOR,1,0.01,GUJSTATFIN
BSE,bse_cm,JKPAPER,532162,E,JK PAPER LTD.,JK PAPER LTD.,1,0.05,JKPAPER
BSE,bse_cm,SAREGAMA,532163,E,SAREGAMA INDIA LTD.,SAREGAMA INDIA LTD.,1,0.05,SAREGAMA
BSE,bse_cm,MINOLTAF,532164,E,MINOLTA FINANCE LTD.,MINOLTA FINANCE LTD.,1,0.01,MINOLTAF
BSE,bse_cm,OMKARPH,532167,E,OMKAR PHARMACHEM LTD.,OMKAR PHARMACHEM LTD.,1,0.05,OMKARPH
BSE,bse_cm,ADROITINFO,532172,E,Adroit Infotech Limited,Adroit Infotech Limited,1,0.05,ADROITINFO
BSE,bse_cm,CYBERTECH,532173,E,CYBERTECH SYSTEMS AND SOFTWARE,CYBERTECH SYSTEMS AND SOFTWARE,1,0.05,CYBERTECH
BSE,bse_cm,ICICIBANK,532174,E,ICICI BANK LTD.,ICICI BANK LTD.,1,0.05,ICICIBANK
BSE,bse_cm,CYIENT,532175,E,CYIENT LIMITED,CYIENT LIMITED,1,0.05,CYIENT
BSE,bse_cm,ENGINERSIN,532178,E,ENGINEERS INDIA LTD.,ENGINEERS INDIA LTD.,1,0.05,ENGINERSIN
BSE,bse_cm,DHANBANK,532180,E,DHANLAXMI BANK LIMITED,DHANLAXMI BANK LIMITED,1,0.05,DHANBANK
BSE,bse_cm,GMDCLTD,532181,E,GUJARAT MINERAL DEVELOPMENT CO,GUJARAT MINERAL DEVELOPMENT CO,1,0.05,GMDCLTD
BSE,bse_cm,GAYATRI,532183,E,GAYATRI SUGARS LTD.,GAYATRI SUGARS LTD.,1,0.01,GAYATRI
BSE,bse_cm,INDUSINDBK,532187,E,INDUSIND BANK LTD.,INDUSIND BANK LTD.,1,0.05,INDUSINDBK
BSE,bse_cm,ITDC,532189,E,INDIA TOURISM DEVELOPMENT CORP,INDIA TOURISM DEVELOPMENT CORP,1,0.05,ITDC
BSE,bse_cm,J&KBANK,532209,E,JAMMU & KASHMIR BANK LTD.,JAMMU & KASHMIR BANK LTD.,1,0.05,J&KBANK
BSE,bse_cm,CUB,532210,E,CITY UNION BANK LTD.,CITY UNION BANK LTD.,1,0.05,CUB
BSE,bse_cm,ARCHIES,532212,E,ARCHIES LTD.,ARCHIES LTD.,1,0.05,ARCHIES
BSE,bse_cm,AXISBANK,532215,E,AXIS BANK LTD.,AXIS BANK LTD.,1,0.05,AXISBANK
BSE,bse_cm,HBSTOCK,532216,E,HB STOCKHOLDINGS LTD.,HB STOCKHOLDINGS LTD.,1,0.05,HBSTOCK
BSE,bse_cm,SIELFNS,532217,E,SIEL FINANCIAL SERVICES LTD.,SIEL FINANCIAL SERVICES LTD.,1,0.01,SIELFNS
BSE,bse_cm,SOUTHBANK,532218,E,SOUTH INDIAN BANK LTD.,SOUTH INDIAN BANK LTD.,1,0.05,SOUTHBANK
BSE,bse_cm,ENERGYDEV,532219,E,ENERGY DEVELOPMENT COMPANY LTD,ENERGY DEVELOPMENT COMPANY LTD,1,0.05,ENERGYDEV
BSE,bse_cm,SONATSOFTW,532221,E,SONATA SOFTWARE LTD.,SONATA SOFTWARE LTD.,1,0.05,SONATSOFTW
BSE,bse_cm,BENGALT,532230,E,BENGAL TEA & FABRICS LTD.,BENGAL TEA & FABRICS LTD.,1,0.05,BENGALT
BSE,bse_cm,NATIONALUM,532234,E,NATIONAL ALUMINIUM CO.LTD.,NATIONAL ALUMINIUM CO.LTD.,1,0.05,NATIONALUM
BSE,bse_cm,INDNIPPON,532240,E,INDIA NIPPON ELECTRICALS LTD.,INDIA NIPPON ELECTRICALS LTD.,1,0.05,INDNIPPON
BSE,bse_cm,NSIL,532256,E,NALWA SONS INVESTMENTS LTD.,NALWA SONS INVESTMENTS LTD.,1,0.05,NSIL
BSE,bse_cm,APARINDS,532259,E,APAR INDUSTRIES LTD.,APAR INDUSTRIES LTD.,1,0.05,APARINDS
BSE,bse_cm,TCIIND,532262,E,TCI INDUSTRIES LTD.,TCI INDUSTRIES LTD.,1,0.05,TCIIND
BSE,bse_cm,ACCELYA,532268,E,ACCELYA SOLUTIONS INDIA LIMITE,ACCELYA SOLUTIONS INDIA LIMITE,1,0.05,ACCELYA
BSE,bse_cm,ORCHASP,532271,E,ORCHASP LIMITED,ORCHASP LIMITED,1,0.01,ORCHASP
BSE,bse_cm,LANDMARC,532275,E,LANDMARC LEISURE CORPORATION L,LANDMARC LEISURE CORPORATION L,1,0.01,LANDMARC
BSE,bse_cm,HCLTECH,532281,E,HCL TECHNOLOGIES LTD.,HCL TECHNOLOGIES LTD.,1,0.05,HCLTECH
BSE,bse_cm,TCFCFINQ,532284,E,TCFC FINANCE LTD.,TCFC FINANCE LTD.,1,0.05,TCFCFINQ
BSE,bse_cm,GEOJITFSL,532285,E,Geojit Financial Services Limi,Geojit Financial Services Limi,1,0.05,GEOJITFSL
BSE,bse_cm,JINDALSTEL,532286,E,JINDAL STEEL & POWER LTD.,JINDAL STEEL & POWER LTD.,1,0.05,JINDALSTEL
BSE,bse_cm,BLBLIMITED,532290,E,BLB LTD.,BLB LTD.,1,0.05,BLBLIMITED
BSE,bse_cm,GLENMARK,532296,E,GLENMARK PHARMACEUTICALS LTD.,GLENMARK PHARMACEUTICALS LTD.,1,0.05,GLENMARK
BSE,bse_cm,WOCKPHARMA,532300,E,WOCKHARDT LTD.,WOCKHARDT LTD.,1,0.05,WOCKPHARMA
BSE,bse_cm,TATACOFFEE,532301,E,TATA COFFEE LTD.,TATA COFFEE LTD.,1,0.05,TATACOFFEE
BSE,bse_cm,KJMCCORP,532304,E,KJMC CORPORATE ADVISORS (INDIA,KJMC CORPORATE ADVISORS (INDIA,1,0.05,KJMCCORP
BSE,bse_cm,INDSWFTLAB,532305,E,IND-SWIFT LABORATORIES LTD.,IND-SWIFT LABORATORIES LTD.,1,0.05,INDSWFTLAB
BSE,bse_cm,MELSTAR,532307,E,MELSTAR INFORMATION TECHNOLOGI,MELSTAR INFORMATION TECHNOLOGI,1,0.01,MELSTAR
BSE,bse_cm,GEPIL,532309,E,GE Power India Ltd,GE Power India Ltd,1,0.05,GEPIL
BSE,bse_cm,SHREERAMA,532310,E,SHREE RAMA MULTI-TECH LTD.,SHREE RAMA MULTI-TECH LTD.,1,0.01,SHREERAMA
BSE,bse_cm,MAHLIFE,532313,E,MAHINDRA LIFESPACE DEVELOPERS,MAHINDRA LIFESPACE DEVELOPERS,1,0.05,MAHLIFE
BSE,bse_cm,TELESYS,532315,E,TELESYS SOFTWARE LTD.,TELESYS SOFTWARE LTD.,1,0.01,TELESYS
BSE,bse_cm,VAARAD,532320,E,VAARAD VENTURES LTD,VAARAD VENTURES LTD,1,0.01,VAARAD
BSE,bse_cm,ZYDUSLIFE,532321,E,Zydus Lifesciences Limited,Zydus Lifesciences Limited,1,0.05,ZYDUSLIFE
BSE,bse_cm,SHIVACEM,532323,E,SHIVA CEMENT LTD.,SHIVA CEMENT LTD.,1,0.05,SHIVACEM
BSE,bse_cm,CINEVISTA,532324,E,CINEVISTA LTD.,CINEVISTA LTD.,1,0.01,CINEVISTA
BSE,bse_cm,INTENTECH,532326,E,INTENSE TECHNOLOGIES LTD.,INTENSE TECHNOLOGIES LTD.,1,0.05,INTENTECH
BSE,bse_cm,DANLAW,532329,E,DANLAW TECHNOLOGIES INDIA LTD.,DANLAW TECHNOLOGIES INDIA LTD.,1,0.05,DANLAW
BSE,bse_cm,AJANTPHARM,532331,E,AJANTA PHARMA LTD.,AJANTA PHARMA LTD.,1,0.05,AJANTPHARM
BSE,bse_cm,HBPOR,532333,E,HB PORTFOLIO LTD.,HB PORTFOLIO LTD.,1,0.05,HBPOR
BSE,bse_cm,HBESD,532334,E,HB ESTATE DEVELOPERS LTD.,HB ESTATE DEVELOPERS LTD.,1,0.05,HBESD
BSE,bse_cm,AMBICAAGAR,532335,E,AMBICA AGARBATHIES & AROMA IND,AMBICA AGARBATHIES & AROMA IND,1,0.05,AMBICAAGAR
BSE,bse_cm,BARONINF,532336,E,BARON INFOTECH LTD.,BARON INFOTECH LTD.,1,0.01,BARONINF
BSE,bse_cm,COMPUSOFT,532339,E,COMPUCOM SOFTWARE LTD.,COMPUCOM SOFTWARE LTD.,1,0.05,COMPUSOFT
BSE,bse_cm,OMNIAX,532340,E,OMNI AXS SOFTWARE LTD.,OMNI AXS SOFTWARE LTD.,1,0.01,OMNIAX
BSE,bse_cm,IZMO,532341,E,IZMO Limited,IZMO Limited,1,0.05,IZMO
BSE,bse_cm,TVSMOTOR,532343,E,TVS MOTOR COMPANY LTD.,TVS MOTOR COMPANY LTD.,1,0.05,TVSMOTOR
BSE,bse_cm,SOFTSOL,532344,E,SOFTSOL INDIA LTD.,SOFTSOL INDIA LTD.,1,0.05,SOFTSOL
BSE,bse_cm,GATI,532345,E,GATI LTD.,GATI LTD.,1,0.05,GATI
BSE,bse_cm,SUBEX,532348,E,SUBEX LTD.,SUBEX LTD.,1,0.05,SUBEX
