Exch,Exchange Segment,Symbol,Token,Instrument Type,Instrument Name,Formatted Ins Name,Lot Size,Tick Size,Trading Symbol
BSE,bse_cm,ABB,500002,E,ABB INDIA LIMITED,ABB INDIA LIMITED,1,0.05,ABB
BSE,bse_cm,AEGISLOG,500003,E,AEGIS LOGISTICS LTD.,AEGIS LOGISTICS LTD.,1,0.05,AEGISLOG
BSE,bse_cm,AMARAJABAT,500008,E,AMARA RAJA BATTERIES LTD.,AMARA RAJA BATTERIES LTD.,1,0.05,AMARAJABAT
BSE,bse_cm,AMBALALSA,500009,E,AMBALAL SARABHAI ENTERPRISES L,AMBALAL SARABHAI ENTERPRISES L,1,0.05,AMBALALSA
BSE,bse_cm,HDFC,500010,E,HOUSING DEVELOPMENT FINANCE CO,HOUSING DEVELOPMENT FINANCE CO,1,0.05,HDFC
BSE,bse_cm,ANDHRAPET,500012,E,ANDHRA PETROCHEMICALS LTD.,ANDHRA PETROCHEMICALS LTD.,1,0.05,ANDHRAPET
BSE,bse_cm,ANSALAPI,500013,E,ANSAL PROPERTIES & INFRASTRUCT,ANSAL PROPERTIES & INFRASTRUCT,1,0.05,ANSALAPI
BSE,bse_cm,UTIQUE,500014,E,UTIQUE ENTERPRISES LIMITED,UTIQUE ENTERPRISES LIMITED,1,0.01,UTIQUE
BSE,bse_cm,ARUNAHTEL,500016,E,ARUNA HOTELS LTD.,ARUNA HOTELS LTD.,1,0.01,ARUNAHTEL
BSE,bse_cm,BOMDYEING,500020,E,BOMBAY DYEING & MFG.CO.LTD.,BOMBAY DYEING & MFG.CO.LTD.,1,0.05,BOMDYEING
BSE,bse_cm,ASIANHOTNR,500023,E,ASIAN HOTELS (NORTH) LIMITED,ASIAN HOTELS (NORTH) LIMITED,1,0.05,ASIANHOTNR
BSE,bse_cm,ATUL,500027,E,ATUL LTD.,ATUL LTD.,1,0.05,ATUL
BSE,bse_cm,ATVPR,500028,E,ATV PROJECTS INDIA LTD.,ATV PROJECTS INDIA LTD.,1,0.01,ATVPR
BSE,bse_cm,BAJAJELEC,500031,E,BAJAJ ELECTRICALS LTD.,BAJAJ ELECTRICALS LTD.,1,0.05,BAJAJELEC
BSE,bse_cm,BAJAJHIND,500032,E,BAJAJ HINDUSTHAN SUGAR LIMITED,BAJAJ HINDUSTHAN SUGAR LIMITED,1,0.05,BAJAJHIND
BSE,bse_cm,FORCEMOT,500033,E,FORCE MOTORS LTD.,FORCE MOTORS LTD.,1,0.05,FORCEMOT
BSE,bse_cm,BAJFINANCE,500034,E,BAJAJ FINANCE LIMITED,BAJAJ FINANCE LIMITED,1,0.05,BAJFINANCE
BSE,bse_cm,BALRAMCHIN*,500038,E,BALRAMPUR CHINI MILLS LTD.,BALRAMPUR CHINI MILLS LTD.,1,0.05,BALRAMCHIN*
BSE,bse_cm,BANCOINDIA,500039,E,BANCO PRODUCTS (INDIA) LTD.,BANCO PRODUCTS (INDIA) LTD.,1,0.05,BANCOINDIA
BSE,bse_cm,CENTURYTEX,500040,E,CENTURY TEXTILES & INDUSTRIES,CENTURY TEXTILES & INDUSTRIES,1,0.05,CENTURYTEX
BSE,bse_cm,BANARISUG,500041,E,BANNARI AMMAN SUGARS LTD.,BANNARI AMMAN SUGARS LTD.,1,0.05,BANARISUG
BSE,bse_cm,BASF,500042,E,BASF INDIA LTD.,BASF INDIA LTD.,1,0.05,BASF
BSE,bse_cm,BATAINDIA,500043,E,BATA INDIA LTD.,BATA INDIA LTD.,1,0.05,BATAINDIA
BSE,bse_cm,BEML,500048,E,BEML LTD.,BEML LTD.,1,0.05,BEML
BSE,bse_cm,BEL,500049,E,BHARAT ELECTRONICS LTD.,BHARAT ELECTRONICS LTD.,1,0.05,BEL
BSE,bse_cm,BEPL,500052,E,BHANSALI ENGINEERING POLYMERS,BHANSALI ENGINEERING POLYMERS,1,0.05,BEPL
BSE,bse_cm,BIHSPONG,500058,E,BIHAR SPONGE IRON LTD.,BIHAR SPONGE IRON LTD.,1,0.01,BIHSPONG
BSE,bse_cm,BIRLACABLE,500060,E,Birla Cable Limited,Birla Cable Limited,1,0.05,BIRLACABLE
BSE,bse_cm,BLUESTARCO,500067,E,BLUE STAR LTD.,BLUE STAR LTD.,1,0.05,BLUESTARCO
BSE,bse_cm,DISAQ,500068,E,DISA INDIA LTD.,DISA INDIA LTD.,1,0.05,DISAQ
BSE,bse_cm,QUESTCAP,500069,E,QUEST CAPITAL MARKETS LIMITED,QUEST CAPITAL MARKETS LIMITED,1,0.05,QUESTCAP
BSE,bse_cm,BPL,500074,E,BPL LTD.,BPL LTD.,1,0.05,BPL
BSE,bse_cm,OAL,500078,E,ORIENTAL AROMATICS LIMITED,ORIENTAL AROMATICS LIMITED,1,0.05,OAL
BSE,bse_cm,CENTEXT,500083,E,CENTURY EXTRUSIONS LTD.,CENTURY EXTRUSIONS LTD.,1,0.01,CENTEXT
BSE,bse_cm,CESC,500084,E,CESC LTD.,CESC LTD.,1,0.05,CESC
BSE,bse_cm,CHAMBLFERT,500085,E,CHAMBAL FERTILISERS & CHEMICAL,CHAMBAL FERTILISERS & CHEMICAL,1,0.05,CHAMBLFERT
BSE,bse_cm,EXIDEIND,500086,E,EXIDE INDUSTRIES LTD.,EXIDE INDUSTRIES LTD.,1,0.05,EXIDEIND
BSE,bse_cm,CIPLA,500087,E,CIPLA LTD.,CIPLA LTD.,1,0.05,CIPLA
BSE,bse_cm,DICIND,500089,E,DIC INDIA LTD.,DIC INDIA LTD.,1,0.05,DICIND
BSE,bse_cm,CRISIL,500092,E,CRISIL LTD.,CRISIL LTD.,1,0.05,CRISIL
BSE,bse_cm,CGPOWER,500093,E,CG Power and Industrial Soluti,CG Power and Industrial Soluti,1,0.05,CGPOWER
BSE,bse_cm,DABUR,500096,E,DABUR INDIA LTD.,DABUR INDIA LTD.,1,0.05,DABUR
BSE,bse_cm,DALMIASUG,500097,E,DALMIA BHARAT SUGAR AND INDUST,DALMIA BHARAT SUGAR AND INDUST,1,0.05,DALMIASUG
BSE,bse_cm,ARVIND,500101,E,ARVIND LTD.,ARVIND LTD.,1,0.05,ARVIND
BSE,bse_cm,BALLARPUR,500102,E,BALLARPUR INDUSTRIES LTD.,BALLARPUR INDUSTRIES LTD.,1,0.01,BALLARPUR
BSE,bse_cm,BHEL,500103,E,BHARAT HEAVY ELECTRICALS LTD.,BHARAT HEAVY ELECTRICALS LTD.,1,0.05,BHEL
BSE,bse_cm,HINDPETRO,500104,E,HINDUSTAN PETROLEUM CORPORATIO,HINDUSTAN PETROLEUM CORPORATIO,1,0.05,HINDPETRO
BSE,bse_cm,IFCI,500106,E,IFCI LTD.,IFCI LTD.,1,0.01,IFCI
BSE,bse_cm,MTNL,500108,E,MAHANAGAR TELEPHONE NIGAM LTD.,MAHANAGAR TELEPHONE NIGAM LTD.,1,0.05,MTNL
BSE,bse_cm,MRPL,500109,E,MANGALORE REFINERY & PETROCHEM,MANGALORE REFINERY & PETROCHEM,1,0.05,MRPL
BSE,bse_cm,CHENNPETRO,500110,E,CHENNAI PETROLEUM CORPORATION,CHENNAI PETROLEUM CORPORATION,1,0.05,CHENNPETRO
BSE,bse_cm,RELCAPITAL,500111,E,RELIANCE CAPITAL LTD.,RELIANCE CAPITAL LTD.,1,0.01,RELCAPITAL
BSE,bse_cm,SBIN,500112,E,STATE BANK OF INDIA,STATE BANK OF INDIA,1,0.05,SBIN
BSE,bse_cm,SAIL,500113,E,STEEL AUTHORITY OF INDIA LTD.,STEEL AUTHORITY OF INDIA LTD.,1,0.05,SAIL
BSE,bse_cm,TITAN,500114,E,TITAN COMPANY LIMITED,TITAN COMPANY LIMITED,1,0.05,TITAN
BSE,bse_cm,IDBI,500116,E,IDBI BANK LTD.,IDBI BANK LTD.,1,0.05,IDBI
BSE,bse_cm,DCW,500117,E,DCW LTD.,DCW LTD.,1,0.05,DCW
BSE,bse_cm,DHAMPURSUG,500119,E,DHAMPUR SUGAR MILLS LTD.,DHAMPUR SUGAR MILLS LTD.,1,0.05,DHAMPURSUG
BSE,bse_cm,DIAMINESQ,500120,E,DIAMINES & CHEMICALS LTD.,DIAMINES & CHEMICALS LTD.,1,0.05,DIAMINESQ
BSE,bse_cm,ELANTAS,500123,E,ELANTAS BECK INDIA LTD.,ELANTAS BECK INDIA LTD.,1,0.05,ELANTAS
BSE,bse_cm,DRREDDY,500124,E,DR.REDDYS LABORATORIES LTD.,DR.REDDYS LABORATORIES LTD.,1,0.05,DRREDDY
BSE,bse_cm,EIDPARRY,500125,E,E.I.D.-PARRY (INDIA) LTD.,E.I.D.-PARRY (INDIA) LTD.,1,0.05,EIDPARRY
BSE,bse_cm,PGHL,500126,E,PROCTER & GAMBLE HEALTH LIMITE,PROCTER & GAMBLE HEALTH LIMITE,1,0.05,PGHL
BSE,bse_cm,ELECTCAST,500128,E,ELECTROSTEEL CASTINGS LTD.,ELECTROSTEEL CASTINGS LTD.,1,0.05,ELECTCAST
BSE,bse_cm,ESABINDIA,500133,E,ESAB INDIA LTD.,ESAB INDIA LTD.,1,0.05,ESABINDIA
BSE,bse_cm,EPL,500135,E,EPL LIMITED,EPL LIMITED,1,0.05,EPL
BSE,bse_cm,ESTER,500136,E,ESTER INDUSTRIES LTD.,ESTER INDUSTRIES LTD.,1,0.05,ESTER
BSE,bse_cm,FGP,500142,E,FGP LTD.,FGP LTD.,1,0.01,FGP
BSE,bse_cm,PHCAP,500143,E,PH CAPITAL LTD.,PH CAPITAL LTD.,1,0.05,PHCAP
BSE,bse_cm,FINCABLES,500144,E,FINOLEX CABLES LTD.,FINOLEX CABLES LTD.,1,0.05,FINCABLES
BSE,bse_cm,COCKERILL,500147,E,JOHN COCKERILL INDIA LIMITED,JOHN COCKERILL INDIA LIMITED,1,0.05,COCKERILL
BSE,bse_cm,UFLEX,500148,E,UFLEX LTD.,UFLEX LTD.,1,0.05,UFLEX
BSE,bse_cm,FOSECOIND,500150,E,FOSECO INDIA LTD.,FOSECO INDIA LTD.,1,0.05,FOSECOIND
BSE,bse_cm,GOLDENTOBC,500151,E,GOLDEN TOBACCO LTD.,GOLDEN TOBACCO LTD.,1,0.05,GOLDENTOBC
BSE,bse_cm,GANESHBE,500153,E,GANESH BENZOPLAST LTD.,GANESH BENZOPLAST LTD.,1,0.05,GANESHBE
BSE,bse_cm,METROGLOBL,500159,E,METROGLOBAL LIMITED,METROGLOBAL LIMITED,1,0.05,METROGLOBL
BSE,bse_cm,GTL,500160,E,GTL LTD.,GTL LTD.,1,0.01,GTL
BSE,bse_cm,GODFRYPHLP,500163,E,GODFREY PHILLIPS INDIA LTD.,GODFREY PHILLIPS INDIA LTD.,1,0.05,GODFRYPHLP
BSE,bse_cm,GODREJIND,500164,E,GODREJ INDUSTRIES LTD.,GODREJ INDUSTRIES LTD.,1,0.05,GODREJIND
BSE,bse_cm,KANSAINER,500165,E,KANSAI NEROLAC PAINTS LTD.,KANSAI NEROLAC PAINTS LTD.,1,0.05,KANSAINER
BSE,bse_cm,GOODRICKE,500166,E,GOODRICKE GROUP LTD.,GOODRICKE GROUP LTD.,1,0.05,GOODRICKE
BSE,bse_cm,GOODYEAR,500168,E,GOODYEAR INDIA LTD.,GOODYEAR INDIA LTD.,1,0.05,GOODYEAR
BSE,bse_cm,GTNINDS,500170,E,GTN INDUSTRIES LTD.,GTN INDUSTRIES LTD.,1,0.05,GTNINDS
BSE,bse_cm,GHCL,500171,E,GHCL LTD.,GHCL LTD.,1,0.05,GHCL
BSE,bse_cm,GFLLIMITED,500173,E,GFL LIMITED,GFL LIMITED,1,0.05,GFLLIMITED
BSE,bse_cm,GLFL,500174,E,GUJARAT LEASE FINANCING LTD.,GUJARAT LEASE FINANCING LTD.,1,0.01,GLFL
BSE,bse_cm,HCL-INSYS,500179,E,HCL INFOSYSTEMS LTD.,HCL INFOSYSTEMS LTD.,1,0.05,HCL-INSYS
BSE,bse_cm,HDFCBANK,500180,E,HDFC BANK LTD.,HDFC BANK LTD.,1,0.05,HDFCBANK
BSE,bse_cm,HEROMOTOCO,500182,E,HERO MOTOCORP LTD.,HERO MOTOCORP LTD.,1,0.05,HEROMOTOCO
BSE,bse_cm,HFCL,500183,E,HFCL LIMITED,HFCL LIMITED,1,0.05,HFCL
BSE,bse_cm,HSCL,500184,E,Himadri Speciality Chemical Lt,Himadri Speciality Chemical Lt,1,0.05,HSCL
BSE,bse_cm,HCC,500185,E,HINDUSTAN CONSTRUCTION CO.LTD.,HINDUSTAN CONSTRUCTION CO.LTD.,1,0.05,HCC
BSE,bse_cm,HINDOILEXP,500186,E,HINDUSTAN OIL EXPLORATION CO.L,HINDUSTAN OIL EXPLORATION CO.L,1,0.05,HINDOILEXP
BSE,bse_cm,AGI,500187,E,AGI GREENPAC LIMITED,AGI GREENPAC LIMITED,1,0.05,AGI
BSE,bse_cm,HINDZINC,500188,E,HINDUSTAN ZINC LTD.,HINDUSTAN ZINC LTD.,1,0.05,HINDZINC
BSE,bse_cm,NXTDIGITAL,500189,E,NXTDIGITAL LIMITED,NXTDIGITAL LIMITED,1,0.05,NXTDIGITAL
BSE,bse_cm,HMT,500191,E,HMT LTD.,HMT LTD.,1,0.05,HMT
BSE,bse_cm,PRAGBOS,500192,E,PRAG BOSIMI SYNTHETICS LTD.,PRAG BOSIMI SYNTHETICS LTD.,1,0.01,PRAGBOS
BSE,bse_cm,HLVLTD,500193,E,HLV LIMITED,HLV LIMITED,1,0.01,HLVLTD
BSE,bse_cm,IGPL,500199,E,I G PETROCHEMICALS LTD.,I G PETROCHEMICALS LTD.,1,0.05,IGPL
BSE,bse_cm,INDIAGLYCO,500201,E,INDIA GLYCOLS LTD.,INDIA GLYCOLS LTD.,1,0.05,INDIAGLYCO
BSE,bse_cm,INDLEASE,500202,E,INDIA LEASE DEVELOPMENT LTD.,INDIA LEASE DEVELOPMENT LTD.,1,0.01,INDLEASE
BSE,bse_cm,MARGOFIN,500206,E,MARGO FINANCE LIMITED,MARGO FINANCE LIMITED,1,0.05,MARGOFIN
BSE,bse_cm,INDORAMA,500207,E,INDO RAMA SYNTHETICS (INDIA) L,INDO RAMA SYNTHETICS (INDIA) L,1,0.05,INDORAMA
BSE,bse_cm,INFY*,500209,E,INFOSYS LTD.,INFOSYS LTD.,1,0.05,INFY*
BSE,bse_cm,INGERRAND,500210,E,INGERSOLL-RAND (INDIA) LTD.,INGERSOLL-RAND (INDIA) LTD.,1,0.05,INGERRAND
BSE,bse_cm,ITHL,500213,E,INTERNATIONAL TRAVEL HOUSE LTD,INTERNATIONAL TRAVEL HOUSE LTD,1,0.05,ITHL
BSE,bse_cm,IONEXCHANG,500214,E,ION EXCHANGE (INDIA) LTD.,ION EXCHANGE (INDIA) LTD.,1,0.05,IONEXCHANG
BSE,bse_cm,ATFL,500215,E,AGRO TECH FOODS LTD.,AGRO TECH FOODS LTD.,1,0.05,ATFL
BSE,bse_cm,JISLJALEQS,500219,E,JAIN IRRIGATION SYSTEMS LTD.,JAIN IRRIGATION SYSTEMS LTD.,1,0.05,JISLJALEQS
BSE,bse_cm,JASCH,500220,E,JASCH INDUSTRIES LTD.,JASCH INDUSTRIES LTD.,1,0.05,JASCH
BSE,bse_cm,JCTLTD,500223,E,JCT LTD.,JCT LTD.,1,0.01,JCTLTD
BSE,bse_cm,JINDALPOLY,500227,E,JINDAL POLY FILMS LTD.,JINDAL POLY FILMS LTD.,1,0.05,JINDALPOLY
BSE,bse_cm,JSWSTEEL,500228,E,JSW STEEL LTD.,JSW STEEL LTD.,1,0.05,JSWSTEEL
BSE,bse_cm,UMANGDAIR,500231,E,UMANG DAIRIES LTD.,UMANG DAIRIES LTD.,1,0.05,UMANGDAIR
BSE,bse_cm,KAJARIACER,500233,E,KAJARIA CERAMICS LTD.,KAJARIA CERAMICS LTD.,1,0.05,KAJARIACER
BSE,bse_cm,KAKATCEM,500234,E,KAKATIYA CEMENT SUGAR & INDUST,KAKATIYA CEMENT SUGAR & INDUST,1,0.05,KAKATCEM
BSE,bse_cm,KSL,500235,E,KALYANI STEELS LTD.,KALYANI STEELS LTD.,1,0.05,KSL
BSE,bse_cm,KANELIND,500236,E,KANEL INDUSTRIES LIMITED,KANEL INDUSTRIES LIMITED,1,0.01,KANELIND
BSE,bse_cm,WHIRLPOOL,500238,E,WHIRLPOOL OF INDIA LTD.,WHIRLPOOL OF INDIA LTD.,1,0.05,WHIRLPOOL
BSE,bse_cm,KGDENIM,500239,E,KG DENIM LTD.,KG DENIM LTD.,1,0.05,KGDENIM
BSE,bse_cm,KINETICENG,500240,E,KINETIC ENGINEERING LTD.,KINETIC ENGINEERING LTD.,1,0.05,KINETICENG
BSE,bse_cm,KIRLOSBROS,500241,E,KIRLOSKAR BROTHERS LTD.,KIRLOSKAR BROTHERS LTD.,1,0.05,KIRLOSBROS
BSE,bse_cm,KIRLOSIND,500243,E,KIRLOSKAR INDUSTRIES LTD,KIRLOSKAR INDUSTRIES LTD,1,0.05,KIRLOSIND
BSE,bse_cm,KIRLFER,500245,E,KIRLOSKAR FERROUS INDUSTRIES L,KIRLOSKAR FERROUS INDUSTRIES L,1,0.05,KIRLFER
BSE,bse_cm,ENVAIREL,500246,E,ENVAIR ELECTRODYNE LTD.,ENVAIR ELECTRODYNE LTD.,1,0.05,ENVAIREL
BSE,bse_cm,KOTAKBANK,500247,E,KOTAK MAHINDRA BANK LTD.,KOTAK MAHINDRA BANK LTD.,1,0.05,KOTAKBANK
BSE,bse_cm,KRIFILIND,500248,E,KRISHNA FILAMENT INDUSTRIES LI,KRISHNA FILAMENT INDUSTRIES LI,1,0.01,KRIFILIND
BSE,bse_cm,KSB,500249,E,KSB LIMITED,KSB LIMITED,1,0.05,KSB
BSE,bse_cm,LGBBROSLTD,500250,E,L.G.BALAKRISHNAN & BROS.LTD.,L.G.BALAKRISHNAN & BROS.LTD.,1,0.05,LGBBROSLTD
BSE,bse_cm,TRENT,500251,E,TRENT LTD.,TRENT LTD.,1,0.05,TRENT
BSE,bse_cm,LAXMIMACH,500252,E,LAKSHMI MACHINE WORKS LTD.,LAKSHMI MACHINE WORKS LTD.,1,0.05,LAXMIMACH
BSE,bse_cm,LICHSGFIN,500253,E,LIC HOUSING FINANCE LTD.,LIC HOUSING FINANCE LTD.,1,0.05,LICHSGFIN
BSE,bse_cm,LUPIN,500257,E,LUPIN LTD.,LUPIN LTD.,1,0.05,LUPIN
BSE,bse_cm,LYKALABS,500259,E,LYKA LABS LTD.,LYKA LABS LTD.,1,0.05,LYKALABS
BSE,bse_cm,RAMCOCEM,500260,E,THE RAMCO CEMENTS LIMITED,THE RAMCO CEMENTS LIMITED,1,0.05,RAMCOCEM
BSE,bse_cm,HYBRIDFIN,500262,E,HYBRID FINANCIAL SERVICES LIMI,HYBRID FINANCIAL SERVICES LIMI,1,0.05,HYBRIDFIN
BSE,bse_cm,MAFATIND,500264,E,MAFATLAL INDUSTRIES LTD.,MAFATLAL INDUSTRIES LTD.,1,0.05,MAFATIND
BSE,bse_cm,MAHSEAMLES,500265,E,MAHARASHTRA SEAMLESS LTD.,MAHARASHTRA SEAMLESS LTD.,1,0.05,MAHSEAMLES
BSE,bse_cm,MAHSCOOTER,500266,E,MAHARASHTRA SCOOTERS LTD.,MAHARASHTRA SCOOTERS LTD.,1,0.05,MAHSCOOTER
BSE,bse_cm,MAJESAUT,500267,E,MAJESTIC AUTO LTD.,MAJESTIC AUTO LTD.,1,0.05,MAJESAUT
BSE,bse_cm,MANALIPETC,500268,E,MANALI PETROCHEMICAL LTD.,MANALI PETROCHEMICAL LTD.,1,0.05,MANALIPETC
BSE,bse_cm,BARODARY,500270,E,BARODA RAYON CORPORATION LTD.,BARODA RAYON CORPORATION LTD.,1,0.05,BARODARY
BSE,bse_cm,MFSL,500271,E,Max Financial Services Limited,Max Financial Services Limited,1,0.05,MFSL
BSE,bse_cm,MIDINDIA,500277,E,MID INDIA INDUSTRIES LTD.,MID INDIA INDUSTRIES LTD.,1,0.01,MIDINDIA
BSE,bse_cm,MIRCELECTR,500279,E,MIRC ELECTRONICS LTD.,MIRC ELECTRONICS LTD.,1,0.05,MIRCELECTR
BSE,bse_cm,CENTENKA,500280,E,CENTURY ENKA LTD.,CENTURY ENKA LTD.,1,0.05,CENTENKA
BSE,bse_cm,LORDSCHLO,500284,E,LORDS CHLORO ALKALI LTD.,LORDS CHLORO ALKALI LTD.,1,0.05,LORDSCHLO
BSE,bse_cm,SPICEJET,500285,E,SPICEJET LTD.,SPICEJET LTD.,1,0.05,SPICEJET
BSE,bse_cm,MOREPENLAB,500288,E,MOREPEN LABORATORIES LTD.,MOREPEN LABORATORIES LTD.,1,0.05,MOREPENLAB
BSE,bse_cm,MRF,500290,E,MRF LTD.,MRF LTD.,1,0.05,MRF
BSE,bse_cm,HEIDELBERG,500292,E,HEIDELBERGCEMENT INDIA LTD.,HEIDELBERGCEMENT INDIA LTD.,1,0.05,HEIDELBERG
BSE,bse_cm,NCC,500294,E,NCC LIMITED,NCC LIMITED,1,0.05,NCC
BSE,bse_cm,VEDL,500295,E,VEDANTA LIMITED,VEDANTA LIMITED,1,0.05,VEDL
BSE,bse_cm,NAHARSPING,500296,E,NAHAR SPINNING MILLS LTD.,NAHAR SPINNING MILLS LTD.,1,0.05,NAHARSPING
BSE,bse_cm,NATPEROX,500298,E,NATIONAL PEROXIDE LTD.,NATIONAL PEROXIDE LTD.,1,0.05,NATPEROX
BSE,bse_cm,GRASIM,500300,E,GRASIM INDUSTRIES LTD.,GRASIM INDUSTRIES LTD.,1,0.05,GRASIM
BSE,bse_cm,PEL,500302,E,PIRAMAL ENTERPRISES LTD.,PIRAMAL ENTERPRISES LTD.,1,0.05,PEL
BSE,bse_cm,NIITLTD,500304,E,NIIT LTD.,NIIT LTD.,1,0.05,NIITLTD
BSE,bse_cm,JAYKAY,500306,E,JAYKAY ENTERPRISES LTD.,JAYKAY ENTERPRISES LTD.,1,0.05,JAYKAY
BSE,bse_cm,NIRLON,500307,E,NIRLON LTD.,NIRLON LTD.,1,0.05,NIRLON
BSE,bse_cm,ONGC,500312,E,OIL AND NATURAL GAS CORPORATIO,OIL AND NATURAL GAS CORPORATIO,1,0.05,ONGC
BSE,bse_cm,OILCOUNTUB,500313,E,OIL COUNTRY TUBULAR LTD.,OIL COUNTRY TUBULAR LTD.,1,0.05,OILCOUNTUB
BSE,bse_cm,ORIENTHOT,500314,E,ORIENTAL HOTELS LTD.,ORIENTAL HOTELS LTD.,1,0.05,ORIENTHOT
BSE,bse_cm,OSWALAGRO,500317,E,OSWAL AGRO MILLS LTD.,OSWAL AGRO MILLS LTD.,1,0.05,OSWALAGRO
BSE,bse_cm,INDSUCR,500319,E,INDIAN SUCROSE LTD.,INDIAN SUCROSE LTD.,1,0.05,INDSUCR
BSE,bse_cm,RELIANCE,500325,E,RELIANCE INDUSTRIES LTD.,RELIANCE INDUSTRIES LTD.,1,0.05,RELIANCE
BSE,bse_cm,PILITA,500327,E,Pil Italica Lifestyle Limited,Pil Italica Lifestyle Limited,1,0.01,PILITA
BSE,bse_cm,RAYMOND,500330,E,RAYMOND LTD.,RAYMOND LTD.,1,0.05,RAYMOND
BSE,bse_cm,PIDILITIND,500331,E,PIDILITE INDUSTRIES LTD.,PIDILITE INDUSTRIES LTD.,1,0.05,PIDILITIND
BSE,bse_cm,PIXTRANS,500333,E,PIX TRANSMISSIONS LTD.,PIX TRANSMISSIONS LTD.,1,0.05,PIXTRANS
BSE,bse_cm,BIRLACORPN,500335,E,BIRLA CORPORATION LTD.,BIRLA CORPORATION LTD.,1,0.05,BIRLACORPN
BSE,bse_cm,SURYAROSNI,500336,E,SURYA ROSHNI LTD.,SURYA ROSHNI LTD.,1,0.05,SURYAROSNI
BSE,bse_cm,PRIMESECU,500337,E,PRIME SECURITIES LTD.,PRIME SECURITIES LTD.,1,0.05,PRIMESECU
BSE,bse_cm,PRSMJOHNSN,500338,E,PRISM JOHNSON LIMITED.,PRISM JOHNSON LIMITED.,1,0.05,PRSMJOHNSN
BSE,bse_cm,RAIN,500339,E,RAIN INDUSTRIES LIMITED,RAIN INDUSTRIES LIMITED,1,0.05,RAIN
BSE,bse_cm,AMJLAND,500343,E,AMJ LAND HOLDINGS LIMITED,AMJ LAND HOLDINGS LIMITED,1,0.05,AMJLAND
BSE,bse_cm,PUNJCOMMU,500346,E,PUNJAB COMMUNICATIONS LTD.,PUNJAB COMMUNICATIONS LTD.,1,0.05,PUNJCOMMU
BSE,bse_cm,RSWM,500350,E,RSWM LTD.,RSWM LTD.,1,0.05,RSWM
BSE,bse_cm,RAJSREESUG,500354,E,RAJSHREE SUGARS & CHEMICALS LT,RAJSHREE SUGARS & CHEMICALS LT,1,0.05,RAJSREESUG
BSE,bse_cm,RALLIS,500355,E,RALLIS INDIA LTD.,RALLIS INDIA LTD.,1,0.05,RALLIS
BSE,bse_cm,RAMANEWS,500356,E,SHREE RAMA NEWSPRINT LTD.,SHREE RAMA NEWSPRINT LTD.,1,0.05,RAMANEWS
BSE,bse_cm,RAMAPPR-B,500357,E,RAMA PAPER MILLS LTD.,RAMA PAPER MILLS LTD.,1,0.05,RAMAPPR-B
BSE,bse_cm,RAMAPETRO,500358,E,RAMA PETROCHEMICALS LTD.,RAMA PETROCHEMICALS LTD.,1,0.01,RAMAPETRO
BSE,bse_cm,RAPICUT,500360,E,RAPICUT CARBIDES LTD.,RAPICUT CARBIDES LTD.,1,0.05,RAPICUT
BSE,bse_cm,WELSPLSOL,500365,E,WELSPUN SPECIALTY SOLUTIONS LI,WELSPUN SPECIALTY SOLUTIONS LI,1,0.05,WELSPLSOL
BSE,bse_cm,ROLTA,500366,E,ROLTA INDIA LTD.,ROLTA INDIA LTD.,1,0.01,ROLTA
BSE,bse_cm,RUBFILA,500367,E,RUBFILA INTERNATIONAL LTD.,RUBFILA INTERNATIONAL LTD.,1,0.05,RUBFILA
BSE,bse_cm,PATANJALI,500368,E,Patanjali Foods Limited,Patanjali Foods Limited,1,0.05,PATANJALI
BSE,bse_cm,SALORAINTL,500370,E,SALORA INTERNATIONAL LTD.,SALORA INTERNATIONAL LTD.,1,0.05,SALORAINTL
BSE,bse_cm,JINDALSAW,500378,E,JINDAL SAW LTD.,JINDAL SAW LTD.,1,0.05,JINDALSAW
BSE,bse_cm,JKLAKSHMI,500380,E,JK LAKSHMI CEMENT LTD.,JK LAKSHMI CEMENT LTD.,1,0.05,JKLAKSHMI
BSE,bse_cm,SHREECEM,500387,E,SHREE CEMENT LTD.,SHREE CEMENT LTD.,1,0.05,SHREECEM
BSE,bse_cm,SKPMIL,500388,E,SHREE KRISHNA PAPER MILLS & IN,SHREE KRISHNA PAPER MILLS & IN,1,0.05,SKPMIL
BSE,bse_cm,RELINFRA,500390,E,RELIANCE INFRASTRUCTURE LTD.,RELIANCE INFRASTRUCTURE LTD.,1,0.05,RELINFRA
BSE,bse_cm,TATAPOWER,500400,E,TATA POWER CO.LTD.,TATA POWER CO.LTD.,1,0.05,TATAPOWER
BSE,bse_cm,SPMLINFRA,500402,E,SPML INFRA LIMITED,SPML INFRA LIMITED,1,0.05,SPMLINFRA
BSE,bse_cm,SUNDRMFAST,500403,E,SUNDRAM FASTENERS LTD.,SUNDRAM FASTENERS LTD.,1,0.05,SUNDRMFAST
BSE,bse_cm,SUNFLAG,500404,E,SUNFLAG IRON & STEEL CO.LTD.,SUNFLAG IRON & STEEL CO.LTD.,1,0.05,SUNFLAG
BSE,bse_cm,SPLPETRO,500405,E,SUPREME PETROCHEM LTD.,SUPREME PETROCHEM LTD.,1,0.05,SPLPETRO
BSE,bse_cm,SWARAJENG,500407,E,SWARAJ ENGINES LTD.,SWARAJ ENGINES LTD.,1,0.05,SWARAJENG
