Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Trading Symbol,Formatted Ins Name,Expiry Date,Lot Size,Tick Size
MCX,mcx_fo,GOLD,246842,OPTFUT,CE,49400,GOLD23JUL49400CE,GOLD23JUL49400CE,GOLD 26JUL23 49400 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246843,OPTFUT,PE,49400,GOLD23JUL49400PE,GOLD23JUL49400PE,GOLD 26JUL23 49400 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246569,OPTFUT,CE,49500,GOLD23JUL49500CE,GOLD23JUL49500CE,GOLD 26JUL23 49500 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246570,OPTFUT,PE,49500,GOLD23JUL49500PE,GOLD23JUL49500PE,GOLD 26JUL23 49500 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246571,OPTFUT,CE,49600,GOLD23JUL49600CE,GOLD23JUL49600CE,GOLD 26JUL23 49600 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246572,OPTFUT,PE,49600,GOLD23JUL49600PE,GOLD23JUL49600PE,GOLD 26JUL23 49600 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246573,OPTFUT,CE,49700,GOLD23JUL49700CE,GOLD23JUL49700CE,GOLD 26JUL23 49700 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246574,OPTFUT,PE,49700,GOLD23JUL49700PE,GOLD23JUL49700PE,GOLD 26JUL23 49700 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246575,OPTFUT,CE,49800,GOLD23JUL49800CE,GOLD23JUL49800CE,GOLD 26JUL23 49800 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246576,OPTFUT,PE,49800,GOLD23JUL49800PE,GOLD23JUL49800PE,GOLD 26JUL23 49800 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246294,OPTFUT,CE,49900,GOLD23JUL49900CE,GOLD23JUL49900CE,GOLD 26JUL23 49900 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246295,OPTFUT,PE,49900,GOLD23JUL49900PE,GOLD23JUL49900PE,GOLD 26JUL23 49900 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246296,OPTFUT,CE,50000,GOLD23JUL50000CE,GOLD23JUL50000CE,GOLD 26JUL23 50000 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246297,OPTFUT,PE,50000,GOLD23JUL50000PE,GOLD23JUL50000PE,GOLD 26JUL23 50000 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246298,OPTFUT,CE,50100,GOLD23JUL50100CE,GOLD23JUL50100CE,GOLD 26JUL23 50100 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246299,OPTFUT,PE,50100,GOLD23JUL50100PE,GOLD23JUL50100PE,GOLD 26JUL23 50100 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246300,OPTFUT,CE,50200,GOLD23JUL50200CE,GOLD23JUL50200CE,GOLD 26JUL23 50200 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246301,OPTFUT,PE,50200,GOLD23JUL50200PE,GOLD23JUL50200PE,GOLD 26JUL23 50200 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246066,OPTFUT,CE,50300,GOLD23JUL50300CE,GOLD23JUL50300CE,GOLD 26JUL23 50300 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246067,OPTFUT,PE,50300,GOLD23JUL50300PE,GOLD23JUL50300PE,GOLD 26JUL23 50300 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246068,OPTFUT,CE,50400,GOLD23JUL50400CE,GOLD23JUL50400CE,GOLD 26JUL23 50400 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246069,OPTFUT,PE,50400,GOLD23JUL50400PE,GOLD23JUL50400PE,GOLD 26JUL23 50400 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246070,OPTFUT,CE,50500,GOLD23JUL50500CE,GOLD23JUL50500CE,GOLD 26JUL23 50500 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246071,OPTFUT,PE,50500,GOLD23JUL50500PE,GOLD23JUL50500PE,GOLD 26JUL23 50500 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246048,OPTFUT,CE,50600,GOLD23JUL50600CE,GOLD23JUL50600CE,GOLD 26JUL23 50600 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246049,OPTFUT,PE,50600,GOLD23JUL50600PE,GOLD23JUL50600PE,GOLD 26JUL23 50600 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246050,OPTFUT,CE,50700,GOLD23JUL50700CE,GOLD23JUL50700CE,GOLD 26JUL23 50700 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246051,OPTFUT,PE,50700,GOLD23JUL50700PE,GOLD23JUL50700PE,GOLD 26JUL23 50700 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246052,OPTFUT,CE,50800,GOLD23JUL50800CE,GOLD23JUL50800CE,GOLD 26JUL23 50800 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246053,OPTFUT,PE,50800,GOLD23JUL50800PE,GOLD23JUL50800PE,GOLD 26JUL23 50800 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246054,OPTFUT,CE,50900,GOLD23JUL50900CE,GOLD23JUL50900CE,GOLD 26JUL23 50900 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246055,OPTFUT,PE,50900,GOLD23JUL50900PE,GOLD23JUL50900PE,GOLD 26JUL23 50900 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246056,OPTFUT,CE,51000,GOLD23JUL51000CE,GOLD23JUL51000CE,GOLD 26JUL23 51000 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246057,OPTFUT,PE,51000,GOLD23JUL51000PE,GOLD23JUL51000PE,GOLD 26JUL23 51000 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246058,OPTFUT,CE,51100,GOLD23JUL51100CE,GOLD23JUL51100CE,GOLD 26JUL23 51100 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,246059,OPTFUT,PE,51100,GOLD23JUL51100PE,GOLD23JUL51100PE,GOLD 26JUL23 51100 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245908,OPTFUT,CE,51200,GOLD23JUL51200CE,GOLD23JUL51200CE,GOLD 26JUL23 51200 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245909,OPTFUT,PE,51200,GOLD23JUL51200PE,GOLD23JUL51200PE,GOLD 26JUL23 51200 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245910,OPTFUT,CE,51300,GOLD23JUL51300CE,GOLD23JUL51300CE,GOLD 26JUL23 51300 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245911,OPTFUT,PE,51300,GOLD23JUL51300PE,GOLD23JUL51300PE,GOLD 26JUL23 51300 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245912,OPTFUT,CE,51400,GOLD23JUL51400CE,GOLD23JUL51400CE,GOLD 26JUL23 51400 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245913,OPTFUT,PE,51400,GOLD23JUL51400PE,GOLD23JUL51400PE,GOLD 26JUL23 51400 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245914,OPTFUT,CE,51500,GOLD23JUL51500CE,GOLD23JUL51500CE,GOLD 26JUL23 51500 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245915,OPTFUT,PE,51500,GOLD23JUL51500PE,GOLD23JUL51500PE,GOLD 26JUL23 51500 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245916,OPTFUT,CE,51600,GOLD23JUL51600CE,GOLD23JUL51600CE,GOLD 26JUL23 51600 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245917,OPTFUT,PE,51600,GOLD23JUL51600PE,GOLD23JUL51600PE,GOLD 26JUL23 51600 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245918,OPTFUT,CE,51700,GOLD23JUL51700CE,GOLD23JUL51700CE,GOLD 26JUL23 51700 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245919,OPTFUT,PE,51700,GOLD23JUL51700PE,GOLD23JUL51700PE,GOLD 26JUL23 51700 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245920,OPTFUT,CE,51800,GOLD23JUL51800CE,GOLD23JUL51800CE,GOLD 26JUL23 51800 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245921,OPTFUT,PE,51800,GOLD23JUL51800PE,GOLD23JUL51800PE,GOLD 26JUL23 51800 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245922,OPTFUT,CE,51900,GOLD23JUL51900CE,GOLD23JUL51900CE,GOLD 26JUL23 51900 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245923,OPTFUT,PE,51900,GOLD23JUL51900PE,GOLD23JUL51900PE,GOLD 26JUL23 51900 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245924,OPTFUT,CE,52000,GOLD23JUL52000CE,GOLD23JUL52000CE,GOLD 26JUL23 52000 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245925,OPTFUT,PE,52000,GOLD23JUL52000PE,GOLD23JUL52000PE,GOLD 26JUL23 52000 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245926,OPTFUT,CE,52100,GOLD23JUL52100CE,GOLD23JUL52100CE,GOLD 26JUL23 52100 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245927,OPTFUT,PE,52100,GOLD23JUL52100PE,GOLD23JUL52100PE,GOLD 26JUL23 52100 PE,2023-07-26,1,0.5
MCX,mcx_fo,SILVER,251534,OPTFUT,PE,79000,SILVER23AUG79000PE,SILVER23AUG79000PE,SILVER 25AUG23 79000 PE,2023-08-25,30,0.5
MCX,mcx_fo,SILVER,251848,OPTFUT,CE,79250,SILVER23AUG79250CE,SILVER23AUG79250CE,SILVER 25AUG23 79250 CE,2023-08-25,30,0.5
MCX,mcx_fo,SILVER,251849,OPTFUT,PE,79250,SILVER23AUG79250PE,SILVER23AUG79250PE,SILVER 25AUG23 79250 PE,2023-08-25,30,0.5
MCX,mcx_fo,SILVER,251850,OPTFUT,CE,79500,SILVER23AUG79500CE,SILVER23AUG79500CE,SILVER 25AUG23 79500 CE,2023-08-25,30,0.5
MCX,mcx_fo,SILVER,251851,OPTFUT,PE,79500,SILVER23AUG79500PE,SILVER23AUG79500PE,SILVER 25AUG23 79500 PE,2023-08-25,30,0.5
MCX,mcx_fo,CRUDEOIL,247398,FUTCOM,,0,CRUDEOIL23MARFUT,CRUDEOIL23MARFUT,CRUDEOIL 20MAR23 FUT,2023-03-20,100,1.0
MCX,mcx_fo,ALUMINIUM,247925,FUTCOM,,0,ALUMINIUM23FEBFUT,ALUMINIUM23FEBFUT,ALUMINIUM 28FEB23 FUT,2023-02-28,5,0.05
MCX,mcx_fo,COPPER,247926,FUTCOM,,0,COPPER23FEBFUT,COPPER23FEBFUT,COPPER 28FEB23 FUT,2023-02-28,2500,0.05
MCX,mcx_fo,LEAD,247927,FUTCOM,,0,LEAD23FEBFUT,LEAD23FEBFUT,LEAD 28FEB23 FUT,2023-02-28,5,0.05
MCX,mcx_fo,NICKEL,247928,FUTCOM,,0,NICKEL23FEBFUT,NICKEL23FEBFUT,NICKEL 28FEB23 FUT,2023-02-28,1500,0.1
MCX,mcx_fo,MENTHAOIL,247929,FUTCOM,,0,MENTHAOIL23MARFUT,MENTHAOIL23MARFUT,MENTHAOIL 31MAR23 FUT,2023-03-31,360,0.1
MCX,mcx_fo,ZINC,247930,FUTCOM,,0,ZINC23FEBFUT,ZINC23FEBFUT,ZINC 28FEB23 FUT,2023-02-28,5,0.05
MCX,mcx_fo,SILVERMIC,247931,FUTCOM,,0,SILVERMIC23JUNFUT,SILVERMIC23JUNFUT,SILVERMIC 30JUN23 FUT,2023-06-30,1,1.0
MCX,mcx_fo,GOLDGUINEA,247933,FUTCOM,,0,GOLDGUINEA23JANFUT,GOLDGUINEA23JANFUT,GOLDGUINEA 31JAN23 FUT,2023-01-31,8,1.0
MCX,mcx_fo,GOLDPETAL,247934,FUTCOM,,0,GOLDPETAL23JANFUT,GOLDPETAL23JANFUT,GOLDPETAL 31JAN23 FUT,2023-01-31,1,1.0
MCX,mcx_fo,GLDFEBAP23,248238,FUTCOM,,0,GLDFEBAP2323FEBFUT,GLDFEBAP2323FEBFUT,GLDFEBAP23 03FEB23 FUT,2023-02-03,1,1.0
MCX,mcx_fo,GOLD,248400,FUTCOM,,0,GOLD23OCTFUT,GOLD23OCTFUT,GOLD 05OCT23 FUT,2023-10-05,1,1.0
MCX,mcx_fo,SILVERM,248401,FUTCOM,,0,SILVERM23NOVFUT,SILVERM23NOVFUT,SILVERM 30NOV23 FUT,2023-11-30,5,1.0
MCX,mcx_fo,GOLD,248412,OPTFUT,CE,49000,GOLD23SEP49000CE,GOLD23SEP49000CE,GOLD 26SEP23 49000 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,248413,OPTFUT,PE,49000,GOLD23SEP49000PE,GOLD23SEP49000PE,GOLD 26SEP23 49000 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,248414,OPTFUT,CE,49100,GOLD23SEP49100CE,GOLD23SEP49100CE,GOLD 26SEP23 49100 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,248415,OPTFUT,PE,49100,GOLD23SEP49100PE,GOLD23SEP49100PE,GOLD 26SEP23 49100 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,248416,OPTFUT,CE,49200,GOLD23SEP49200CE,GOLD23SEP49200CE,GOLD 26SEP23 49200 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,248417,OPTFUT,PE,49200,GOLD23SEP49200PE,GOLD23SEP49200PE,GOLD 26SEP23 49200 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,248418,OPTFUT,CE,49300,GOLD23SEP49300CE,GOLD23SEP49300CE,GOLD 26SEP23 49300 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,248419,OPTFUT,PE,49300,GOLD23SEP49300PE,GOLD23SEP49300PE,GOLD 26SEP23 49300 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,248420,OPTFUT,CE,49400,GOLD23SEP49400CE,GOLD23SEP49400CE,GOLD 26SEP23 49400 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,248421,OPTFUT,PE,49400,GOLD23SEP49400PE,GOLD23SEP49400PE,GOLD 26SEP23 49400 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,248422,OPTFUT,CE,49500,GOLD23SEP49500CE,GOLD23SEP49500CE,GOLD 26SEP23 49500 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,248423,OPTFUT,PE,49500,GOLD23SEP49500PE,GOLD23SEP49500PE,GOLD 26SEP23 49500 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,248424,OPTFUT,CE,49600,GOLD23SEP49600CE,GOLD23SEP49600CE,GOLD 26SEP23 49600 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,248425,OPTFUT,PE,49600,GOLD23SEP49600PE,GOLD23SEP49600PE,GOLD 26SEP23 49600 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,248426,OPTFUT,CE,49700,GOLD23SEP49700CE,GOLD23SEP49700CE,GOLD 26SEP23 49700 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,248427,OPTFUT,PE,49700,GOLD23SEP49700PE,GOLD23SEP49700PE,GOLD 26SEP23 49700 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,248428,OPTFUT,CE,49800,GOLD23SEP49800CE,GOLD23SEP49800CE,GOLD 26SEP23 49800 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,248429,OPTFUT,PE,49800,GOLD23SEP49800PE,GOLD23SEP49800PE,GOLD 26SEP23 49800 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,248430,OPTFUT,CE,49900,GOLD23SEP49900CE,GOLD23SEP49900CE,GOLD 26SEP23 49900 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,248431,OPTFUT,PE,49900,GOLD23SEP49900PE,GOLD23SEP49900PE,GOLD 26SEP23 49900 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,248432,OPTFUT,CE,50000,GOLD23SEP50000CE,GOLD23SEP50000CE,GOLD 26SEP23 50000 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,248433,OPTFUT,PE,50000,GOLD23SEP50000PE,GOLD23SEP50000PE,GOLD 26SEP23 50000 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,248434,OPTFUT,CE,50100,GOLD23SEP50100CE,GOLD23SEP50100CE,GOLD 26SEP23 50100 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,248435,OPTFUT,PE,50100,GOLD23SEP50100PE,GOLD23SEP50100PE,GOLD 26SEP23 50100 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,248436,OPTFUT,CE,50200,GOLD23SEP50200CE,GOLD23SEP50200CE,GOLD 26SEP23 50200 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,248437,OPTFUT,PE,50200,GOLD23SEP50200PE,GOLD23SEP50200PE,GOLD 26SEP23 50200 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249148,OPTFUT,CE,54900,GOLD23SEP54900CE,GOLD23SEP54900CE,GOLD 26SEP23 54900 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249149,OPTFUT,PE,54900,GOLD23SEP54900PE,GOLD23SEP54900PE,GOLD 26SEP23 54900 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249150,OPTFUT,CE,55000,GOLD23SEP55000CE,GOLD23SEP55000CE,GOLD 26SEP23 55000 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249151,OPTFUT,PE,55000,GOLD23SEP55000PE,GOLD23SEP55000PE,GOLD 26SEP23 55000 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249152,OPTFUT,CE,55100,GOLD23SEP55100CE,GOLD23SEP55100CE,GOLD 26SEP23 55100 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249153,OPTFUT,PE,55100,GOLD23SEP55100PE,GOLD23SEP55100PE,GOLD 26SEP23 55100 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249306,OPTFUT,CE,55200,GOLD23SEP55200CE,GOLD23SEP55200CE,GOLD 26SEP23 55200 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249307,OPTFUT,PE,55200,GOLD23SEP55200PE,GOLD23SEP55200PE,GOLD 26SEP23 55200 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249308,OPTFUT,CE,55300,GOLD23SEP55300CE,GOLD23SEP55300CE,GOLD 26SEP23 55300 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249309,OPTFUT,PE,55300,GOLD23SEP55300PE,GOLD23SEP55300PE,GOLD 26SEP23 55300 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249310,OPTFUT,CE,55400,GOLD23SEP55400CE,GOLD23SEP55400CE,GOLD 26SEP23 55400 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249311,OPTFUT,PE,55400,GOLD23SEP55400PE,GOLD23SEP55400PE,GOLD 26SEP23 55400 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249312,OPTFUT,CE,55500,GOLD23SEP55500CE,GOLD23SEP55500CE,GOLD 26SEP23 55500 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249313,OPTFUT,PE,55500,GOLD23SEP55500PE,GOLD23SEP55500PE,GOLD 26SEP23 55500 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249314,OPTFUT,CE,55600,GOLD23SEP55600CE,GOLD23SEP55600CE,GOLD 26SEP23 55600 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249315,OPTFUT,PE,55600,GOLD23SEP55600PE,GOLD23SEP55600PE,GOLD 26SEP23 55600 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249316,OPTFUT,CE,55700,GOLD23SEP55700CE,GOLD23SEP55700CE,GOLD 26SEP23 55700 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249317,OPTFUT,PE,55700,GOLD23SEP55700PE,GOLD23SEP55700PE,GOLD 26SEP23 55700 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249318,OPTFUT,CE,55800,GOLD23SEP55800CE,GOLD23SEP55800CE,GOLD 26SEP23 55800 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249319,OPTFUT,PE,55800,GOLD23SEP55800PE,GOLD23SEP55800PE,GOLD 26SEP23 55800 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249320,OPTFUT,CE,55900,GOLD23SEP55900CE,GOLD23SEP55900CE,GOLD 26SEP23 55900 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249321,OPTFUT,PE,55900,GOLD23SEP55900PE,GOLD23SEP55900PE,GOLD 26SEP23 55900 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249322,OPTFUT,CE,56000,GOLD23SEP56000CE,GOLD23SEP56000CE,GOLD 26SEP23 56000 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249323,OPTFUT,PE,56000,GOLD23SEP56000PE,GOLD23SEP56000PE,GOLD 26SEP23 56000 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249372,OPTFUT,CE,56100,GOLD23SEP56100CE,GOLD23SEP56100CE,GOLD 26SEP23 56100 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249373,OPTFUT,PE,56100,GOLD23SEP56100PE,GOLD23SEP56100PE,GOLD 26SEP23 56100 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249374,OPTFUT,CE,56200,GOLD23SEP56200CE,GOLD23SEP56200CE,GOLD 26SEP23 56200 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249375,OPTFUT,PE,56200,GOLD23SEP56200PE,GOLD23SEP56200PE,GOLD 26SEP23 56200 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249376,OPTFUT,CE,56300,GOLD23SEP56300CE,GOLD23SEP56300CE,GOLD 26SEP23 56300 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249377,OPTFUT,PE,56300,GOLD23SEP56300PE,GOLD23SEP56300PE,GOLD 26SEP23 56300 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249378,OPTFUT,CE,56400,GOLD23SEP56400CE,GOLD23SEP56400CE,GOLD 26SEP23 56400 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249379,OPTFUT,PE,56400,GOLD23SEP56400PE,GOLD23SEP56400PE,GOLD 26SEP23 56400 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249380,OPTFUT,CE,56500,GOLD23SEP56500CE,GOLD23SEP56500CE,GOLD 26SEP23 56500 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249381,OPTFUT,PE,56500,GOLD23SEP56500PE,GOLD23SEP56500PE,GOLD 26SEP23 56500 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249382,OPTFUT,CE,56600,GOLD23SEP56600CE,GOLD23SEP56600CE,GOLD 26SEP23 56600 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249383,OPTFUT,PE,56600,GOLD23SEP56600PE,GOLD23SEP56600PE,GOLD 26SEP23 56600 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249384,OPTFUT,CE,56700,GOLD23SEP56700CE,GOLD23SEP56700CE,GOLD 26SEP23 56700 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249385,OPTFUT,PE,56700,GOLD23SEP56700PE,GOLD23SEP56700PE,GOLD 26SEP23 56700 PE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249466,OPTFUT,CE,56800,GOLD23SEP56800CE,GOLD23SEP56800CE,GOLD 26SEP23 56800 CE,2023-09-26,1,0.5
MCX,mcx_fo,GOLD,249467,OPTFUT,PE,56800,GOLD23SEP56800PE,GOLD23SEP56800PE,GOLD 26SEP23 56800 PE,2023-09-26,1,0.5
MCX,mcx_fo,NATURALGAS,250374,OPTFUT,PE,305,NATURALGAS23FEB305PE,NATURALGAS23FEB305PE,NATURALGAS 21FEB23 305 PE,2023-02-21,1250,0.05
MCX,mcx_fo,NATURALGAS,250375,OPTFUT,CE,310,NATURALGAS23FEB310CE,NATURALGAS23FEB310CE,NATURALGAS 21FEB23 310 CE,2023-02-21,1250,0.05
MCX,mcx_fo,NATURALGAS,250376,OPTFUT,PE,310,NATURALGAS23FEB310PE,NATURALGAS23FEB310PE,NATURALGAS 21FEB23 310 PE,2023-02-21,1250,0.05
MCX,mcx_fo,NATURALGAS,250377,OPTFUT,CE,315,NATURALGAS23FEB315CE,NATURALGAS23FEB315CE,NATURALGAS 21FEB23 315 CE,2023-02-21,1250,0.05
MCX,mcx_fo,NATURALGAS,250378,OPTFUT,PE,315,NATURALGAS23FEB315PE,NATURALGAS23FEB315PE,NATURALGAS 21FEB23 315 PE,2023-02-21,1250,0.05
MCX,mcx_fo,NATURALGAS,250379,OPTFUT,CE,320,NATURALGAS23FEB320CE,NATURALGAS23FEB320CE,NATURALGAS 21FEB23 320 CE,2023-02-21,1250,0.05
MCX,mcx_fo,NATURALGAS,250380,OPTFUT,PE,320,NATURALGAS23FEB320PE,NATURALGAS23FEB320PE,NATURALGAS 21FEB23 320 PE,2023-02-21,1250,0.05
MCX,mcx_fo,NATURALGAS,250326,OPTFUT,CE,325,NATURALGAS23FEB325CE,NATURALGAS23FEB325CE,NATURALGAS 21FEB23 325 CE,2023-02-21,1250,0.05
MCX,mcx_fo,NATURALGAS,250327,OPTFUT,PE,325,NATURALGAS23FEB325PE,NATURALGAS23FEB325PE,NATURALGAS 21FEB23 325 PE,2023-02-21,1250,0.05
MCX,mcx_fo,NATURALGAS,250328,OPTFUT,CE,330,NATURALGAS23FEB330CE,NATURALGAS23FEB330CE,NATURALGAS 21FEB23 330 CE,2023-02-21,1250,0.05
MCX,mcx_fo,NATURALGAS,250329,OPTFUT,PE,330,NATURALGAS23FEB330PE,NATURALGAS23FEB330PE,NATURALGAS 21FEB23 330 PE,2023-02-21,1250,0.05
MCX,mcx_fo,NATURALGAS,250330,OPTFUT,CE,335,NATURALGAS23FEB335CE,NATURALGAS23FEB335CE,NATURALGAS 21FEB23 335 CE,2023-02-21,1250,0.05
MCX,mcx_fo,NATURALGAS,250331,OPTFUT,PE,335,NATURALGAS23FEB335PE,NATURALGAS23FEB335PE,NATURALGAS 21FEB23 335 PE,2023-02-21,1250,0.05
MCX,mcx_fo,NATURALGAS,250332,OPTFUT,CE,340,NATURALGAS23FEB340CE,NATURALGAS23FEB340CE,NATURALGAS 21FEB23 340 CE,2023-02-21,1250,0.05
MCX,mcx_fo,NATURALGAS,250333,OPTFUT,PE,340,NATURALGAS23FEB340PE,NATURALGAS23FEB340PE,NATURALGAS 21FEB23 340 PE,2023-02-21,1250,0.05
MCX,mcx_fo,NATURALGAS,250334,OPTFUT,CE,345,NATURALGAS23FEB345CE,NATURALGAS23FEB345CE,NATURALGAS 21FEB23 345 CE,2023-02-21,1250,0.05
