Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Trading Symbol,Formatted Ins Name,Expiry Date,Lot Size,Tick Size
MCX,mcx_fo,GOLD,240396,OPTFUT,CE,55300,GOLD23MAR55300CE,GOLD23MAR55300CE,GOLD 27MAR23 55300 CE,2023-03-27,1,0.5
MCX,mcx_fo,GOLD,240397,OPTFUT,PE,55300,GOLD23MAR55300PE,GOLD23MAR55300PE,GOLD 27MAR23 55300 PE,2023-03-27,1,0.5
MCX,mcx_fo,GOLD,240398,OPTFUT,CE,55400,GOLD23MAR55400CE,GOLD23MAR55400CE,GOLD 27MAR23 55400 CE,2023-03-27,1,0.5
MCX,mcx_fo,GOLD,240399,OPTFUT,PE,55400,GOLD23MAR55400PE,GOLD23MAR55400PE,GOLD 27MAR23 55400 PE,2023-03-27,1,0.5
MCX,mcx_fo,GOLD,243162,OPTFUT,CE,49600,GOLD23MAY49600CE,GOLD23MAY49600CE,GOLD 25MAY23 49600 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243163,OPTFUT,PE,49600,GOLD23MAY49600PE,GOLD23MAY49600PE,GOLD 25MAY23 49600 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243164,OPTFUT,CE,49700,GOLD23MAY49700CE,GOLD23MAY49700CE,GOLD 25MAY23 49700 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243165,OPTFUT,PE,49700,GOLD23MAY49700PE,GOLD23MAY49700PE,GOLD 25MAY23 49700 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243166,OPTFUT,CE,49800,GOLD23MAY49800CE,GOLD23MAY49800CE,GOLD 25MAY23 49800 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243167,OPTFUT,PE,49800,GOLD23MAY49800PE,GOLD23MAY49800PE,GOLD 25MAY23 49800 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243168,OPTFUT,CE,49900,GOLD23MAY49900CE,GOLD23MAY49900CE,GOLD 25MAY23 49900 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243169,OPTFUT,PE,49900,GOLD23MAY49900PE,GOLD23MAY49900PE,GOLD 25MAY23 49900 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243170,OPTFUT,CE,50000,GOLD23MAY50000CE,GOLD23MAY50000CE,GOLD 25MAY23 50000 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243171,OPTFUT,PE,50000,GOLD23MAY50000PE,GOLD23MAY50000PE,GOLD 25MAY23 50000 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243172,OPTFUT,CE,50100,GOLD23MAY50100CE,GOLD23MAY50100CE,GOLD 25MAY23 50100 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243173,OPTFUT,PE,50100,GOLD23MAY50100PE,GOLD23MAY50100PE,GOLD 25MAY23 50100 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243174,OPTFUT,CE,50200,GOLD23MAY50200CE,GOLD23MAY50200CE,GOLD 25MAY23 50200 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243175,OPTFUT,PE,50200,GOLD23MAY50200PE,GOLD23MAY50200PE,GOLD 25MAY23 50200 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243176,OPTFUT,CE,50300,GOLD23MAY50300CE,GOLD23MAY50300CE,GOLD 25MAY23 50300 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243177,OPTFUT,PE,50300,GOLD23MAY50300PE,GOLD23MAY50300PE,GOLD 25MAY23 50300 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243178,OPTFUT,CE,50400,GOLD23MAY50400CE,GOLD23MAY50400CE,GOLD 25MAY23 50400 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243179,OPTFUT,PE,50400,GOLD23MAY50400PE,GOLD23MAY50400PE,GOLD 25MAY23 50400 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243180,OPTFUT,CE,50500,GOLD23MAY50500CE,GOLD23MAY50500CE,GOLD 25MAY23 50500 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243181,OPTFUT,PE,50500,GOLD23MAY50500PE,GOLD23MAY50500PE,GOLD 25MAY23 50500 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243182,OPTFUT,CE,50600,GOLD23MAY50600CE,GOLD23MAY50600CE,GOLD 25MAY23 50600 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243183,OPTFUT,PE,50600,GOLD23MAY50600PE,GOLD23MAY50600PE,GOLD 25MAY23 50600 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243184,OPTFUT,CE,50700,GOLD23MAY50700CE,GOLD23MAY50700CE,GOLD 25MAY23 50700 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243185,OPTFUT,PE,50700,GOLD23MAY50700PE,GOLD23MAY50700PE,GOLD 25MAY23 50700 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243186,OPTFUT,CE,50800,GOLD23MAY50800CE,GOLD23MAY50800CE,GOLD 25MAY23 50800 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243187,OPTFUT,PE,50800,GOLD23MAY50800PE,GOLD23MAY50800PE,GOLD 25MAY23 50800 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243188,OPTFUT,CE,50900,GOLD23MAY50900CE,GOLD23MAY50900CE,GOLD 25MAY23 50900 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243189,OPTFUT,PE,50900,GOLD23MAY50900PE,GOLD23MAY50900PE,GOLD 25MAY23 50900 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243190,OPTFUT,CE,51000,GOLD23MAY51000CE,GOLD23MAY51000CE,GOLD 25MAY23 51000 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243191,OPTFUT,PE,51000,GOLD23MAY51000PE,GOLD23MAY51000PE,GOLD 25MAY23 51000 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243192,OPTFUT,CE,51100,GOLD23MAY51100CE,GOLD23MAY51100CE,GOLD 25MAY23 51100 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243193,OPTFUT,PE,51100,GOLD23MAY51100PE,GOLD23MAY51100PE,GOLD 25MAY23 51100 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243194,OPTFUT,CE,51200,GOLD23MAY51200CE,GOLD23MAY51200CE,GOLD 25MAY23 51200 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243195,OPTFUT,PE,51200,GOLD23MAY51200PE,GOLD23MAY51200PE,GOLD 25MAY23 51200 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243196,OPTFUT,CE,51300,GOLD23MAY51300CE,GOLD23MAY51300CE,GOLD 25MAY23 51300 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243197,OPTFUT,PE,51300,GOLD23MAY51300PE,GOLD23MAY51300PE,GOLD 25MAY23 51300 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243198,OPTFUT,CE,51400,GOLD23MAY51400CE,GOLD23MAY51400CE,GOLD 25MAY23 51400 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243199,OPTFUT,PE,51400,GOLD23MAY51400PE,GOLD23MAY51400PE,GOLD 25MAY23 51400 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243200,OPTFUT,CE,51500,GOLD23MAY51500CE,GOLD23MAY51500CE,GOLD 25MAY23 51500 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243201,OPTFUT,PE,51500,GOLD23MAY51500PE,GOLD23MAY51500PE,GOLD 25MAY23 51500 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243202,OPTFUT,CE,51600,GOLD23MAY51600CE,GOLD23MAY51600CE,GOLD 25MAY23 51600 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243203,OPTFUT,PE,51600,GOLD23MAY51600PE,GOLD23MAY51600PE,GOLD 25MAY23 51600 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243204,OPTFUT,CE,51700,GOLD23MAY51700CE,GOLD23MAY51700CE,GOLD 25MAY23 51700 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243205,OPTFUT,PE,51700,GOLD23MAY51700PE,GOLD23MAY51700PE,GOLD 25MAY23 51700 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243206,OPTFUT,CE,51800,GOLD23MAY51800CE,GOLD23MAY51800CE,GOLD 25MAY23 51800 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243207,OPTFUT,PE,51800,GOLD23MAY51800PE,GOLD23MAY51800PE,GOLD 25MAY23 51800 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243208,OPTFUT,CE,51900,GOLD23MAY51900CE,GOLD23MAY51900CE,GOLD 25MAY23 51900 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243209,OPTFUT,PE,51900,GOLD23MAY51900PE,GOLD23MAY51900PE,GOLD 25MAY23 51900 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243210,OPTFUT,CE,52000,GOLD23MAY52000CE,GOLD23MAY52000CE,GOLD 25MAY23 52000 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243211,OPTFUT,PE,52000,GOLD23MAY52000PE,GOLD23MAY52000PE,GOLD 25MAY23 52000 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243212,OPTFUT,CE,52100,GOLD23MAY52100CE,GOLD23MAY52100CE,GOLD 25MAY23 52100 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243213,OPTFUT,PE,52100,GOLD23MAY52100PE,GOLD23MAY52100PE,GOLD 25MAY23 52100 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243214,OPTFUT,CE,52200,GOLD23MAY52200CE,GOLD23MAY52200CE,GOLD 25MAY23 52200 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243215,OPTFUT,PE,52200,GOLD23MAY52200PE,GOLD23MAY52200PE,GOLD 25MAY23 52200 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243216,OPTFUT,CE,52300,GOLD23MAY52300CE,GOLD23MAY52300CE,GOLD 25MAY23 52300 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243217,OPTFUT,PE,52300,GOLD23MAY52300PE,GOLD23MAY52300PE,GOLD 25MAY23 52300 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243218,OPTFUT,CE,52400,GOLD23MAY52400CE,GOLD23MAY52400CE,GOLD 25MAY23 52400 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243219,OPTFUT,PE,52400,GOLD23MAY52400PE,GOLD23MAY52400PE,GOLD 25MAY23 52400 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243220,OPTFUT,CE,52500,GOLD23MAY52500CE,GOLD23MAY52500CE,GOLD 25MAY23 52500 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243221,OPTFUT,PE,52500,GOLD23MAY52500PE,GOLD23MAY52500PE,GOLD 25MAY23 52500 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243222,OPTFUT,CE,52600,GOLD23MAY52600CE,GOLD23MAY52600CE,GOLD 25MAY23 52600 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243223,OPTFUT,PE,52600,GOLD23MAY52600PE,GOLD23MAY52600PE,GOLD 25MAY23 52600 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243224,OPTFUT,CE,52700,GOLD23MAY52700CE,GOLD23MAY52700CE,GOLD 25MAY23 52700 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243225,OPTFUT,PE,52700,GOLD23MAY52700PE,GOLD23MAY52700PE,GOLD 25MAY23 52700 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243226,OPTFUT,CE,52800,GOLD23MAY52800CE,GOLD23MAY52800CE,GOLD 25MAY23 52800 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243227,OPTFUT,PE,52800,GOLD23MAY52800PE,GOLD23MAY52800PE,GOLD 25MAY23 52800 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243228,OPTFUT,CE,52900,GOLD23MAY52900CE,GOLD23MAY52900CE,GOLD 25MAY23 52900 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243229,OPTFUT,PE,52900,GOLD23MAY52900PE,GOLD23MAY52900PE,GOLD 25MAY23 52900 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243230,OPTFUT,CE,53000,GOLD23MAY53000CE,GOLD23MAY53000CE,GOLD 25MAY23 53000 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243231,OPTFUT,PE,53000,GOLD23MAY53000PE,GOLD23MAY53000PE,GOLD 25MAY23 53000 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243232,OPTFUT,CE,53100,GOLD23MAY53100CE,GOLD23MAY53100CE,GOLD 25MAY23 53100 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243233,OPTFUT,PE,53100,GOLD23MAY53100PE,GOLD23MAY53100PE,GOLD 25MAY23 53100 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243234,OPTFUT,CE,53200,GOLD23MAY53200CE,GOLD23MAY53200CE,GOLD 25MAY23 53200 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243235,OPTFUT,PE,53200,GOLD23MAY53200PE,GOLD23MAY53200PE,GOLD 25MAY23 53200 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243236,OPTFUT,CE,53300,GOLD23MAY53300CE,GOLD23MAY53300CE,GOLD 25MAY23 53300 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243237,OPTFUT,PE,53300,GOLD23MAY53300PE,GOLD23MAY53300PE,GOLD 25MAY23 53300 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243238,OPTFUT,CE,53400,GOLD23MAY53400CE,GOLD23MAY53400CE,GOLD 25MAY23 53400 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243239,OPTFUT,PE,53400,GOLD23MAY53400PE,GOLD23MAY53400PE,GOLD 25MAY23 53400 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243240,OPTFUT,CE,53500,GOLD23MAY53500CE,GOLD23MAY53500CE,GOLD 25MAY23 53500 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243241,OPTFUT,PE,53500,GOLD23MAY53500PE,GOLD23MAY53500PE,GOLD 25MAY23 53500 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243242,OPTFUT,CE,53600,GOLD23MAY53600CE,GOLD23MAY53600CE,GOLD 25MAY23 53600 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243243,OPTFUT,PE,53600,GOLD23MAY53600PE,GOLD23MAY53600PE,GOLD 25MAY23 53600 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243244,OPTFUT,CE,53700,GOLD23MAY53700CE,GOLD23MAY53700CE,GOLD 25MAY23 53700 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243245,OPTFUT,PE,53700,GOLD23MAY53700PE,GOLD23MAY53700PE,GOLD 25MAY23 53700 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243246,OPTFUT,CE,53800,GOLD23MAY53800CE,GOLD23MAY53800CE,GOLD 25MAY23 53800 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243247,OPTFUT,PE,53800,GOLD23MAY53800PE,GOLD23MAY53800PE,GOLD 25MAY23 53800 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243248,OPTFUT,CE,53900,GOLD23MAY53900CE,GOLD23MAY53900CE,GOLD 25MAY23 53900 CE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,243249,OPTFUT,PE,53900,GOLD23MAY53900PE,GOLD23MAY53900PE,GOLD 25MAY23 53900 PE,2023-05-25,1,0.5
MCX,mcx_fo,GOLD,247598,OPTFUT,CE,47800,GOLD23JUL47800CE,GOLD23JUL47800CE,GOLD 26JUL23 47800 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,247599,OPTFUT,PE,47800,GOLD23JUL47800PE,GOLD23JUL47800PE,GOLD 26JUL23 47800 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,247600,OPTFUT,CE,47900,GOLD23JUL47900CE,GOLD23JUL47900CE,GOLD 26JUL23 47900 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,247601,OPTFUT,PE,47900,GOLD23JUL47900PE,GOLD23JUL47900PE,GOLD 26JUL23 47900 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,247162,OPTFUT,CE,48000,GOLD23JUL48000CE,GOLD23JUL48000CE,GOLD 26JUL23 48000 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,247163,OPTFUT,PE,48000,GOLD23JUL48000PE,GOLD23JUL48000PE,GOLD 26JUL23 48000 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,247164,OPTFUT,CE,48100,GOLD23JUL48100CE,GOLD23JUL48100CE,GOLD 26JUL23 48100 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,247165,OPTFUT,PE,48100,GOLD23JUL48100PE,GOLD23JUL48100PE,GOLD 26JUL23 48100 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,247166,OPTFUT,CE,48200,GOLD23JUL48200CE,GOLD23JUL48200CE,GOLD 26JUL23 48200 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,247167,OPTFUT,PE,48200,GOLD23JUL48200PE,GOLD23JUL48200PE,GOLD 26JUL23 48200 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,247168,OPTFUT,CE,48300,GOLD23JUL48300CE,GOLD23JUL48300CE,GOLD 26JUL23 48300 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,247169,OPTFUT,PE,48300,GOLD23JUL48300PE,GOLD23JUL48300PE,GOLD 26JUL23 48300 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,247170,OPTFUT,CE,48400,GOLD23JUL48400CE,GOLD23JUL48400CE,GOLD 26JUL23 48400 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,247171,OPTFUT,PE,48400,GOLD23JUL48400PE,GOLD23JUL48400PE,GOLD 26JUL23 48400 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,247172,OPTFUT,CE,48500,GOLD23JUL48500CE,GOLD23JUL48500CE,GOLD 26JUL23 48500 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,247173,OPTFUT,PE,48500,GOLD23JUL48500PE,GOLD23JUL48500PE,GOLD 26JUL23 48500 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,247174,OPTFUT,CE,48600,GOLD23JUL48600CE,GOLD23JUL48600CE,GOLD 26JUL23 48600 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,247175,OPTFUT,PE,48600,GOLD23JUL48600PE,GOLD23JUL48600PE,GOLD 26JUL23 48600 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,247176,OPTFUT,CE,48700,GOLD23JUL48700CE,GOLD23JUL48700CE,GOLD 26JUL23 48700 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,247177,OPTFUT,PE,48700,GOLD23JUL48700PE,GOLD23JUL48700PE,GOLD 26JUL23 48700 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245952,OPTFUT,CE,53400,GOLD23JUL53400CE,GOLD23JUL53400CE,GOLD 26JUL23 53400 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245953,OPTFUT,PE,53400,GOLD23JUL53400PE,GOLD23JUL53400PE,GOLD 26JUL23 53400 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245954,OPTFUT,CE,53500,GOLD23JUL53500CE,GOLD23JUL53500CE,GOLD 26JUL23 53500 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245955,OPTFUT,PE,53500,GOLD23JUL53500PE,GOLD23JUL53500PE,GOLD 26JUL23 53500 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245956,OPTFUT,CE,53600,GOLD23JUL53600CE,GOLD23JUL53600CE,GOLD 26JUL23 53600 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245957,OPTFUT,PE,53600,GOLD23JUL53600PE,GOLD23JUL53600PE,GOLD 26JUL23 53600 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245958,OPTFUT,CE,53700,GOLD23JUL53700CE,GOLD23JUL53700CE,GOLD 26JUL23 53700 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245959,OPTFUT,PE,53700,GOLD23JUL53700PE,GOLD23JUL53700PE,GOLD 26JUL23 53700 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245960,OPTFUT,CE,53800,GOLD23JUL53800CE,GOLD23JUL53800CE,GOLD 26JUL23 53800 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245961,OPTFUT,PE,53800,GOLD23JUL53800PE,GOLD23JUL53800PE,GOLD 26JUL23 53800 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245962,OPTFUT,CE,53900,GOLD23JUL53900CE,GOLD23JUL53900CE,GOLD 26JUL23 53900 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245963,OPTFUT,PE,53900,GOLD23JUL53900PE,GOLD23JUL53900PE,GOLD 26JUL23 53900 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245964,OPTFUT,CE,54000,GOLD23JUL54000CE,GOLD23JUL54000CE,GOLD 26JUL23 54000 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245965,OPTFUT,PE,54000,GOLD23JUL54000PE,GOLD23JUL54000PE,GOLD 26JUL23 54000 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245966,OPTFUT,CE,54100,GOLD23JUL54100CE,GOLD23JUL54100CE,GOLD 26JUL23 54100 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245967,OPTFUT,PE,54100,GOLD23JUL54100PE,GOLD23JUL54100PE,GOLD 26JUL23 54100 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245968,OPTFUT,CE,54200,GOLD23JUL54200CE,GOLD23JUL54200CE,GOLD 26JUL23 54200 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245969,OPTFUT,PE,54200,GOLD23JUL54200PE,GOLD23JUL54200PE,GOLD 26JUL23 54200 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245970,OPTFUT,CE,54300,GOLD23JUL54300CE,GOLD23JUL54300CE,GOLD 26JUL23 54300 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245971,OPTFUT,PE,54300,GOLD23JUL54300PE,GOLD23JUL54300PE,GOLD 26JUL23 54300 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245972,OPTFUT,CE,54400,GOLD23JUL54400CE,GOLD23JUL54400CE,GOLD 26JUL23 54400 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245973,OPTFUT,PE,54400,GOLD23JUL54400PE,GOLD23JUL54400PE,GOLD 26JUL23 54400 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245974,OPTFUT,CE,54500,GOLD23JUL54500CE,GOLD23JUL54500CE,GOLD 26JUL23 54500 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245975,OPTFUT,PE,54500,GOLD23JUL54500PE,GOLD23JUL54500PE,GOLD 26JUL23 54500 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245976,OPTFUT,CE,54600,GOLD23JUL54600CE,GOLD23JUL54600CE,GOLD 26JUL23 54600 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245977,OPTFUT,PE,54600,GOLD23JUL54600PE,GOLD23JUL54600PE,GOLD 26JUL23 54600 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245978,OPTFUT,CE,54700,GOLD23JUL54700CE,GOLD23JUL54700CE,GOLD 26JUL23 54700 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245979,OPTFUT,PE,54700,GOLD23JUL54700PE,GOLD23JUL54700PE,GOLD 26JUL23 54700 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245980,OPTFUT,CE,54800,GOLD23JUL54800CE,GOLD23JUL54800CE,GOLD 26JUL23 54800 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245981,OPTFUT,PE,54800,GOLD23JUL54800PE,GOLD23JUL54800PE,GOLD 26JUL23 54800 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245982,OPTFUT,CE,54900,GOLD23JUL54900CE,GOLD23JUL54900CE,GOLD 26JUL23 54900 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245983,OPTFUT,PE,54900,GOLD23JUL54900PE,GOLD23JUL54900PE,GOLD 26JUL23 54900 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245984,OPTFUT,CE,55000,GOLD23JUL55000CE,GOLD23JUL55000CE,GOLD 26JUL23 55000 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245985,OPTFUT,PE,55000,GOLD23JUL55000PE,GOLD23JUL55000PE,GOLD 26JUL23 55000 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245986,OPTFUT,CE,55100,GOLD23JUL55100CE,GOLD23JUL55100CE,GOLD 26JUL23 55100 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245987,OPTFUT,PE,55100,GOLD23JUL55100PE,GOLD23JUL55100PE,GOLD 26JUL23 55100 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245988,OPTFUT,CE,55200,GOLD23JUL55200CE,GOLD23JUL55200CE,GOLD 26JUL23 55200 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245989,OPTFUT,PE,55200,GOLD23JUL55200PE,GOLD23JUL55200PE,GOLD 26JUL23 55200 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245990,OPTFUT,CE,55300,GOLD23JUL55300CE,GOLD23JUL55300CE,GOLD 26JUL23 55300 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245991,OPTFUT,PE,55300,GOLD23JUL55300PE,GOLD23JUL55300PE,GOLD 26JUL23 55300 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245992,OPTFUT,CE,55400,GOLD23JUL55400CE,GOLD23JUL55400CE,GOLD 26JUL23 55400 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245993,OPTFUT,PE,55400,GOLD23JUL55400PE,GOLD23JUL55400PE,GOLD 26JUL23 55400 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245994,OPTFUT,CE,55500,GOLD23JUL55500CE,GOLD23JUL55500CE,GOLD 26JUL23 55500 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245995,OPTFUT,PE,55500,GOLD23JUL55500PE,GOLD23JUL55500PE,GOLD 26JUL23 55500 PE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245996,OPTFUT,CE,55600,GOLD23JUL55600CE,GOLD23JUL55600CE,GOLD 26JUL23 55600 CE,2023-07-26,1,0.5
MCX,mcx_fo,GOLD,245997,OPTFUT,PE,55600,GOLD23JUL55600PE,GOLD23JUL55600PE,GOLD 26JUL23 55600 PE,2023-07-26,1,0.5
