id,Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Trading Symbol,Formatted Ins Name,Expiry Date,Lot Size,Tick Size
7203,CDS,cde_fo,EURINR,9973,OPTCUR,CE,89,EURINR10MARCH2389CE,EURINR2331089CE,EURINR 10MAR23 89 CE,10-03-2023,1,0.0025
7204,CDS,cde_fo,EURINR,9974,OPTCUR,PE,89,EURINR10MARCH2389PE,EURINR2331089PE,EURINR 10MAR23 89 PE,10-03-2023,1,0.0025
7205,CDS,cde_fo,EURINR,9975,OPTCUR,CE,89.25,EURINR10MARCH2389.25CE,EURINR2331089.25CE,EURINR 10MAR23 89.25 CE,10-03-2023,1,0.0025
7206,CDS,cde_fo,EURINR,9976,OPTCUR,PE,89.25,EURINR10MARCH2389.25PE,EURINR2331089.25PE,EURINR 10MAR23 89.25 PE,10-03-2023,1,0.0025
7207,CDS,cde_fo,EURINR,9977,OPTCUR,CE,89.5,EURINR10MARCH2389.5CE,EURINR2331089.5CE,EURINR 10MAR23 89.5 CE,10-03-2023,1,0.0025
7208,CDS,cde_fo,EURINR,9978,OPTCUR,PE,89.5,EURINR10MARCH2389.5PE,EURINR2331089.5PE,EURINR 10MAR23 89.5 PE,10-03-2023,1,0.0025
7209,CDS,cde_fo,USDINR,9979,OPTCUR,CE,82.25,USDINR24MARCH2382.25CE,USDINR2332482.25CE,USDINR 24MAR23 82.25 CE,24-03-2023,1,0.0025
7210,CDS,cde_fo,USDINR,9980,OPTCUR,PE,82.25,USDINR24MARCH2382.25PE,USDINR2332482.25PE,USDINR 24MAR23 82.25 PE,24-03-2023,1,0.0025
7211,CDS,cde_fo,USDINR,9981,OPTCUR,CE,77.5,USDINR27DECEMBER2377.5CE,USDINR23DEC77.5CE,USDINR 27DEC23 77.5 CE,27-12-2023,1,0.0025
7212,CDS,cde_fo,USDINR,9982,OPTCUR,PE,77.5,USDINR27DECEMBER2377.5PE,USDINR23DEC77.5PE,USDINR 27DEC23 77.5 PE,27-12-2023,1,0.0025
7213,CDS,cde_fo,USDINR,9983,OPTCUR,CE,77.75,USDINR27DECEMBER2377.75CE,USDINR23DEC77.75CE,USDINR 27DEC23 77.75 CE,27-12-2023,1,0.0025
7214,CDS,cde_fo,USDINR,9984,OPTCUR,PE,77.75,USDINR27DECEMBER2377.75PE,USDINR23DEC77.75PE,USDINR 27DEC23 77.75 PE,27-12-2023,1,0.0025
7215,CDS,cde_fo,USDINR,9985,OPTCUR,CE,82.5,USDINR24MARCH2382.5CE,USDINR2332482.5CE,USDINR 24MAR23 82.5 CE,24-03-2023,1,0.0025
7216,CDS,cde_fo,USDINR,9986,OPTCUR,PE,82.5,USDINR24MARCH2382.5PE,USDINR2332482.5PE,USDINR 24MAR23 82.5 PE,24-03-2023,1,0.0025
7217,CDS,cde_fo,USDINR,9987,OPTCUR,CE,82.75,USDINR24MARCH2382.75CE,USDINR2332482.75CE,USDINR 24MAR23 82.75 CE,24-03-2023,1,0.0025
7218,CDS,cde_fo,USDINR,9988,OPTCUR,PE,82.75,USDINR24MARCH2382.75PE,USDINR2332482.75PE,USDINR 24MAR23 82.75 PE,24-03-2023,1,0.0025
7219,CDS,cde_fo,JPYINR,9989,OPTCUR,CE,53,JPYINR17FEBRUARY2353CE,JPYINR2321753CE,JPYINR 17FEB23 53 CE,17-02-2023,1,0.0025
7220,CDS,cde_fo,JPYINR,9990,OPTCUR,PE,53,JPYINR17FEBRUARY2353PE,JPYINR2321753PE,JPYINR 17FEB23 53 PE,17-02-2023,1,0.0025
7221,CDS,cde_fo,JPYINR,9991,OPTCUR,CE,53.25,JPYINR17FEBRUARY2353.25CE,JPYINR2321753.25CE,JPYINR 17FEB23 53.25 CE,17-02-2023,1,0.0025
7222,CDS,cde_fo,JPYINR,9992,OPTCUR,PE,53.25,JPYINR17FEBRUARY2353.25PE,JPYINR2321753.25PE,JPYINR 17FEB23 53.25 PE,17-02-2023,1,0.0025
7223,CDS,cde_fo,JPYINR,9993,OPTCUR,CE,53.5,JPYINR17FEBRUARY2353.5CE,JPYINR2321753.5CE,JPYINR 17FEB23 53.5 CE,17-02-2023,1,0.0025
7224,CDS,cde_fo,JPYINR,9994,OPTCUR,PE,53.5,JPYINR17FEBRUARY2353.5PE,JPYINR2321753.5PE,JPYINR 17FEB23 53.5 PE,17-02-2023,1,0.0025
7225,CDS,cde_fo,JPYINR,9995,OPTCUR,CE,53.75,JPYINR17FEBRUARY2353.75CE,JPYINR2321753.75CE,JPYINR 17FEB23 53.75 CE,17-02-2023,1,0.0025
7226,CDS,cde_fo,JPYINR,9996,OPTCUR,PE,53.75,JPYINR17FEBRUARY2353.75PE,JPYINR2321753.75PE,JPYINR 17FEB23 53.75 PE,17-02-2023,1,0.0025
7227,CDS,cde_fo,USDINR,10005,OPTCUR,PE,86.25,USDINR21APRIL2386.25PE,USDINR2342186.25PE,USDINR 21APR23 86.25 PE,21-04-2023,1,0.0025
7228,CDS,cde_fo,USDINR,10006,OPTCUR,CE,86.5,USDINR21APRIL2386.5CE,USDINR2342186.5CE,USDINR 21APR23 86.5 CE,21-04-2023,1,0.0025
7229,CDS,cde_fo,USDINR,10007,OPTCUR,PE,86.5,USDINR21APRIL2386.5PE,USDINR2342186.5PE,USDINR 21APR23 86.5 PE,21-04-2023,1,0.0025
7230,CDS,cde_fo,USDINR,10008,OPTCUR,CE,86.75,USDINR21APRIL2386.75CE,USDINR2342186.75CE,USDINR 21APR23 86.75 CE,21-04-2023,1,0.0025
7231,CDS,cde_fo,USDINR,10009,OPTCUR,PE,86.75,USDINR21APRIL2386.75PE,USDINR2342186.75PE,USDINR 21APR23 86.75 PE,21-04-2023,1,0.0025
7232,CDS,cde_fo,USDINR,10010,OPTCUR,CE,87,USDINR21APRIL2387CE,USDINR2342187CE,USDINR 21APR23 87 CE,21-04-2023,1,0.0025
7233,CDS,cde_fo,USDINR,10011,OPTCUR,PE,87,USDINR21APRIL2387PE,USDINR2342187PE,USDINR 21APR23 87 PE,21-04-2023,1,0.0025
7234,CDS,cde_fo,USDINR,10012,OPTCUR,CE,87.25,USDINR21APRIL2387.25CE,USDINR2342187.25CE,USDINR 21APR23 87.25 CE,21-04-2023,1,0.0025
7235,CDS,cde_fo,JPYINR,10013,OPTCUR,CE,49.25,JPYINR28MARCH2349.25CE,JPYINR23MAR49.25CE,JPYINR 28MAR23 49.25 CE,28-03-2023,1,0.0025
7236,CDS,cde_fo,JPYINR,10014,OPTCUR,PE,49.25,JPYINR28MARCH2349.25PE,JPYINR23MAR49.25PE,JPYINR 28MAR23 49.25 PE,28-03-2023,1,0.0025
7237,CDS,cde_fo,JPYINR,10015,OPTCUR,CE,49.5,JPYINR28MARCH2349.5CE,JPYINR23MAR49.5CE,JPYINR 28MAR23 49.5 CE,28-03-2023,1,0.0025
7238,CDS,cde_fo,JPYINR,10016,OPTCUR,PE,49.5,JPYINR28MARCH2349.5PE,JPYINR23MAR49.5PE,JPYINR 28MAR23 49.5 PE,28-03-2023,1,0.0025
7239,CDS,cde_fo,JPYINR,10017,OPTCUR,CE,49.75,JPYINR28MARCH2349.75CE,JPYINR23MAR49.75CE,JPYINR 28MAR23 49.75 CE,28-03-2023,1,0.0025
7240,CDS,cde_fo,JPYINR,10018,OPTCUR,PE,49.75,JPYINR28MARCH2349.75PE,JPYINR23MAR49.75PE,JPYINR 28MAR23 49.75 PE,28-03-2023,1,0.0025
7241,CDS,cde_fo,JPYINR,10019,OPTCUR,CE,50,JPYINR28MARCH2350CE,JPYINR23MAR50CE,JPYINR 28MAR23 50 CE,28-03-2023,1,0.0025
7242,CDS,cde_fo,JPYINR,10020,OPTCUR,PE,50,JPYINR28MARCH2350PE,JPYINR23MAR50PE,JPYINR 28MAR23 50 PE,28-03-2023,1,0.0025
7243,CDS,cde_fo,JPYINR,10021,OPTCUR,CE,49.25,JPYINR27JUNE2349.25CE,JPYINR23JUN49.25CE,JPYINR 27JUN23 49.25 CE,27-06-2023,1,0.0025
7244,CDS,cde_fo,JPYINR,10022,OPTCUR,PE,49.25,JPYINR27JUNE2349.25PE,JPYINR23JUN49.25PE,JPYINR 27JUN23 49.25 PE,27-06-2023,1,0.0025
7245,CDS,cde_fo,JPYINR,10023,OPTCUR,CE,49.5,JPYINR27JUNE2349.5CE,JPYINR23JUN49.5CE,JPYINR 27JUN23 49.5 CE,27-06-2023,1,0.0025
7246,CDS,cde_fo,JPYINR,10024,OPTCUR,PE,49.5,JPYINR27JUNE2349.5PE,JPYINR23JUN49.5PE,JPYINR 27JUN23 49.5 PE,27-06-2023,1,0.0025
7247,CDS,cde_fo,JPYINR,10025,OPTCUR,CE,49.75,JPYINR27JUNE2349.75CE,JPYINR23JUN49.75CE,JPYINR 27JUN23 49.75 CE,27-06-2023,1,0.0025
7248,CDS,cde_fo,JPYINR,10026,OPTCUR,PE,49.75,JPYINR27JUNE2349.75PE,JPYINR23JUN49.75PE,JPYINR 27JUN23 49.75 PE,27-06-2023,1,0.0025
7249,CDS,cde_fo,JPYINR,10027,OPTCUR,CE,50,JPYINR27JUNE2350CE,JPYINR23JUN50CE,JPYINR 27JUN23 50 CE,27-06-2023,1,0.0025
7250,CDS,cde_fo,JPYINR,10028,OPTCUR,PE,50,JPYINR27JUNE2350PE,JPYINR23JUN50PE,JPYINR 27JUN23 50 PE,27-06-2023,1,0.0025
7251,CDS,cde_fo,JPYINR,10029,OPTCUR,CE,54,JPYINR17FEBRUARY2354CE,JPYINR2321754CE,JPYINR 17FEB23 54 CE,17-02-2023,1,0.0025
7252,CDS,cde_fo,JPYINR,10030,OPTCUR,PE,54,JPYINR17FEBRUARY2354PE,JPYINR2321754PE,JPYINR 17FEB23 54 PE,17-02-2023,1,0.0025
7253,CDS,cde_fo,USDJPY,10031,OPTCUR,CE,125.5,USDJPY24FEBRUARY23125.5CE,USDJPY23FEB125.5CE,USDJPY 24FEB23 125.5 CE,24-02-2023,1,0.01
7254,CDS,cde_fo,USDJPY,10032,OPTCUR,PE,125.5,USDJPY24FEBRUARY23125.5PE,USDJPY23FEB125.5PE,USDJPY 24FEB23 125.5 PE,24-02-2023,1,0.01
7255,CDS,cde_fo,USDJPY,10033,OPTCUR,CE,126,USDJPY24FEBRUARY23126CE,USDJPY23FEB126CE,USDJPY 24FEB23 126 CE,24-02-2023,1,0.01
7256,CDS,cde_fo,USDJPY,10034,OPTCUR,PE,126,USDJPY24FEBRUARY23126PE,USDJPY23FEB126PE,USDJPY 24FEB23 126 PE,24-02-2023,1,0.01
7257,CDS,cde_fo,EURINR,10039,OPTCUR,CE,89.75,EURINR10MARCH2389.75CE,EURINR2331089.75CE,EURINR 10MAR23 89.75 CE,10-03-2023,1,0.0025
7258,CDS,cde_fo,EURINR,10040,OPTCUR,PE,89.75,EURINR10MARCH2389.75PE,EURINR2331089.75PE,EURINR 10MAR23 89.75 PE,10-03-2023,1,0.0025
7259,CDS,cde_fo,USDINR,10041,OPTCUR,CE,83,USDINR24MARCH2383CE,USDINR2332483CE,USDINR 24MAR23 83 CE,24-03-2023,1,0.0025
7260,CDS,cde_fo,USDINR,10042,OPTCUR,PE,83,USDINR24MARCH2383PE,USDINR2332483PE,USDINR 24MAR23 83 PE,24-03-2023,1,0.0025
7261,CDS,cde_fo,USDINR,10043,OPTCUR,CE,78,USDINR27DECEMBER2378CE,USDINR23DEC78CE,USDINR 27DEC23 78 CE,27-12-2023,1,0.0025
7262,CDS,cde_fo,USDINR,10044,OPTCUR,PE,78,USDINR27DECEMBER2378PE,USDINR23DEC78PE,USDINR 27DEC23 78 PE,27-12-2023,1,0.0025
7263,CDS,cde_fo,USDINR,10045,OPTCUR,CE,78.25,USDINR27DECEMBER2378.25CE,USDINR23DEC78.25CE,USDINR 27DEC23 78.25 CE,27-12-2023,1,0.0025
7264,CDS,cde_fo,USDINR,10046,OPTCUR,PE,78.25,USDINR27DECEMBER2378.25PE,USDINR23DEC78.25PE,USDINR 27DEC23 78.25 PE,27-12-2023,1,0.0025
7265,CDS,cde_fo,USDINR,10047,OPTCUR,CE,78.5,USDINR27DECEMBER2378.5CE,USDINR23DEC78.5CE,USDINR 27DEC23 78.5 CE,27-12-2023,1,0.0025
7266,CDS,cde_fo,USDINR,10048,OPTCUR,PE,78.5,USDINR27DECEMBER2378.5PE,USDINR23DEC78.5PE,USDINR 27DEC23 78.5 PE,27-12-2023,1,0.0025
7267,CDS,cde_fo,USDINR,10049,OPTCUR,PE,87.25,USDINR21APRIL2387.25PE,USDINR2342187.25PE,USDINR 21APR23 87.25 PE,21-04-2023,1,0.0025
7268,CDS,cde_fo,USDINR,10050,OPTCUR,CE,87.5,USDINR21APRIL2387.5CE,USDINR2342187.5CE,USDINR 21APR23 87.5 CE,21-04-2023,1,0.0025
7269,CDS,cde_fo,USDINR,10051,OPTCUR,PE,87.5,USDINR21APRIL2387.5PE,USDINR2342187.5PE,USDINR 21APR23 87.5 PE,21-04-2023,1,0.0025
7270,CDS,cde_fo,GBPINR,10052,OPTCUR,CE,106.5,GBPINR21APRIL23106.5CE,GBPINR23421106.5CE,GBPINR 21APR23 106.5 CE,21-04-2023,1,0.0025
7271,CDS,cde_fo,EURINR,10054,OPTCUR,CE,90,EURINR10MARCH2390CE,EURINR2331090CE,EURINR 10MAR23 90 CE,10-03-2023,1,0.0025
7272,CDS,cde_fo,EURINR,10055,OPTCUR,PE,90,EURINR10MARCH2390PE,EURINR2331090PE,EURINR 10MAR23 90 PE,10-03-2023,1,0.0025
7273,CDS,cde_fo,GBPINR,10056,OPTCUR,PE,106.5,GBPINR21APRIL23106.5PE,GBPINR23421106.5PE,GBPINR 21APR23 106.5 PE,21-04-2023,1,0.0025
7274,CDS,cde_fo,JPYINR,10057,OPTCUR,CE,56.5,JPYINR21APRIL2356.5CE,JPYINR2342156.5CE,JPYINR 21APR23 56.5 CE,21-04-2023,1,0.0025
7275,CDS,cde_fo,JPYINR,10062,OPTCUR,PE,56.5,JPYINR21APRIL2356.5PE,JPYINR2342156.5PE,JPYINR 21APR23 56.5 PE,21-04-2023,1,0.0025
7276,CDS,cde_fo,JPYINR,10063,OPTCUR,CE,56.75,JPYINR21APRIL2356.75CE,JPYINR2342156.75CE,JPYINR 21APR23 56.75 CE,21-04-2023,1,0.0025
7277,CDS,cde_fo,USDINR,10064,OPTCUR,CE,78.75,USDINR27DECEMBER2378.75CE,USDINR23DEC78.75CE,USDINR 27DEC23 78.75 CE,27-12-2023,1,0.0025
7278,CDS,cde_fo,JPYINR,10065,OPTCUR,PE,56.75,JPYINR21APRIL2356.75PE,JPYINR2342156.75PE,JPYINR 21APR23 56.75 PE,21-04-2023,1,0.0025
7279,CDS,cde_fo,USDINR,10066,OPTCUR,PE,78.75,USDINR27DECEMBER2378.75PE,USDINR23DEC78.75PE,USDINR 27DEC23 78.75 PE,27-12-2023,1,0.0025
7280,CDS,cde_fo,JPYINR,10067,OPTCUR,CE,57,JPYINR21APRIL2357CE,JPYINR2342157CE,JPYINR 21APR23 57 CE,21-04-2023,1,0.0025
7281,CDS,cde_fo,JPYINR,10068,OPTCUR,PE,57,JPYINR21APRIL2357PE,JPYINR2342157PE,JPYINR 21APR23 57 PE,21-04-2023,1,0.0025
7282,CDS,cde_fo,USDINR,10069,OPTCUR,CE,75.25,USDINR21APRIL2375.25CE,USDINR2342175.25CE,USDINR 21APR23 75.25 CE,21-04-2023,1,0.0025
7283,CDS,cde_fo,USDINR,10070,OPTCUR,CE,83.25,USDINR24MARCH2383.25CE,USDINR2332483.25CE,USDINR 24MAR23 83.25 CE,24-03-2023,1,0.0025
7284,CDS,cde_fo,USDINR,10071,OPTCUR,PE,83.25,USDINR24MARCH2383.25PE,USDINR2332483.25PE,USDINR 24MAR23 83.25 PE,24-03-2023,1,0.0025
7285,CDS,cde_fo,USDINR,10072,OPTCUR,CE,79,USDINR27DECEMBER2379CE,USDINR23DEC79CE,USDINR 27DEC23 79 CE,27-12-2023,1,0.0025
7286,CDS,cde_fo,USDINR,10073,OPTCUR,PE,79,USDINR27DECEMBER2379PE,USDINR23DEC79PE,USDINR 27DEC23 79 PE,27-12-2023,1,0.0025
7287,CDS,cde_fo,USDINR,10074,OPTCUR,PE,75.25,USDINR21APRIL2375.25PE,USDINR2342175.25PE,USDINR 21APR23 75.25 PE,21-04-2023,1,0.0025
7288,CDS,cde_fo,USDINR,10075,OPTCUR,PE,75.5,USDINR26APRIL2375.5PE,USDINR23APR75.5PE,USDINR 26APR23 75.5 PE,26-04-2023,1,0.0025
7289,CDS,cde_fo,USDINR,10076,OPTCUR,CE,75.75,USDINR26APRIL2375.75CE,USDINR23APR75.75CE,USDINR 26APR23 75.75 CE,26-04-2023,1,0.0025
7290,CDS,cde_fo,USDINR,10077,OPTCUR,PE,75.75,USDINR26APRIL2375.75PE,USDINR23APR75.75PE,USDINR 26APR23 75.75 PE,26-04-2023,1,0.0025
7291,CDS,cde_fo,USDINR,10078,OPTCUR,CE,76,USDINR26APRIL2376CE,USDINR23APR76CE,USDINR 26APR23 76 CE,26-04-2023,1,0.0025
7292,CDS,cde_fo,USDINR,10079,OPTCUR,PE,76,USDINR26APRIL2376PE,USDINR23APR76PE,USDINR 26APR23 76 PE,26-04-2023,1,0.0025
7293,CDS,cde_fo,USDINR,10080,OPTCUR,CE,76.25,USDINR26APRIL2376.25CE,USDINR23APR76.25CE,USDINR 26APR23 76.25 CE,26-04-2023,1,0.0025
7294,CDS,cde_fo,USDINR,10081,OPTCUR,PE,76.25,USDINR26APRIL2376.25PE,USDINR23APR76.25PE,USDINR 26APR23 76.25 PE,26-04-2023,1,0.0025
7295,CDS,cde_fo,USDINR,10082,OPTCUR,CE,76.5,USDINR26APRIL2376.5CE,USDINR23APR76.5CE,USDINR 26APR23 76.5 CE,26-04-2023,1,0.0025
7296,CDS,cde_fo,USDINR,10083,OPTCUR,PE,76.5,USDINR26APRIL2376.5PE,USDINR23APR76.5PE,USDINR 26APR23 76.5 PE,26-04-2023,1,0.0025
7297,CDS,cde_fo,USDINR,10084,OPTCUR,CE,76.75,USDINR26APRIL2376.75CE,USDINR23APR76.75CE,USDINR 26APR23 76.75 CE,26-04-2023,1,0.0025
7298,CDS,cde_fo,USDINR,10085,OPTCUR,PE,76.75,USDINR26APRIL2376.75PE,USDINR23APR76.75PE,USDINR 26APR23 76.75 PE,26-04-2023,1,0.0025
7299,CDS,cde_fo,USDINR,10086,OPTCUR,CE,77,USDINR26APRIL2377CE,USDINR23APR77CE,USDINR 26APR23 77 CE,26-04-2023,1,0.0025
7300,CDS,cde_fo,USDJPY,10087,OPTCUR,CE,154.5,USDJPY28MARCH23154.5CE,USDJPY23MAR154.5CE,USDJPY 28MAR23 154.5 CE,28-03-2023,1,0.01
7301,CDS,cde_fo,USDJPY,10088,OPTCUR,PE,154.5,USDJPY28MARCH23154.5PE,USDJPY23MAR154.5PE,USDJPY 28MAR23 154.5 PE,28-03-2023,1,0.01
7302,CDS,cde_fo,USDINR,10089,OPTCUR,PE,77,USDINR26APRIL2377PE,USDINR23APR77PE,USDINR 26APR23 77 PE,26-04-2023,1,0.0025
7303,CDS,cde_fo,USDINR,10090,OPTCUR,CE,77.25,USDINR26APRIL2377.25CE,USDINR23APR77.25CE,USDINR 26APR23 77.25 CE,26-04-2023,1,0.0025
7304,CDS,cde_fo,USDINR,10091,OPTCUR,PE,77.25,USDINR26APRIL2377.25PE,USDINR23APR77.25PE,USDINR 26APR23 77.25 PE,26-04-2023,1,0.0025
7305,CDS,cde_fo,USDINR,10092,OPTCUR,CE,77.5,USDINR26APRIL2377.5CE,USDINR23APR77.5CE,USDINR 26APR23 77.5 CE,26-04-2023,1,0.0025
7306,CDS,cde_fo,JPYINR,10093,OPTCUR,CE,54.25,JPYINR17FEBRUARY2354.25CE,JPYINR2321754.25CE,JPYINR 17FEB23 54.25 CE,17-02-2023,1,0.0025
7307,CDS,cde_fo,JPYINR,10094,OPTCUR,PE,54.25,JPYINR17FEBRUARY2354.25PE,JPYINR2321754.25PE,JPYINR 17FEB23 54.25 PE,17-02-2023,1,0.0025
7308,CDS,cde_fo,JPYINR,10095,OPTCUR,CE,54.5,JPYINR17FEBRUARY2354.5CE,JPYINR2321754.5CE,JPYINR 17FEB23 54.5 CE,17-02-2023,1,0.0025
7309,CDS,cde_fo,JPYINR,10096,OPTCUR,PE,54.5,JPYINR17FEBRUARY2354.5PE,JPYINR2321754.5PE,JPYINR 17FEB23 54.5 PE,17-02-2023,1,0.0025
7310,CDS,cde_fo,USDJPY,10097,OPTCUR,CE,155,USDJPY28MARCH23155CE,USDJPY23MAR155CE,USDJPY 28MAR23 155 CE,28-03-2023,1,0.01
7311,CDS,cde_fo,USDJPY,10098,OPTCUR,PE,155,USDJPY28MARCH23155PE,USDJPY23MAR155PE,USDJPY 28MAR23 155 PE,28-03-2023,1,0.01
7312,CDS,cde_fo,USDJPY,10099,OPTCUR,CE,155.5,USDJPY28MARCH23155.5CE,USDJPY23MAR155.5CE,USDJPY 28MAR23 155.5 CE,28-03-2023,1,0.01
7313,CDS,cde_fo,USDJPY,10100,OPTCUR,PE,155.5,USDJPY28MARCH23155.5PE,USDJPY23MAR155.5PE,USDJPY 28MAR23 155.5 PE,28-03-2023,1,0.01
7314,CDS,cde_fo,USDJPY,10101,OPTCUR,CE,156,USDJPY28MARCH23156CE,USDJPY23MAR156CE,USDJPY 28MAR23 156 CE,28-03-2023,1,0.01
7315,CDS,cde_fo,USDJPY,10102,OPTCUR,PE,156,USDJPY28MARCH23156PE,USDJPY23MAR156PE,USDJPY 28MAR23 156 PE,28-03-2023,1,0.01
7316,CDS,cde_fo,JPYINR,10103,OPTCUR,CE,54.75,JPYINR17FEBRUARY2354.75CE,JPYINR2321754.75CE,JPYINR 17FEB23 54.75 CE,17-02-2023,1,0.0025
7317,CDS,cde_fo,JPYINR,10104,OPTCUR,PE,54.75,JPYINR17FEBRUARY2354.75PE,JPYINR2321754.75PE,JPYINR 17FEB23 54.75 PE,17-02-2023,1,0.0025
7318,CDS,cde_fo,USDINR,10105,OPTCUR,PE,77.5,USDINR26APRIL2377.5PE,USDINR23APR77.5PE,USDINR 26APR23 77.5 PE,26-04-2023,1,0.0025
7319,CDS,cde_fo,USDINR,10106,OPTCUR,CE,77.75,USDINR26APRIL2377.75CE,USDINR23APR77.75CE,USDINR 26APR23 77.75 CE,26-04-2023,1,0.0025
7320,CDS,cde_fo,USDINR,10107,OPTCUR,PE,77.75,USDINR26APRIL2377.75PE,USDINR23APR77.75PE,USDINR 26APR23 77.75 PE,26-04-2023,1,0.0025
7321,CDS,cde_fo,JPYINR,10109,OPTCUR,CE,55,JPYINR17FEBRUARY2355CE,JPYINR2321755CE,JPYINR 17FEB23 55 CE,17-02-2023,1,0.0025
7322,CDS,cde_fo,JPYINR,10110,OPTCUR,PE,55,JPYINR17FEBRUARY2355PE,JPYINR2321755PE,JPYINR 17FEB23 55 PE,17-02-2023,1,0.0025
7323,CDS,cde_fo,JPYINR,10111,OPTCUR,CE,55.25,JPYINR17FEBRUARY2355.25CE,JPYINR2321755.25CE,JPYINR 17FEB23 55.25 CE,17-02-2023,1,0.0025
7324,CDS,cde_fo,JPYINR,10112,OPTCUR,PE,55.25,JPYINR17FEBRUARY2355.25PE,JPYINR2321755.25PE,JPYINR 17FEB23 55.25 PE,17-02-2023,1,0.0025
7325,CDS,cde_fo,USDJPY,10113,OPTCUR,CE,156.5,USDJPY28MARCH23156.5CE,USDJPY23MAR156.5CE,USDJPY 28MAR23 156.5 CE,28-03-2023,1,0.01
7326,CDS,cde_fo,USDJPY,10114,OPTCUR,PE,156.5,USDJPY28MARCH23156.5PE,USDJPY23MAR156.5PE,USDJPY 28MAR23 156.5 PE,28-03-2023,1,0.01
7327,CDS,cde_fo,USDJPY,10115,OPTCUR,CE,157,USDJPY28MARCH23157CE,USDJPY23MAR157CE,USDJPY 28MAR23 157 CE,28-03-2023,1,0.01
7328,CDS,cde_fo,USDJPY,10116,OPTCUR,PE,157,USDJPY28MARCH23157PE,USDJPY23MAR157PE,USDJPY 28MAR23 157 PE,28-03-2023,1,0.01
7329,CDS,cde_fo,USDJPY,10117,OPTCUR,CE,154.5,USDJPY27JUNE23154.5CE,USDJPY23JUN154.5CE,USDJPY 27JUN23 154.5 CE,27-06-2023,1,0.01
7330,CDS,cde_fo,USDJPY,10118,OPTCUR,PE,154.5,USDJPY27JUNE23154.5PE,USDJPY23JUN154.5PE,USDJPY 27JUN23 154.5 PE,27-06-2023,1,0.01
7331,CDS,cde_fo,JPYINR,10119,OPTCUR,CE,55.5,JPYINR17FEBRUARY2355.5CE,JPYINR2321755.5CE,JPYINR 17FEB23 55.5 CE,17-02-2023,1,0.0025
7332,CDS,cde_fo,JPYINR,10120,OPTCUR,PE,55.5,JPYINR17FEBRUARY2355.5PE,JPYINR2321755.5PE,JPYINR 17FEB23 55.5 PE,17-02-2023,1,0.0025
7333,CDS,cde_fo,EURINR,10121,OPTCUR,CE,90.25,EURINR10MARCH2390.25CE,EURINR2331090.25CE,EURINR 10MAR23 90.25 CE,10-03-2023,1,0.0025
7334,CDS,cde_fo,EURINR,10122,OPTCUR,PE,90.25,EURINR10MARCH2390.25PE,EURINR2331090.25PE,EURINR 10MAR23 90.25 PE,10-03-2023,1,0.0025
7335,CDS,cde_fo,EURINR,10123,OPTCUR,CE,90.5,EURINR10MARCH2390.5CE,EURINR2331090.5CE,EURINR 10MAR23 90.5 CE,10-03-2023,1,0.0025
7336,CDS,cde_fo,EURINR,10124,OPTCUR,PE,90.5,EURINR10MARCH2390.5PE,EURINR2331090.5PE,EURINR 10MAR23 90.5 PE,10-03-2023,1,0.0025
7337,CDS,cde_fo,EURINR,10125,OPTCUR,CE,90.75,EURINR10MARCH2390.75CE,EURINR2331090.75CE,EURINR 10MAR23 90.75 CE,10-03-2023,1,0.0025
7338,CDS,cde_fo,EURINR,10126,OPTCUR,PE,90.75,EURINR10MARCH2390.75PE,EURINR2331090.75PE,EURINR 10MAR23 90.75 PE,10-03-2023,1,0.0025
7339,CDS,cde_fo,EURINR,10127,OPTCUR,CE,91,EURINR10MARCH2391CE,EURINR2331091CE,EURINR 10MAR23 91 CE,10-03-2023,1,0.0025
7340,CDS,cde_fo,EURINR,10128,OPTCUR,PE,91,EURINR10MARCH2391PE,EURINR2331091PE,EURINR 10MAR23 91 PE,10-03-2023,1,0.0025
7341,CDS,cde_fo,EURINR,10129,OPTCUR,CE,91.25,EURINR10MARCH2391.25CE,EURINR2331091.25CE,EURINR 10MAR23 91.25 CE,10-03-2023,1,0.0025
7342,CDS,cde_fo,EURINR,10130,OPTCUR,PE,91.25,EURINR10MARCH2391.25PE,EURINR2331091.25PE,EURINR 10MAR23 91.25 PE,10-03-2023,1,0.0025
7343,CDS,cde_fo,EURINR,10131,OPTCUR,CE,91.5,EURINR10MARCH2391.5CE,EURINR2331091.5CE,EURINR 10MAR23 91.5 CE,10-03-2023,1,0.0025
7344,CDS,cde_fo,EURINR,10132,OPTCUR,PE,91.5,EURINR10MARCH2391.5PE,EURINR2331091.5PE,EURINR 10MAR23 91.5 PE,10-03-2023,1,0.0025
7345,CDS,cde_fo,EURINR,10133,OPTCUR,CE,91.75,EURINR10MARCH2391.75CE,EURINR2331091.75CE,EURINR 10MAR23 91.75 CE,10-03-2023,1,0.0025
7346,CDS,cde_fo,EURINR,10134,OPTCUR,PE,91.75,EURINR10MARCH2391.75PE,EURINR2331091.75PE,EURINR 10MAR23 91.75 PE,10-03-2023,1,0.0025
7347,CDS,cde_fo,EURINR,10135,OPTCUR,CE,92,EURINR10MARCH2392CE,EURINR2331092CE,EURINR 10MAR23 92 CE,10-03-2023,1,0.0025
