,sr,nsecode,name,bsecode,per_chg,close,volume,ScreenerName,TimeOfDay
0,10,BHARATFORG,Bharat Forge Limited,500493.0,0.83,867.45,648583,PERFECT BEARISH,21/02/2023 10:53:47
1,11,BHARTIARTL,Bharti Airtel Limited,532454.0,0.73,784.85,835506,PERFECT BEARISH,21/02/2023 10:53:47
2,15,INTELLECT,Intellect Design Arena Limited,538835.0,0.68,468.55,106728,PERFECT BEARISH,21/02/2023 10:53:47
3,1,BOSCHLTD,Bosch Limited,500530.0,0.47,18268.0,5106,PERFECT BEARISH,21/02/2023 10:53:47
4,12,GNFC,Gujarat Narmada Valley Fertilizers And Chemicals Limited,500670.0,0.42,556.35,259667,PERFECT BEARISH,21/02/2023 10:53:47
5,2,ULTRACEMCO,Ultratech Cement Limited,532538.0,0.35,7453.0,121723,PERFECT BEARISH,21/02/2023 10:53:47
6,3,LTIM,LTI Mindtree Ltd,540005.0,0.3,4901.6,126971,PERFECT BEARISH,21/02/2023 10:53:47
7,5,OFSS,Oracle Financial Services Software Limited,532466.0,0.23,3246.5,12367,PERFECT BEARISH,21/02/2023 10:53:47
8,17,ITC,Itc Limited,500875.0,0.18,384.75,2003505,PERFECT BEARISH,21/02/2023 10:53:47
9,19,MOTHERSON,Motherson Sumi Systems Limited,517334.0,0.06,82.0,3783295,PERFECT BEARISH,21/02/2023 10:53:47
10,13,TORNTPOWER,Torrent Power Limited,532779.0,0.03,511.6,271790,PERFECT BEARISH,21/02/2023 10:53:47
11,16,TATAMOTORS,Tata Motors Limited,500570.0,-0.06,442.75,3004426,PERFECT BEARISH,21/02/2023 10:53:47
12,9,COROMANDEL,Coromandel International Limited,506395.0,-0.21,908.3,43716,PERFECT BEARISH,21/02/2023 10:53:47
13,6,INFY,Infosys Limited,500209.0,-0.22,1588.95,783749,PERFECT BEARISH,21/02/2023 10:53:47
14,18,BALRAMCHIN,Balrampur Chini Mills Limited,500038.0,-0.32,376.5,573478,PERFECT BEARISH,21/02/2023 10:53:47
