,sr,nsecode,name,bsecode,per_chg,close,volume,ScreenerName,TimeOfDay
0,1,MPHASIS,Mphasis Limited,526299.0,3.09,2122.35,438625,BULLISH FOR NEXT DAY,24/01/2023 11:53:45
1,2,PETRONET,Petronet Lng Limited,532522.0,0.97,228.8,1547510,BULLISH FOR NEXT DAY,24/01/2023 11:53:45
2,12,ROUTE,Route Mobile Ltd,543228.0,9.43,1249.9,3784643,MACD Bearish or Bullish crossover,24/01/2023 11:55:02
3,110,ABAN,Aban Offshore Limited,523204.0,6.89,49.65,363746,MACD Bearish or Bullish crossover,24/01/2023 11:55:02
4,79,HINDOILEXP,Hindustan Oil Exploration Company Limited,500186.0,4.54,139.25,452161,MACD Bearish or Bullish crossover,24/01/2023 11:55:02
5,98,NGIL,Nakoda Group of Industries Ltd,541418.0,3.42,77.15,14494,MACD Bearish or Bullish crossover,24/01/2023 11:55:02
6,50,HNGSNGBEES,Nippon India ETF Hang Seng Bees,590113.0,3.33,324.49,15771,MACD Bearish or Bullish crossover,24/01/2023 11:55:02
7,81,MMP,MMP Industries Ltd,535071.0,2.94,129.65,36290,MACD Bearish or Bullish crossover,24/01/2023 11:55:02
8,103,RKEC,RKEC Projects Ltd,535017.0,2.87,66.35,31193,MACD Bearish or Bullish crossover,24/01/2023 11:55:02
9,141,SAMBHAAV,Sambhaav Media Limited,511630.0,2.67,3.85,14667,MACD Bearish or Bullish crossover,24/01/2023 11:55:02
10,140,METALFORGE,Metalyst Forgings Limited,513335.0,2.6,3.95,9875,MACD Bearish or Bullish crossover,24/01/2023 11:55:02
11,64,DBL,Dilip Buildcon Limited,540047.0,2.55,221.45,588926,MACD Bearish or Bullish crossover,24/01/2023 11:55:02
12,49,CROMPTON,Crompton Greaves Consumer Electricals Limited,539876.0,2.39,335.65,2134726,MACD Bearish or Bullish crossover,24/01/2023 11:55:02
13,29,UNIVPHOTO,Universus Photo Imagings Ltd,542933.0,2.06,507.95,259,MACD Bearish or Bullish crossover,24/01/2023 11:55:02
14,62,LIKHITHA,Likhitha Infrastructure Ltd,543240.0,2.06,235.65,62352,MACD Bearish or Bullish crossover,24/01/2023 11:55:02
15,26,BSE,BSE (Bombay stock exchange),20.0,2.05,540.55,406969,MACD Bearish or Bullish crossover,24/01/2023 11:55:02
16,92,SARVESHWAR,Sarveshwar Foods Ltd,535054.0,1.9,88.45,40239,MACD Bearish or Bullish crossover,24/01/2023 11:55:02
17,134,GAYAPROJ,Gayatri Projects Limited,532767.0,1.9,8.05,500462,MACD Bearish or Bullish crossover,24/01/2023 11:55:02
