,sr,nsecode,name,bsecode,per_chg,close,volume,ScreenerName,TimeOfDay
5,6,MRO-TEK,Mro-tek Limited,532376,16.51,88.9,854768,pure bullish trend stocks,09/04/2024 12:48:38
6,7,SADBHAV,Sadbhav Engineering Limited,532710,5.59,38.7,10475050,pure bullish trend stocks,09/04/2024 12:48:38
3,4,SMSPHARMA,Sms Pharmaceuticals Limited,532815,3.61,211.0,638832,pure bullish trend stocks,09/04/2024 12:48:38
2,3,SBICARD,SBI Cards & Payment Services Ltd,543066,2.71,742.9,2087503,pure bullish trend stocks,09/04/2024 12:48:38
0,1,SUNDRMFAST,Sundram Fasteners Limited,500403,2.56,1132.95,281807,pure bullish trend stocks,09/04/2024 12:48:38
1,2,ICICIBANK,Icici Bank Limited,532174,2.49,1114.2,6163624,pure bullish trend stocks,09/04/2024 12:48:38
4,5,FEDERALBNK,The Federal Bank  Limited,500469,1.88,157.3,11790404,pure bullish trend stocks,09/04/2024 12:48:38
3,4,BIRLACABLE,Birla Cable Limited,500060,6.07,267.55,376369,Bullish Engulfing Pattern,09/04/2024 12:49:02
1,2,APCOTEXIND,Apcotex Industries Limited,523694,2.49,469.45,22241,Bullish Engulfing Pattern,09/04/2024 12:49:02
0,1,GARFIBRES,Garware Technical Fibres Ltd,509557,1.87,3378.6,3948,Bullish Engulfing Pattern,09/04/2024 12:49:02
2,3,RACE,Race Eco Chain Ltd,537785,0.2,323.45,1798,Bullish Engulfing Pattern,09/04/2024 12:49:02
12,13,SAIL,Steel Authority Of India Limited,500113,3.73,151.75,47541380,bullish-rsi-stochastic,09/04/2024 12:49:33
6,7,TATAPOWER,Tata Power Company Limited,500400,3.27,429.95,19239476,bullish-rsi-stochastic,09/04/2024 12:49:33
5,6,HINDALCO,Hindalco Industries Limited,500440,2.69,592.3,4873485,bullish-rsi-stochastic,09/04/2024 12:49:33
10,11,NATIONALUM,National Aluminium Company Limited,532234,2.58,182.6,23360198,bullish-rsi-stochastic,09/04/2024 12:49:33
11,12,TATASTEEL,Tata Steel Limited,500470,2.03,168.55,41123452,bullish-rsi-stochastic,09/04/2024 12:49:33
3,4,JSWSTEEL,Jsw Steel Limited,500228,0.92,884.5,1744943,bullish-rsi-stochastic,09/04/2024 12:49:33
2,3,IRCTC,Indian Railway Catering & Tourism Corporation Ltd,542830,0.58,1020.7,1524490,bullish-rsi-stochastic,09/04/2024 12:49:33
4,5,PEL,Piramal Enterprises Limited,500302,0.57,869.8,618541,bullish-rsi-stochastic,09/04/2024 12:49:33
1,2,METROPOLIS,Metropolis Healthcare Ltd,542650,0.43,1752.5,85981,bullish-rsi-stochastic,09/04/2024 12:49:33
8,9,PETRONET,Petronet Lng Limited,532522,0.41,282.15,3271439,bullish-rsi-stochastic,09/04/2024 12:49:33
0,1,INDIAMART,Indiamart Intermesh Ltd,542726,0.31,2565.65,61198,bullish-rsi-stochastic,09/04/2024 12:49:33
7,8,NTPC,Ntpc Limited,532555,0.18,364.15,6437975,bullish-rsi-stochastic,09/04/2024 12:49:33
9,10,POWERGRID,Power Grid Corporation Of India Limited,532898,0.09,282.0,3548321,bullish-rsi-stochastic,09/04/2024 12:49:33
1,2,TATAPOWER,Tata Power Company Limited,500400,3.57,431.2,20053985,My-intraday-buy-setup-ADX,09/04/2024 12:50:25
0,1,ICICIBANK,Icici Bank Limited,532174,2.49,1114.25,6235188,My-intraday-buy-setup-ADX,09/04/2024 12:50:25
2,3,HINDCOPPER,Hindustan Copper Limited,513599,9.1,361.5,47054195,Bullish - Momentum Stocks,09/04/2024 12:51:41
0,1,SHILPAMED,Shilpa Medicare Limited,530549,3.96,526.1,1083807,Bullish - Momentum Stocks,09/04/2024 12:51:41
3,4,VEDL,Vedanta Limited,500295,3.87,335.8,18692870,Bullish - Momentum Stocks,09/04/2024 12:51:41
1,2,TATAPOWER,Tata Power Company Limited,500400,3.83,432.3,20526811,Bullish - Momentum Stocks,09/04/2024 12:51:41
5,6,SAIL,Steel Authority Of India Limited,500113,3.49,151.4,47840717,Bullish - Momentum Stocks,09/04/2024 12:51:41
4,5,GAIL,Gail (india) Limited,532155,2.17,205.1,24597675,Bullish - Momentum Stocks,09/04/2024 12:51:41
2,3,ZENITHEXPO,Zenith Exports Limited,512553,0.98,190.4,933,Abhishek Bullish RSI Divergence,09/04/2024 12:52:21
1,2,NAVINIFTY,Navi Nifty 50 ETF,543987,0.87,228.73,471,Abhishek Bullish RSI Divergence,09/04/2024 12:52:21
6,7,LOWVOL1,Kotak Nifty 100 Low Vol 30 ETF,535440,0.48,18.81,4429,Abhishek Bullish RSI Divergence,09/04/2024 12:52:21
