,sr,nsecode,name,bsecode,per_chg,close,volume,ScreenerName,TimeOfDay
0,1,IPCALAB,Ipca Laboratories Limited,524494,2.75,1330.15,862001,JAVEED HUSSAIN INTRADAY BUY,09/04/2024 14:45:33
1,2,MFSL,Max Financial Services Limited,500271,-0.03,1036.35,137407,JAVEED HUSSAIN INTRADAY BUY,09/04/2024 14:45:33
1,2,PURVA,Puravankara Projects Limited,532891,18.99,292.6,4174669,Santu baba trick on open equal low with 1% higher than previous close,09/04/2024 14:45:57
3,4,OSIAHYPER,Osia Hyper Retail Ltd,535157,4.98,34.8,1096064,Santu baba trick on open equal low with 1% higher than previous close,09/04/2024 14:45:57
0,1,ORCHPHARMA,Orchid Pharma Ltd,524372,3.09,1166.0,214468,Santu baba trick on open equal low with 1% higher than previous close,09/04/2024 14:45:57
2,3,WIPL,Western India Plywoods Ltd,538415,2.67,167.0,2714,Santu baba trick on open equal low with 1% higher than previous close,09/04/2024 14:45:57
3,4,THEJO,Thejo Engineering Ltd,500492,4.77,2763.45,15566,IntraDay Long:,09/04/2024 14:46:45
9,10,BEDMUTHA,Bedmutha Industries Limited,533270,2.18,213.0,3271,IntraDay Long:,09/04/2024 14:46:45
5,6,POLYMED,Poly Medicure Limited,531768,2.07,1569.6,22237,IntraDay Long:,09/04/2024 14:46:45
11,12,SHIVATEX,Shiva Texyarn Ltd,511108,1.64,167.0,4904,IntraDay Long:,09/04/2024 14:46:45
6,7,MAYURUNIQ,Mayur Uniquoters Ltd,522249,1.4,506.45,42133,IntraDay Long:,09/04/2024 14:46:45
1,2,VOLTAMP,Voltamp Transformers Limited,532757,1.27,10071.85,22529,IntraDay Long:,09/04/2024 14:46:45
14,15,INDTERRAIN,Indian Terrain Fashions Limited,533329,0.92,76.55,118370,IntraDay Long:,09/04/2024 14:46:45
2,3,VHL,Vardhman Holdings Limited,500439,0.76,3083.95,385,IntraDay Long:,09/04/2024 14:46:45
15,16,HOVS,Hov Services Limited,532761,0.74,74.95,79553,IntraDay Long:,09/04/2024 14:46:45
4,5,APLAPOLLO,Apl Apollo Tubes Limited,533758,0.53,1596.7,281173,IntraDay Long:,09/04/2024 14:46:45
13,14,MITCON,Mitcon Consultancy & Engineering Services Ltd,515508,0.37,123.75,6183,IntraDay Long:,09/04/2024 14:46:45
16,17,BSLGOLDETF,Aditya Birla Sun Life Gold ETF,533408,0.3,64.05,33624,IntraDay Long:,09/04/2024 14:46:45
0,1,CNXSMALLCAP,CNXSMALLCAP,,0.18,16436.4,0,IntraDay Long:,09/04/2024 14:46:45
8,9,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,,0.11,349.75,2467,IntraDay Long:,09/04/2024 14:46:45
17,18,HDFCNEXT50,HDFCNEXT50,,0.05,63.46,28932,IntraDay Long:,09/04/2024 14:46:45
12,13,RUCHIRA,Ruchira Papers Limited,532785,0.0,124.75,29188,IntraDay Long:,09/04/2024 14:46:45
10,11,PARKHOTELS,Apeejay Surrendra Park Hotels Ltd,544111,-0.24,207.3,304428,IntraDay Long:,09/04/2024 14:46:45
18,19,EQUIPPP,Equippp Social Impact Technologies Ltd,590057,-0.35,28.8,5220,IntraDay Long:,09/04/2024 14:46:45
7,8,HINDCOMPOS,Hindustan Composites Limited,509635,-0.96,432.0,9981,IntraDay Long:,09/04/2024 14:46:45
19,20,EUROTEXIND,Eurotex Industries And Exports Limited,521014,-1.17,16.9,4234,IntraDay Long:,09/04/2024 14:46:45
2,3,CARBORUNIV,Carborundum Universal Limited,513375,3.67,1297.9,153908,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
31,32,KAVVERITEL,Kavveri Telecom Products Limited,590041,3.55,14.6,62445,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
15,16,NAVINIFTY,Navi Nifty 50 ETF,543987,2.53,232.5,548,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
17,18,BEDMUTHA,Bedmutha Industries Limited,533270,2.18,213.0,3271,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
0,1,YASHO,Yasho Industries Ltd,541167,2.09,1836.35,17864,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
25,26,BAFNAPH,Bafna Pharmaceuticals Ltd,532989,1.61,91.45,2733,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
13,14,DVL,Dhunseri Ventures Ltd,523736,1.06,363.0,19329,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
6,7,VERTOZ,Vertoz Advertising Ltd,535029,1.06,777.5,11537,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
3,4,BECTORFOOD,Mrs Bectors Food Specialities Ltd,543253,1.06,1151.9,154918,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
22,23,HEXATRADEX,Hexa Tradex Limited,534328,1.0,151.9,2116,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
18,19,KALAMANDIR,Sai Silks (Kalamandir) Ltd,543989,0.77,203.2,249799,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
32,33,SVPGLOB,SVP Global Ventures Ltd,505590,0.7,7.15,220922,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
28,29,NIBL,Nrb Industrial Bearings Limited,535458,0.55,36.5,9667,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
8,9,KSCL,Kaveri Seed Company Limited,532899,0.44,670.85,36785,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
23,24,MITCON,Mitcon Consultancy & Engineering Services Ltd,515508,0.37,123.75,6183,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
10,11,AVADHSUGAR,Avadh Sugar & Energy,540649,0.3,601.6,24061,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
21,22,ASHOKA,Ashoka Buildcon Limited,533271,0.26,173.5,1064546,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
16,17,SUPERHOUSE,Superhouse Limited,523283,0.22,230.4,12590,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
9,10,SMSLIFE,SMS Lifesciences India Ltd,540679,0.14,667.7,660,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
26,27,BSLSENETFG,Birla Sun Life Sensex ETF,540008,0.11,73.33,886,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
4,5,LIQUIDSBI,SBI Nifty 1D Rate ETF,544010,0.0,1000.01,6901,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
33,34,EXCEL,Excel Realty N Infra Limited,533090,0.0,0.55,4549084,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
12,13,AVALON,Avalon Technologies Ltd,543896,-0.05,519.45,58064,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
5,6,UTISENSETF,UTI Sensex ETF,539312,-0.07,805.34,1095,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
29,30,EQUIPPP,Equippp Social Impact Technologies Ltd,590057,-0.35,28.8,5242,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
1,2,TEGA,Tega Industries Ltd,543413,-0.43,1336.6,17245,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
24,25,ORIENTLTD,Orient Press Limited,526325,-0.54,92.3,6013,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
19,20,GALLANTT,Gallantt Metal Limited,532726,-1.07,199.0,39524,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
30,31,EUROTEXIND,Eurotex Industries And Exports Limited,521014,-1.17,16.9,4234,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
11,12,DREAMFOLKS,Dreamfolks Services Ltd,543591,-1.17,525.0,171950,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
14,15,JKPAPER,Jk Paper Limited,532162,-1.19,359.9,680569,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
7,8,TIPSFILMS,Tips Films Ltd,543614,-1.41,711.95,929,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
20,21,ZUARI,Zuari Agro Chemicals Limited,534742,-2.0,198.05,103362,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
27,28,DBSTOCKBRO,Db (international) Stock Brokers Limited,530393,-4.76,50.0,83564,Ichimoku Cloud Top Crossover,09/04/2024 14:47:04
2,3,SBICARD,SBI Cards & Payment Services Ltd,543066,3.69,750.0,3364063,Intraday Jackpot Buy Stock Slection By Rk Meena,09/04/2024 14:47:51
0,1,APOLLOHOSP,Apollo Hospitals Enterprise Limited,508869,3.18,6508.05,515174,Intraday Jackpot Buy Stock Slection By Rk Meena,09/04/2024 14:47:51
1,2,ICICIBANK,Icici Bank Limited,532174,2.03,1109.2,9617342,Intraday Jackpot Buy Stock Slection By Rk Meena,09/04/2024 14:47:51
191,192,DCI,DC Infotech & Communication Ltd,535351,10.0,232.7,10807,Price Near VWAP,09/04/2024 14:48:04
245,246,HECPROJECT,HEC Infra Projects Ltd,532533,9.98,98.6,126999,Price Near VWAP,09/04/2024 14:48:04
315,316,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,532895,5.0,19.95,1241,Price Near VWAP,09/04/2024 14:48:04
224,225,INSPIRISYS,Inspirisys Solutions Ltd,532774,5.0,121.85,42670,Price Near VWAP,09/04/2024 14:48:04
171,172,RSSOFTWARE,R. S. Software (india) Limited,517447,5.0,264.8,17109,Price Near VWAP,09/04/2024 14:48:04
339,340,DCMFINSERV,DCM Financial Services Ltd,511611,5.0,5.25,34231,Price Near VWAP,09/04/2024 14:48:04
155,156,INDOTHAI,Indo Thai Securities Limited,533676,4.99,325.05,4872,Price Near VWAP,09/04/2024 14:48:04
221,222,CUPID,Cupid Limited,530843,4.99,133.65,1709677,Price Near VWAP,09/04/2024 14:48:04
126,127,TRIL,Transformers And Rectifiers (india) Limited,532928,4.99,498.2,284644,Price Near VWAP,09/04/2024 14:48:04
248,249,SELMC,SEL Manufacturing Company Ltd,532886,4.95,85.85,3678,Price Near VWAP,09/04/2024 14:48:04
80,81,WEL,Wonder Electricals Ltd,543449,4.95,888.2,31384,Price Near VWAP,09/04/2024 14:48:04
334,335,SETCO,Setco Automotive Limited,505075,4.94,8.5,112279,Price Near VWAP,09/04/2024 14:48:04
341,342,LAKPRE,Lakshmi Precision Screws Limited,506079,4.94,4.25,100,Price Near VWAP,09/04/2024 14:48:04
338,339,SANCO,Sanco Industries Limited,,4.76,5.5,2639,Price Near VWAP,09/04/2024 14:48:04
326,327,KRITIKA,Kritika Wires Ltd,535116,4.76,16.5,478436,Price Near VWAP,09/04/2024 14:48:04
263,264,GULFPETRO,Gp Petroleums Limited,532543,4.63,70.1,474158,Price Near VWAP,09/04/2024 14:48:04
342,343,PREMIER,Premier Limited,500540,4.35,3.6,3525,Price Near VWAP,09/04/2024 14:48:04
337,338,ROLTA,Rolta India Limited,500366,4.31,6.05,55937,Price Near VWAP,09/04/2024 14:48:04
340,341,KRIDHANINF,Kridhan Infra Limited,533482,4.26,4.9,20292,Price Near VWAP,09/04/2024 14:48:04
265,266,HMAAGRO,HMA Agro Industries Ltd,543929,4.13,68.05,1208221,Price Near VWAP,09/04/2024 14:48:04
10,11,NUVAMA,Nuvama Wealth Management Ltd,543988,4.01,5250.0,117285,Price Near VWAP,09/04/2024 14:48:04
41,42,CENTURYTEX,Century Textiles & Industries Limited,500040,3.99,1812.0,949916,Price Near VWAP,09/04/2024 14:48:04
346,347,ORTEL,Ortel Communications Limited,539015,3.85,1.35,3500,Price Near VWAP,09/04/2024 14:48:04
333,334,HYBRIDFIN,Hybrid Financial Services Ltd,500262,3.78,9.6,2057,Price Near VWAP,09/04/2024 14:48:04
336,337,SABEVENTS,Sab Events & Governance Now Media Limited,540081,3.76,6.9,16767,Price Near VWAP,09/04/2024 14:48:04
232,233,DONEAR,Donear Industries Limited,512519,3.54,108.3,349286,Price Near VWAP,09/04/2024 14:48:04
137,138,IIFL,Iifl Holdings Limited,532636,3.52,439.8,7663909,Price Near VWAP,09/04/2024 14:48:04
79,80,ARE&M,Amara Raja Energy & Mobility Ltd,500008,3.35,898.15,2958885,Price Near VWAP,09/04/2024 14:48:04
121,122,UNIVCABLES,Universal Cables Limited,504212,3.32,522.4,76862,Price Near VWAP,09/04/2024 14:48:04
212,213,DEVYANI,Devyani International Ltd,543330,3.27,164.35,6748738,Price Near VWAP,09/04/2024 14:48:04
15,16,KSB,KSB Ltd,500249,3.26,4113.65,120441,Price Near VWAP,09/04/2024 14:48:04
7,8,NEULANDLAB,Neuland Laboratories Limited,524558,3.06,6227.9,32771,Price Near VWAP,09/04/2024 14:48:04
345,346,ROLLT,Rollatainers Limited,502448,2.94,1.75,438374,Price Near VWAP,09/04/2024 14:48:04
210,211,TARC,Anant Raj Global Ltd,543249,2.88,165.95,486857,Price Near VWAP,09/04/2024 14:48:04
215,216,IIFLSEC,IIFL Securities Ltd,542773,2.82,147.8,1238611,Price Near VWAP,09/04/2024 14:48:04
5,6,POWERINDIA,Hitachi Energy India Ltd,543187,2.76,7748.5,108168,Price Near VWAP,09/04/2024 14:48:04
167,168,AKSHARCHEM,AksharChem (India) Ltd,524598,2.74,278.9,2986,Price Near VWAP,09/04/2024 14:48:04
115,116,MATRIMONY,Matrimony.com Ltd,540704,2.71,570.2,32414,Price Near VWAP,09/04/2024 14:48:04
151,152,MHLXMIRU,Mahalaxmi Rubtech Ltd,514450,2.68,336.7,66960,Price Near VWAP,09/04/2024 14:48:04
200,201,EMIL,Electronics Mart India Ltd,543626,2.63,205.25,208784,Price Near VWAP,09/04/2024 14:48:04
217,218,IBREALEST,Indiabulls Real Estate Limited,532832,2.53,142.05,28089935,Price Near VWAP,09/04/2024 14:48:04
208,209,NATIONALUM,National Aluminium Company Limited,532234,2.53,182.5,31094065,Price Near VWAP,09/04/2024 14:48:04
39,40,VENUSPIPES,Venus Pipes & Tubes Ltd,543528,2.41,1971.35,63745,Price Near VWAP,09/04/2024 14:48:04
313,314,ASMS,Bartronics India Ltd,532694,2.0,20.4,33452,Price Near VWAP,09/04/2024 14:48:04
307,308,RAJRILTD,Raj Rayon Industries Ltd,530699,1.98,23.2,3337,Price Near VWAP,09/04/2024 14:48:04
49,50,POLYMED,Poly Medicure Limited,531768,1.94,1567.65,22366,Price Near VWAP,09/04/2024 14:48:04
284,285,21STCENMGM,Twenty First Century Management Services Ltd,526921,1.93,47.55,235,Price Near VWAP,09/04/2024 14:48:04
50,51,STYRENIX,Styrenix Performance Materials Ltd,506222,1.82,1551.0,22952,Price Near VWAP,09/04/2024 14:48:04
199,200,HITECHCORP,Hitech Corporation,526217,1.72,215.9,8293,Price Near VWAP,09/04/2024 14:48:04
344,345,BLUECHIP,Blue Chip India Limited,531936,1.72,2.95,41853,Price Near VWAP,09/04/2024 14:48:04
130,131,ABSLAMC,Aditya Birla Sun Life AMC Ltd,543374,1.68,480.5,138865,Price Near VWAP,09/04/2024 14:48:04
164,165,GEECEE,Geecee Ventures Limited,532764,1.65,294.9,10601,Price Near VWAP,09/04/2024 14:48:04
48,49,TORNTPOWER,Torrent Power Limited,532779,1.64,1594.15,1868990,Price Near VWAP,09/04/2024 14:48:04
343,344,WINSOME,Winsome Yarns Limited,514348,1.54,3.3,4078,Price Near VWAP,09/04/2024 14:48:04
113,114,KERNEX,Kernex Microsystems (india) Limited,532686,1.53,592.7,2671,Price Near VWAP,09/04/2024 14:48:04
216,217,CESC,Cesc Limited,500084,1.53,143.0,9495261,Price Near VWAP,09/04/2024 14:48:04
246,247,CLEDUCATE,CL Educate,540403,1.5,87.95,66678,Price Near VWAP,09/04/2024 14:48:04
96,97,ISEC,ICICI Securities Ltd,541179,1.47,729.35,460631,Price Near VWAP,09/04/2024 14:48:04
231,232,KANPRPLA,Kanpur Plastipack Ltd,507779,1.45,108.3,16992,Price Near VWAP,09/04/2024 14:48:04
26,27,MASTEK,Mastek Limited,523704,1.43,2652.0,35136,Price Near VWAP,09/04/2024 14:48:04
20,21,GARFIBRES,Garware Technical Fibres Ltd,509557,1.43,3363.95,6258,Price Near VWAP,09/04/2024 14:48:04
78,79,CONCOR,Container Corporation Of India Limited,531344,1.34,923.6,968709,Price Near VWAP,09/04/2024 14:48:04
173,174,RBLBANK,Rbl Bank Limited,540065,1.33,258.9,5310005,Price Near VWAP,09/04/2024 14:48:04
206,207,KCP,Kcp Limited,590066,1.32,183.85,398155,Price Near VWAP,09/04/2024 14:48:04
306,307,SIL,Standard Industries Limited,530017,1.31,23.2,89761,Price Near VWAP,09/04/2024 14:48:04
242,243,UNITEDPOLY,United Polyfab Gujarat Ltd,533024,1.3,101.0,7157,Price Near VWAP,09/04/2024 14:48:04
16,17,PERSISTENT,Persistent Systems Limited,533179,1.24,3952.4,246712,Price Near VWAP,09/04/2024 14:48:04
293,294,ALOKINDS,Alok Industries Ltd,521070,1.24,28.55,2037946,Price Near VWAP,09/04/2024 14:48:04
184,185,PAR,Par Drugs & Chemicals Ltd,535341,1.23,242.15,33882,Price Near VWAP,09/04/2024 14:48:04
63,64,RANEHOLDIN,Rane Holdings Limited,505800,1.22,1144.0,12887,Price Near VWAP,09/04/2024 14:48:04
292,293,MSPL,Msp Steel & Power Limited,532650,1.2,29.5,416998,Price Near VWAP,09/04/2024 14:48:04
187,188,MUTHOOTMF,Muthoot Microfin Ltd,544055,1.18,239.5,536543,Price Near VWAP,09/04/2024 14:48:04
